Record_ID,Wavelength_nm,Absorbance
1,200.000,0.091651
2,201.000,0.091294
3,202.000,0.091070
4,203.000,0.090994
5,204.000,0.091077
6,205.000,0.091332
7,206.000,0.091774
8,207.000,0.092418
9,208.000,0.093278
10,209.000,0.094371
11,210.000,0.095713
12,211.000,0.097321
13,212.000,0.099214
14,213.000,0.101409
15,214.000,0.103924
16,215.000,0.106780
17,216.000,0.109996
18,217.000,0.113589
19,218.000,0.117580
20,219.000,0.121988
21,220.000,0.126829
22,221.000,0.132122
23,222.000,0.137881
24,223.000,0.144122
25,224.000,0.150856
26,225.000,0.158093
27,226.000,0.165841
28,227.000,0.174104
29,228.000,0.182883
30,229.000,0.192175
31,230.000,0.201974
32,231.000,0.212267
33,232.000,0.223040
34,233.000,0.234270
35,234.000,0.245933
36,235.000,0.257996
37,236.000,0.270422
38,237.000,0.283170
39,238.000,0.296192
40,239.000,0.309434
41,240.000,0.322839
42,241.000,0.336345
43,242.000,0.349884
44,243.000,0.363386
45,244.000,0.376776
46,245.000,0.389978
47,246.000,0.402912
48,247.000,0.415497
49,248.000,0.427653
50,249.000,0.439300
51,250.000,0.450356
52,251.000,0.460744
53,252.000,0.470390
54,253.000,0.479222
55,254.000,0.487172
56,255.000,0.494180
57,256.000,0.500190
58,257.000,0.505154
59,258.000,0.509029
60,259.000,0.511782
61,260.000,0.513389
62,261.000,0.513832
63,262.000,0.513103
64,263.000,0.511205
65,264.000,0.508146
66,265.000,0.503947
67,266.000,0.498635
68,267.000,0.492246
69,268.000,0.484824
70,269.000,0.476420
71,270.000,0.467092
72,271.000,0.456903
73,272.000,0.445924
74,273.000,0.434228
75,274.000,0.421891
76,275.000,0.408995
77,276.000,0.395620
78,277.000,0.381850
79,278.000,0.367768
80,279.000,0.353456
81,280.000,0.338994
82,281.000,0.324462
83,282.000,0.309934
84,283.000,0.295483
85,284.000,0.281175
86,285.000,0.267075
87,286.000,0.253241
88,287.000,0.239724
89,288.000,0.226573
90,289.000,0.213829
91,290.000,0.201527
92,291.000,0.189698
93,292.000,0.178365
94,293.000,0.167549
95,294.000,0.157261
96,295.000,0.147510
97,296.000,0.138300
98,297.000,0.129630
99,298.000,0.121495
100,299.000,0.113885
101,300.000,0.106790
102,301.000,0.100194
103,302.000,0.094081
104,303.000,0.088430
105,304.000,0.083222
106,305.000,0.078433
107,306.000,0.074042
108,307.000,0.070024
109,308.000,0.066357
110,309.000,0.063016
111,310.000,0.059978
112,311.000,0.057222
113,312.000,0.054724
114,313.000,0.052465
115,314.000,0.050424
116,315.000,0.048583
117,316.000,0.046923
118,317.000,0.045430
119,318.000,0.044089
120,319.000,0.042884
121,320.000,0.041805
122,321.000,0.040840
123,322.000,0.039978
124,323.000,0.039211
125,324.000,0.038531
126,325.000,0.037930
127,326.000,0.037401
128,327.000,0.036940
129,328.000,0.036541
130,329.000,0.036198
131,330.000,0.035908
132,331.000,0.035667
133,332.000,0.035471
134,333.000,0.035315
135,334.000,0.035197
136,335.000,0.035113
137,336.000,0.035059
138,337.000,0.035031
139,338.000,0.035027
140,339.000,0.035042
141,340.000,0.035073
142,341.000,0.035116
143,342.000,0.035168
144,343.000,0.035224
145,344.000,0.035281
146,345.000,0.035337
147,346.000,0.035386
148,347.000,0.035428
149,348.000,0.035458
150,349.000,0.035474
151,350.000,0.035474
152,351.000,0.035457
153,352.000,0.035422
154,353.000,0.035367
155,354.000,0.035293
156,355.000,0.035200
157,356.000,0.035089
158,357.000,0.034962
159,358.000,0.034821
160,359.000,0.034669
161,360.000,0.034509
162,361.000,0.034346
163,362.000,0.034183
164,363.000,0.034027
165,364.000,0.033882
166,365.000,0.033755
167,366.000,0.033652
168,367.000,0.033580
169,368.000,0.033545
170,369.000,0.033555
171,370.000,0.033617
172,371.000,0.033738
173,372.000,0.033926
174,373.000,0.034189
175,374.000,0.034533
176,375.000,0.034966
177,376.000,0.035495
178,377.000,0.036128
179,378.000,0.036869
180,379.000,0.037728
181,380.000,0.038709
182,381.000,0.039819
183,382.000,0.041065
184,383.000,0.042451
185,384.000,0.043984
186,385.000,0.045669
187,386.000,0.047512
188,387.000,0.049518
189,388.000,0.051692
190,389.000,0.054041
191,390.000,0.056569
192,391.000,0.059283
193,392.000,0.062188
194,393.000,0.065291
195,394.000,0.068598
196,395.000,0.072114
197,396.000,0.075849
198,397.000,0.079807
199,398.000,0.083998
200,399.000,0.088429
201,400.000,0.093107
202,401.000,0.098042
203,402.000,0.103241
204,403.000,0.108714
205,404.000,0.114470
206,405.000,0.120516
207,406.000,0.126862
208,407.000,0.133516
209,408.000,0.140487
210,409.000,0.147782
211,410.000,0.155409
212,411.000,0.163374
213,412.000,0.171684
214,413.000,0.180343
215,414.000,0.189356
216,415.000,0.198725
217,416.000,0.208453
218,417.000,0.218539
219,418.000,0.228982
220,419.000,0.239779
221,420.000,0.250926
222,421.000,0.262416
223,422.000,0.274242
224,423.000,0.286393
225,424.000,0.298857
226,425.000,0.311620
227,426.000,0.324666
228,427.000,0.337978
229,428.000,0.351535
230,429.000,0.365315
231,430.000,0.379296
232,431.000,0.393451
233,432.000,0.407753
234,433.000,0.422175
235,434.000,0.436685
236,435.000,0.451252
237,436.000,0.465845
238,437.000,0.480428
239,438.000,0.494968
240,439.000,0.509429
241,440.000,0.523776
242,441.000,0.537972
243,442.000,0.551982
244,443.000,0.565768
245,444.000,0.579295
246,445.000,0.592527
247,446.000,0.605429
248,447.000,0.617966
249,448.000,0.630105
250,449.000,0.641812
251,450.000,0.653057
252,451.000,0.663809
253,452.000,0.674039
254,453.000,0.683719
255,454.000,0.692826
256,455.000,0.701333
257,456.000,0.709221
258,457.000,0.716468
259,458.000,0.723056
260,459.000,0.728970
261,460.000,0.734195
262,461.000,0.738721
263,462.000,0.742538
264,463.000,0.745638
265,464.000,0.748017
266,465.000,0.749673
267,466.000,0.750604
268,467.000,0.750814
269,468.000,0.750306
270,469.000,0.749088
271,470.000,0.747168
272,471.000,0.744558
273,472.000,0.741271
274,473.000,0.737323
275,474.000,0.732733
276,475.000,0.727519
277,476.000,0.721705
278,477.000,0.715315
279,478.000,0.708374
280,479.000,0.700912
281,480.000,0.692958
282,481.000,0.684543
283,482.000,0.675702
284,483.000,0.666468
285,484.000,0.656879
286,485.000,0.646972
287,486.000,0.636786
288,487.000,0.626360
289,488.000,0.615737
290,489.000,0.604957
291,490.000,0.594062
292,491.000,0.583096
293,492.000,0.572101
294,493.000,0.561120
295,494.000,0.550197
296,495.000,0.539374
297,496.000,0.528694
298,497.000,0.518198
299,498.000,0.507927
300,499.000,0.497921
301,500.000,0.488219
302,501.000,0.478859
303,502.000,0.469877
304,503.000,0.461307
305,504.000,0.453182
306,505.000,0.445532
307,506.000,0.438387
308,507.000,0.431772
309,508.000,0.425713
310,509.000,0.420231
311,510.000,0.415346
312,511.000,0.411075
313,512.000,0.407433
314,513.000,0.404433
315,514.000,0.402083
316,515.000,0.400391
317,516.000,0.399363
318,517.000,0.398999
319,518.000,0.399301
320,519.000,0.400265
321,520.000,0.401888
322,521.000,0.404162
323,522.000,0.407078
324,523.000,0.410626
325,524.000,0.414793
326,525.000,0.419565
327,526.000,0.424925
328,527.000,0.430855
329,528.000,0.437337
330,529.000,0.444350
331,530.000,0.451873
332,531.000,0.459882
333,532.000,0.468354
334,533.000,0.477264
335,534.000,0.486588
336,535.000,0.496297
337,536.000,0.506367
338,537.000,0.516768
339,538.000,0.527474
340,539.000,0.538455
341,540.000,0.549682
342,541.000,0.561126
343,542.000,0.572758
344,543.000,0.584547
345,544.000,0.596463
346,545.000,0.608475
347,546.000,0.620552
348,547.000,0.632663
349,548.000,0.644776
350,549.000,0.656861
351,550.000,0.668885
352,551.000,0.680817
353,552.000,0.692625
354,553.000,0.704276
355,554.000,0.715740
356,555.000,0.726985
357,556.000,0.737979
358,557.000,0.748690
359,558.000,0.759089
360,559.000,0.769144
361,560.000,0.778825
362,561.000,0.788104
363,562.000,0.796950
364,563.000,0.805338
365,564.000,0.813240
366,565.000,0.820630
367,566.000,0.827483
368,567.000,0.833777
369,568.000,0.839490
370,569.000,0.844602
371,570.000,0.849094
372,571.000,0.852949
373,572.000,0.856153
374,573.000,0.858693
375,574.000,0.860558
376,575.000,0.861740
377,576.000,0.862231
378,577.000,0.862027
379,578.000,0.861127
380,579.000,0.859531
381,580.000,0.857241
382,581.000,0.854261
383,582.000,0.850598
384,583.000,0.846262
385,584.000,0.841263
386,585.000,0.835614
387,586.000,0.829331
388,587.000,0.822429
389,588.000,0.814927
390,589.000,0.806846
391,590.000,0.798205
392,591.000,0.789029
393,592.000,0.779340
394,593.000,0.769165
395,594.000,0.758527
396,595.000,0.747454
397,596.000,0.735972
398,597.000,0.724109
399,598.000,0.711892
400,599.000,0.699350
401,600.000,0.686509
402,601.000,0.673398
403,602.000,0.660044
404,603.000,0.646474
405,604.000,0.632716
406,605.000,0.618795
407,606.000,0.604737
408,607.000,0.590568
409,608.000,0.576312
410,609.000,0.561993
411,610.000,0.547634
412,611.000,0.533259
413,612.000,0.518888
414,613.000,0.504543
415,614.000,0.490243
416,615.000,0.476010
417,616.000,0.461861
418,617.000,0.447814
419,618.000,0.433888
420,619.000,0.420099
421,620.000,0.406462
422,621.000,0.392993
423,622.000,0.379708
424,623.000,0.366619
425,624.000,0.353741
426,625.000,0.341086
427,626.000,0.328667
428,627.000,0.316494
429,628.000,0.304578
430,629.000,0.292930
431,630.000,0.281558
432,631.000,0.270471
433,632.000,0.259676
434,633.000,0.249182
435,634.000,0.238992
436,635.000,0.229114
437,636.000,0.219551
438,637.000,0.210306
439,638.000,0.201382
440,639.000,0.192780
441,640.000,0.184501
442,641.000,0.176544
443,642.000,0.168908
444,643.000,0.161591
445,644.000,0.154588
446,645.000,0.147895
447,646.000,0.141508
448,647.000,0.135420
449,648.000,0.129624
450,649.000,0.124112
451,650.000,0.118876
452,651.000,0.113907
453,652.000,0.109195
454,653.000,0.104731
455,654.000,0.100503
456,655.000,0.096501
457,656.000,0.092714
458,657.000,0.089131
459,658.000,0.085740
460,659.000,0.082531
461,660.000,0.079493
462,661.000,0.076614
463,662.000,0.073886
464,663.000,0.071297
465,664.000,0.068839
466,665.000,0.066502
467,666.000,0.064279
468,667.000,0.062161
469,668.000,0.060141
470,669.000,0.058213
471,670.000,0.056372
472,671.000,0.054612
473,672.000,0.052928
474,673.000,0.051318
475,674.000,0.049777
476,675.000,0.048304
477,676.000,0.046896
478,677.000,0.045552
479,678.000,0.044270
480,679.000,0.043050
481,680.000,0.041892
482,681.000,0.040794
483,682.000,0.039757
484,683.000,0.038781
485,684.000,0.037865
486,685.000,0.037010
487,686.000,0.036215
488,687.000,0.035481
489,688.000,0.034806
490,689.000,0.034189
491,690.000,0.033630
492,691.000,0.033127
493,692.000,0.032679
494,693.000,0.032284
495,694.000,0.031939
496,695.000,0.031641
497,696.000,0.031389
498,697.000,0.031179
499,698.000,0.031007
500,699.000,0.030871
501,700.000,0.030766
502,701.000,0.030689
503,702.000,0.030636
504,703.000,0.030604
505,704.000,0.030589
506,705.000,0.030588
507,706.000,0.030596
508,707.000,0.030613
509,708.000,0.030633
510,709.000,0.030656
511,710.000,0.030678
512,711.000,0.030699
513,712.000,0.030717
514,713.000,0.030731
515,714.000,0.030740
516,715.000,0.030744
517,716.000,0.030744
518,717.000,0.030740
519,718.000,0.030733
520,719.000,0.030724
521,720.000,0.030714
522,721.000,0.030706
523,722.000,0.030701
524,723.000,0.030702
525,724.000,0.030709
526,725.000,0.030725
527,726.000,0.030752
528,727.000,0.030792
529,728.000,0.030846
530,729.000,0.030916
531,730.000,0.031003
532,731.000,0.031108
533,732.000,0.031230
534,733.000,0.031370
535,734.000,0.031529
536,735.000,0.031704
537,736.000,0.031896
538,737.000,0.032102
539,738.000,0.032320
540,739.000,0.032549
541,740.000,0.032786
542,741.000,0.033028
543,742.000,0.033273
544,743.000,0.033516
545,744.000,0.033754
546,745.000,0.033984
547,746.000,0.034203
548,747.000,0.034408
549,748.000,0.034594
550,749.000,0.034759
551,750.000,0.034900
552,751.000,0.035015
553,752.000,0.035101
554,753.000,0.035156
555,754.000,0.035180
556,755.000,0.035171
557,756.000,0.035129
558,757.000,0.035053
559,758.000,0.034945
560,759.000,0.034806
561,760.000,0.034637
562,761.000,0.034439
563,762.000,0.034217
564,763.000,0.033971
565,764.000,0.033707
566,765.000,0.033426
567,766.000,0.033134
568,767.000,0.032833
569,768.000,0.032528
570,769.000,0.032224
571,770.000,0.031923
572,771.000,0.031630
573,772.000,0.031350
574,773.000,0.031085
575,774.000,0.030839
576,775.000,0.030615
577,776.000,0.030416
578,777.000,0.030243
579,778.000,0.030100
580,779.000,0.029987
581,780.000,0.029904
582,781.000,0.029853
583,782.000,0.029834
584,783.000,0.029845
585,784.000,0.029885
586,785.000,0.029954
587,786.000,0.030049
588,787.000,0.030168
589,788.000,0.030309
590,789.000,0.030469
591,790.000,0.030644
592,791.000,0.030832
593,792.000,0.031030
594,793.000,0.031234
595,794.000,0.031442
596,795.000,0.031650
597,796.000,0.031855
598,797.000,0.032055
599,798.000,0.032248
600,799.000,0.032431
601,800.000,0.032603
