Record_ID,Wavelength_nm,Absorbance
1,200.000,0.075990
2,201.000,0.075181
3,202.000,0.074411
4,203.000,0.073684
5,204.000,0.073004
6,205.000,0.072373
7,206.000,0.071795
8,207.000,0.071274
9,208.000,0.070813
10,209.000,0.070414
11,210.000,0.070080
12,211.000,0.069816
13,212.000,0.069622
14,213.000,0.069504
15,214.000,0.069464
16,215.000,0.069505
17,216.000,0.069632
18,217.000,0.069848
19,218.000,0.070158
20,219.000,0.070567
21,220.000,0.071080
22,221.000,0.071703
23,222.000,0.072442
24,223.000,0.073303
25,224.000,0.074295
26,225.000,0.075424
27,226.000,0.076700
28,227.000,0.078131
29,228.000,0.079726
30,229.000,0.081495
31,230.000,0.083448
32,231.000,0.085596
33,232.000,0.087948
34,233.000,0.090516
35,234.000,0.093310
36,235.000,0.096341
37,236.000,0.099618
38,237.000,0.103152
39,238.000,0.106951
40,239.000,0.111024
41,240.000,0.115379
42,241.000,0.120022
43,242.000,0.124958
44,243.000,0.130193
45,244.000,0.135727
46,245.000,0.141564
47,246.000,0.147701
48,247.000,0.154136
49,248.000,0.160866
50,249.000,0.167882
51,250.000,0.175178
52,251.000,0.182742
53,252.000,0.190561
54,253.000,0.198620
55,254.000,0.206903
56,255.000,0.215388
57,256.000,0.224055
58,257.000,0.232880
59,258.000,0.241838
60,259.000,0.250900
61,260.000,0.260038
62,261.000,0.269220
63,262.000,0.278415
64,263.000,0.287589
65,264.000,0.296708
66,265.000,0.305736
67,266.000,0.314637
68,267.000,0.323376
69,268.000,0.331916
70,269.000,0.340221
71,270.000,0.348255
72,271.000,0.355984
73,272.000,0.363374
74,273.000,0.370391
75,274.000,0.377004
76,275.000,0.383183
77,276.000,0.388900
78,277.000,0.394129
79,278.000,0.398846
80,279.000,0.403030
81,280.000,0.406662
82,281.000,0.409725
83,282.000,0.412205
84,283.000,0.414093
85,284.000,0.415379
86,285.000,0.416059
87,286.000,0.416130
88,287.000,0.415594
89,288.000,0.414453
90,289.000,0.412714
91,290.000,0.410386
92,291.000,0.407481
93,292.000,0.404013
94,293.000,0.399999
95,294.000,0.395456
96,295.000,0.390407
97,296.000,0.384873
98,297.000,0.378879
99,298.000,0.372452
100,299.000,0.365618
101,300.000,0.358407
102,301.000,0.350847
103,302.000,0.342969
104,303.000,0.334805
105,304.000,0.326385
106,305.000,0.317741
107,306.000,0.308905
108,307.000,0.299908
109,308.000,0.290782
110,309.000,0.281557
111,310.000,0.272265
112,311.000,0.262935
113,312.000,0.253596
114,313.000,0.244276
115,314.000,0.235002
116,315.000,0.225800
117,316.000,0.216695
118,317.000,0.207712
119,318.000,0.198872
120,319.000,0.190197
121,320.000,0.181706
122,321.000,0.173419
123,322.000,0.165352
124,323.000,0.157521
125,324.000,0.149941
126,325.000,0.142625
127,326.000,0.135584
128,327.000,0.128830
129,328.000,0.122370
130,329.000,0.116214
131,330.000,0.110368
132,331.000,0.104837
133,332.000,0.099625
134,333.000,0.094737
135,334.000,0.090175
136,335.000,0.085940
137,336.000,0.082032
138,337.000,0.078452
139,338.000,0.075198
140,339.000,0.072270
141,340.000,0.069666
142,341.000,0.067382
143,342.000,0.065417
144,343.000,0.063768
145,344.000,0.062431
146,345.000,0.061405
147,346.000,0.060685
148,347.000,0.060270
149,348.000,0.060158
150,349.000,0.060345
151,350.000,0.060833
152,351.000,0.061618
153,352.000,0.062702
154,353.000,0.064086
155,354.000,0.065771
156,355.000,0.067759
157,356.000,0.070055
158,357.000,0.072663
159,358.000,0.075589
160,359.000,0.078839
161,360.000,0.082422
162,361.000,0.086347
163,362.000,0.090624
164,363.000,0.095263
165,364.000,0.100277
166,365.000,0.105680
167,366.000,0.111484
168,367.000,0.117704
169,368.000,0.124355
170,369.000,0.131454
171,370.000,0.139015
172,371.000,0.147056
173,372.000,0.155591
174,373.000,0.164636
175,374.000,0.174208
176,375.000,0.184321
177,376.000,0.194989
178,377.000,0.206226
179,378.000,0.218042
180,379.000,0.230449
181,380.000,0.243456
182,381.000,0.257070
183,382.000,0.271296
184,383.000,0.286137
185,384.000,0.301593
186,385.000,0.317663
187,386.000,0.334342
188,387.000,0.351624
189,388.000,0.369497
190,389.000,0.387948
191,390.000,0.406962
192,391.000,0.426519
193,392.000,0.446596
194,393.000,0.467167
195,394.000,0.488203
196,395.000,0.509673
197,396.000,0.531541
198,397.000,0.553768
199,398.000,0.576314
200,399.000,0.599134
201,400.000,0.622182
202,401.000,0.645408
203,402.000,0.668760
204,403.000,0.692185
205,404.000,0.715626
206,405.000,0.739027
207,406.000,0.762328
208,407.000,0.785468
209,408.000,0.808386
210,409.000,0.831020
211,410.000,0.853308
212,411.000,0.875186
213,412.000,0.896592
214,413.000,0.917463
215,414.000,0.937738
216,415.000,0.957355
217,416.000,0.976256
218,417.000,0.994382
219,418.000,1.011677
220,419.000,1.028086
221,420.000,1.043558
222,421.000,1.058043
223,422.000,1.071494
224,423.000,1.083868
225,424.000,1.095124
226,425.000,1.105225
227,426.000,1.114138
228,427.000,1.121832
229,428.000,1.128282
230,429.000,1.133466
231,430.000,1.137365
232,431.000,1.139967
233,432.000,1.141262
234,433.000,1.141245
235,434.000,1.139915
236,435.000,1.137276
237,436.000,1.133336
238,437.000,1.128108
239,438.000,1.121607
240,439.000,1.113856
241,440.000,1.104878
242,441.000,1.094703
243,442.000,1.083364
244,443.000,1.070897
245,444.000,1.057342
246,445.000,1.042742
247,446.000,1.027145
248,447.000,1.010599
249,448.000,0.993157
250,449.000,0.974872
251,450.000,0.955803
252,451.000,0.936007
253,452.000,0.915545
254,453.000,0.894478
255,454.000,0.872869
256,455.000,0.850781
257,456.000,0.828278
258,457.000,0.805424
259,458.000,0.782282
260,459.000,0.758915
261,460.000,0.735386
262,461.000,0.711757
263,462.000,0.688088
264,463.000,0.664436
265,464.000,0.640860
266,465.000,0.617412
267,466.000,0.594147
268,467.000,0.571113
269,468.000,0.548358
270,469.000,0.525927
271,470.000,0.503861
272,471.000,0.482199
273,472.000,0.460975
274,473.000,0.440223
275,474.000,0.419970
276,475.000,0.400244
277,476.000,0.381065
278,477.000,0.362453
279,478.000,0.344424
280,479.000,0.326991
281,480.000,0.310163
282,481.000,0.293947
283,482.000,0.278347
284,483.000,0.263365
285,484.000,0.248999
286,485.000,0.235246
287,486.000,0.222099
288,487.000,0.209551
289,488.000,0.197592
290,489.000,0.186211
291,490.000,0.175394
292,491.000,0.165129
293,492.000,0.155400
294,493.000,0.146190
295,494.000,0.137483
296,495.000,0.129263
297,496.000,0.121510
298,497.000,0.114208
299,498.000,0.107339
300,499.000,0.100883
301,500.000,0.094825
302,501.000,0.089146
303,502.000,0.083829
