Record_ID,Wavelength_nm,Absorbance
1,200.000,0.273429
2,201.000,0.292810
3,202.000,0.313360
4,203.000,0.334970
5,204.000,0.357499
6,205.000,0.380779
7,206.000,0.404617
8,207.000,0.428792
9,208.000,0.453061
10,209.000,0.477161
11,210.000,0.500816
12,211.000,0.523736
13,212.000,0.545629
14,213.000,0.566203
15,214.000,0.585172
16,215.000,0.602263
17,216.000,0.617224
18,217.000,0.629827
19,218.000,0.639875
20,219.000,0.647207
21,220.000,0.651701
22,221.000,0.653277
23,222.000,0.651900
24,223.000,0.647582
25,224.000,0.640377
26,225.000,0.630386
27,226.000,0.617749
28,227.000,0.602644
29,228.000,0.585283
30,229.000,0.565906
31,230.000,0.544775
32,231.000,0.522170
33,232.000,0.498378
34,233.000,0.473694
35,234.000,0.448408
36,235.000,0.422804
37,236.000,0.397152
38,237.000,0.371705
39,238.000,0.346694
40,239.000,0.322330
41,240.000,0.298791
42,241.000,0.276234
43,242.000,0.254783
44,243.000,0.234536
45,244.000,0.215563
46,245.000,0.197909
47,246.000,0.181594
48,247.000,0.166617
49,248.000,0.152957
50,249.000,0.140577
51,250.000,0.129425
52,251.000,0.119439
53,252.000,0.110547
54,253.000,0.102674
55,254.000,0.095737
56,255.000,0.089655
57,256.000,0.084345
58,257.000,0.079726
59,258.000,0.075721
60,259.000,0.072254
61,260.000,0.069258
62,261.000,0.066667
63,262.000,0.064422
64,263.000,0.062472
65,264.000,0.060768
66,265.000,0.059269
67,266.000,0.057938
68,267.000,0.056744
69,268.000,0.055661
70,269.000,0.054665
71,270.000,0.053738
72,271.000,0.052867
73,272.000,0.052039
74,273.000,0.051245
75,274.000,0.050478
76,275.000,0.049735
77,276.000,0.049012
78,277.000,0.048308
79,278.000,0.047623
80,279.000,0.046958
81,280.000,0.046313
82,281.000,0.045690
83,282.000,0.045091
84,283.000,0.044519
85,284.000,0.043975
86,285.000,0.043461
87,286.000,0.042980
88,287.000,0.042532
89,288.000,0.042119
90,289.000,0.041741
