Record_ID,Wavelength_nm,Absorbance
1,200.000,0.106661
2,201.000,0.107598
3,202.000,0.108916
4,203.000,0.110659
5,204.000,0.112875
6,205.000,0.115614
7,206.000,0.118931
8,207.000,0.122882
9,208.000,0.127526
10,209.000,0.132924
11,210.000,0.139137
12,211.000,0.146227
13,212.000,0.154255
14,213.000,0.163281
15,214.000,0.173361
16,215.000,0.184545
17,216.000,0.196880
18,217.000,0.210403
19,218.000,0.225143
20,219.000,0.241117
21,220.000,0.258329
22,221.000,0.276771
23,222.000,0.296417
24,223.000,0.317224
25,224.000,0.339133
26,225.000,0.362065
27,226.000,0.385920
28,227.000,0.410579
29,228.000,0.435905
30,229.000,0.461741
31,230.000,0.487911
32,231.000,0.514224
33,232.000,0.540474
34,233.000,0.566444
35,234.000,0.591907
36,235.000,0.616627
37,236.000,0.640371
38,237.000,0.662900
39,238.000,0.683986
40,239.000,0.703405
41,240.000,0.720947
42,241.000,0.736418
43,242.000,0.749643
44,243.000,0.760471
45,244.000,0.768776
46,245.000,0.774461
47,246.000,0.777456
48,247.000,0.777728
49,248.000,0.775271
50,249.000,0.770114
51,250.000,0.762317
52,251.000,0.751973
53,252.000,0.739200
54,253.000,0.724147
55,254.000,0.706984
56,255.000,0.687904
57,256.000,0.667118
58,257.000,0.644850
59,258.000,0.621335
60,259.000,0.596813
61,260.000,0.571529
62,261.000,0.545726
63,262.000,0.519642
64,263.000,0.493507
65,264.000,0.467542
66,265.000,0.441954
67,266.000,0.416934
68,267.000,0.392657
69,268.000,0.369280
70,269.000,0.346940
71,270.000,0.325756
72,271.000,0.305827
73,272.000,0.287232
74,273.000,0.270033
75,274.000,0.254274
76,275.000,0.239983
77,276.000,0.227171
78,277.000,0.215838
79,278.000,0.205971
80,279.000,0.197546
81,280.000,0.190531
82,281.000,0.184885
83,282.000,0.180562
84,283.000,0.177512
85,284.000,0.175680
86,285.000,0.175010
87,286.000,0.175444
88,287.000,0.176924
89,288.000,0.179390
90,289.000,0.182787
91,290.000,0.187057
92,291.000,0.192145
93,292.000,0.197999
94,293.000,0.204567
95,294.000,0.211799
96,295.000,0.219648
97,296.000,0.228067
98,297.000,0.237014
99,298.000,0.246443
100,299.000,0.256315
101,300.000,0.266589
102,301.000,0.277225
103,302.000,0.288184
104,303.000,0.299429
105,304.000,0.310921
106,305.000,0.322624
107,306.000,0.334500
108,307.000,0.346511
109,308.000,0.358621
110,309.000,0.370793
111,310.000,0.382988
112,311.000,0.395170
113,312.000,0.407301
114,313.000,0.419342
115,314.000,0.431257
116,315.000,0.443007
117,316.000,0.454555
118,317.000,0.465863
119,318.000,0.476894
120,319.000,0.487610
121,320.000,0.497976
122,321.000,0.507955
123,322.000,0.517512
124,323.000,0.526614
125,324.000,0.535227
126,325.000,0.543320
127,326.000,0.550861
