Record_ID,Wavelength_nm,Absorbance
1,200.000,0.283217
2,201.000,0.314395
3,202.000,0.348697
4,203.000,0.386122
5,204.000,0.426614
6,205.000,0.470048
7,206.000,0.516230
8,207.000,0.564891
9,208.000,0.615687
10,209.000,0.668197
11,210.000,0.721927
12,211.000,0.776317
13,212.000,0.830745
14,213.000,0.884541
15,214.000,0.936998
16,215.000,0.987388
17,216.000,1.034977
18,217.000,1.079043
19,218.000,1.118896
20,219.000,1.153896
21,220.000,1.183467
22,221.000,1.207118
23,222.000,1.224456
24,223.000,1.235195
25,224.000,1.239169
26,225.000,1.236337
27,226.000,1.226780
28,227.000,1.210705
29,228.000,1.188437
30,229.000,1.160412
31,230.000,1.127163
32,231.000,1.089307
33,232.000,1.047528
34,233.000,1.002562
35,234.000,0.955173
36,235.000,0.906143
37,236.000,0.856244
38,237.000,0.806231
39,238.000,0.756818
40,239.000,0.708671
41,240.000,0.662396
42,241.000,0.618526
43,242.000,0.577523
44,243.000,0.539765
45,244.000,0.505554
46,245.000,0.475109
47,246.000,0.448577
48,247.000,0.426029
49,248.000,0.407471
50,249.000,0.392849
51,250.000,0.382057
52,251.000,0.374941
53,252.000,0.371311
54,253.000,0.370944
55,254.000,0.373594
56,255.000,0.378995
57,256.000,0.386867
58,257.000,0.396924
59,258.000,0.408874
60,259.000,0.422426
61,260.000,0.437288
62,261.000,0.453176
63,262.000,0.469812
64,263.000,0.486925
65,264.000,0.504254
66,265.000,0.521550
67,266.000,0.538576
68,267.000,0.555105
69,268.000,0.570928
70,269.000,0.585846
71,270.000,0.599678
72,271.000,0.612259
73,272.000,0.623440
74,273.000,0.633090
75,274.000,0.641098
76,275.000,0.647368
77,276.000,0.651827
78,277.000,0.654421
79,278.000,0.655113
80,279.000,0.653890
81,280.000,0.650755
82,281.000,0.645733
83,282.000,0.638866
84,283.000,0.630212
85,284.000,0.619848
86,285.000,0.607864
87,286.000,0.594366
88,287.000,0.579470
89,288.000,0.563302
90,289.000,0.545997
91,290.000,0.527698
92,291.000,0.508549
93,292.000,0.488699
94,293.000,0.468297
95,294.000,0.447490
96,295.000,0.426422
97,296.000,0.405234
98,297.000,0.384058
99,298.000,0.363022
100,299.000,0.342242
101,300.000,0.321826
102,301.000,0.301873
103,302.000,0.282469
104,303.000,0.263691
105,304.000,0.245603
106,305.000,0.228260
107,306.000,0.211702
108,307.000,0.195964
109,308.000,0.181066
110,309.000,0.167020
111,310.000,0.153832
112,311.000,0.141495
113,312.000,0.129999
114,313.000,0.119325
115,314.000,0.109450
116,315.000,0.100345
117,316.000,0.091978
118,317.000,0.084314
119,318.000,0.077317
120,319.000,0.070946
121,320.000,0.065163
122,321.000,0.059929
123,322.000,0.055203
124,323.000,0.050947
125,324.000,0.047123
126,325.000,0.043696
127,326.000,0.040631
128,327.000,0.037897
129,328.000,0.035462
130,329.000,0.033300
131,330.000,0.031383
132,331.000,0.029690
133,332.000,0.028197
134,333.000,0.026886
135,334.000,0.025739
136,335.000,0.024740
137,336.000,0.023876
138,337.000,0.023133
139,338.000,0.022501
140,339.000,0.021969
141,340.000,0.021530
142,341.000,0.021174
143,342.000,0.020894
144,343.000,0.020684
145,344.000,0.020538
146,345.000,0.020450
147,346.000,0.020414
148,347.000,0.020426
149,348.000,0.020480
150,349.000,0.020572
151,350.000,0.020697
152,351.000,0.020850
153,352.000,0.021026
154,353.000,0.021221
155,354.000,0.021429
156,355.000,0.021648
157,356.000,0.021872
158,357.000,0.022096
159,358.000,0.022318
160,359.000,0.022532
161,360.000,0.022735
162,361.000,0.022924
163,362.000,0.023096
164,363.000,0.023247
165,364.000,0.023375
166,365.000,0.023479
167,366.000,0.023557
168,367.000,0.023607
169,368.000,0.023629
170,369.000,0.023622
171,370.000,0.023587
172,371.000,0.023525
173,372.000,0.023436
174,373.000,0.023321
175,374.000,0.023182
176,375.000,0.023022
177,376.000,0.022843
178,377.000,0.022647
179,378.000,0.022437
180,379.000,0.022216
181,380.000,0.021987
182,381.000,0.021753
183,382.000,0.021516
184,383.000,0.021280
185,384.000,0.021047
186,385.000,0.020820
187,386.000,0.020601
188,387.000,0.020392
189,388.000,0.020195
190,389.000,0.020012
191,390.000,0.019843
192,391.000,0.019689
193,392.000,0.019551
194,393.000,0.019429
195,394.000,0.019322
196,395.000,0.019230
197,396.000,0.019152
198,397.000,0.019086
199,398.000,0.019032
200,399.000,0.018987
201,400.000,0.018949
202,401.000,0.018918
203,402.000,0.018890
204,403.000,0.018863
205,404.000,0.018837
206,405.000,0.018807
207,406.000,0.018774
208,407.000,0.018734
209,408.000,0.018687
210,409.000,0.018632
211,410.000,0.018566
212,411.000,0.018491
213,412.000,0.018404
214,413.000,0.018307
215,414.000,0.018200
216,415.000,0.018082
217,416.000,0.017956
218,417.000,0.017823
219,418.000,0.017683
220,419.000,0.017539
221,420.000,0.017393
222,421.000,0.017248
223,422.000,0.017105
224,423.000,0.016968
225,424.000,0.016838
226,425.000,0.016719
227,426.000,0.016613
228,427.000,0.016523
229,428.000,0.016451
230,429.000,0.016399
231,430.000,0.016369
232,431.000,0.016362
233,432.000,0.016381
234,433.000,0.016425
235,434.000,0.016496
236,435.000,0.016594
237,436.000,0.016719
238,437.000,0.016869
239,438.000,0.017044
240,439.000,0.017243
241,440.000,0.017463
242,441.000,0.017703
243,442.000,0.017959
244,443.000,0.018230
245,444.000,0.018512
246,445.000,0.018801
247,446.000,0.019095
248,447.000,0.019390
249,448.000,0.019683
250,449.000,0.019968
251,450.000,0.020245
252,451.000,0.020508
253,452.000,0.020754
254,453.000,0.020982
255,454.000,0.021187
256,455.000,0.021368
257,456.000,0.021523
258,457.000,0.021650
259,458.000,0.021747
260,459.000,0.021814
261,460.000,0.021850
262,461.000,0.021857
263,462.000,0.021833
264,463.000,0.021780
265,464.000,0.021699
266,465.000,0.021592
267,466.000,0.021461
268,467.000,0.021309
269,468.000,0.021137
270,469.000,0.020949
271,470.000,0.020748
272,471.000,0.020536
273,472.000,0.020317
274,473.000,0.020094
275,474.000,0.019871
276,475.000,0.019649
277,476.000,0.019432
278,477.000,0.019222
279,478.000,0.019023
280,479.000,0.018835
281,480.000,0.018662
