Record_ID,Wavelength_nm,Absorbance
1,200.000,0.080078
2,201.000,0.079395
3,202.000,0.078778
4,203.000,0.078236
5,204.000,0.077775
6,205.000,0.077401
7,206.000,0.077122
8,207.000,0.076945
9,208.000,0.076879
10,209.000,0.076930
11,210.000,0.077107
12,211.000,0.077419
13,212.000,0.077876
14,213.000,0.078485
15,214.000,0.079258
16,215.000,0.080205
17,216.000,0.081337
18,217.000,0.082667
19,218.000,0.084204
20,219.000,0.085964
21,220.000,0.087958
22,221.000,0.090201
23,222.000,0.092707
24,223.000,0.095489
25,224.000,0.098562
26,225.000,0.101942
27,226.000,0.105642
28,227.000,0.109677
29,228.000,0.114060
30,229.000,0.118805
31,230.000,0.123925
32,231.000,0.129430
33,232.000,0.135331
34,233.000,0.141637
35,234.000,0.148353
36,235.000,0.155485
37,236.000,0.163035
38,237.000,0.171003
39,238.000,0.179386
40,239.000,0.188177
41,240.000,0.197368
42,241.000,0.206945
43,242.000,0.216892
44,243.000,0.227190
45,244.000,0.237815
46,245.000,0.248739
47,246.000,0.259930
48,247.000,0.271354
49,248.000,0.282971
50,249.000,0.294740
51,250.000,0.306614
52,251.000,0.318545
53,252.000,0.330480
54,253.000,0.342365
55,254.000,0.354145
56,255.000,0.365760
57,256.000,0.377151
58,257.000,0.388258
59,258.000,0.399020
60,259.000,0.409378
61,260.000,0.419271
62,261.000,0.428641
63,262.000,0.437433
64,263.000,0.445591
65,264.000,0.453066
66,265.000,0.459809
67,266.000,0.465777
68,267.000,0.470932
69,268.000,0.475239
70,269.000,0.478669
71,270.000,0.481198
72,271.000,0.482809
73,272.000,0.483489
74,273.000,0.483233
75,274.000,0.482041
76,275.000,0.479918
77,276.000,0.476878
78,277.000,0.472938
79,278.000,0.468123
80,279.000,0.462461
81,280.000,0.455986
82,281.000,0.448738
83,282.000,0.440760
84,283.000,0.432099
85,284.000,0.422806
86,285.000,0.412933
87,286.000,0.402538
88,287.000,0.391676
89,288.000,0.380408
90,289.000,0.368792
91,290.000,0.356887
92,291.000,0.344754
93,292.000,0.332451
94,293.000,0.320034
95,294.000,0.307559
96,295.000,0.295079
97,296.000,0.282645
98,297.000,0.270304
99,298.000,0.258102
100,299.000,0.246079
101,300.000,0.234275
102,301.000,0.222722
103,302.000,0.211453
104,303.000,0.200495
105,304.000,0.189870
106,305.000,0.179599
107,306.000,0.169697
108,307.000,0.160179
109,308.000,0.151054
110,309.000,0.142327
111,310.000,0.134004
112,311.000,0.126085
113,312.000,0.118568
114,313.000,0.111451
115,314.000,0.104728
116,315.000,0.098391
117,316.000,0.092433
118,317.000,0.086842
119,318.000,0.081608
120,319.000,0.076720
121,320.000,0.072165
122,321.000,0.067929
123,322.000,0.064001
124,323.000,0.060365
125,324.000,0.057009
126,325.000,0.053920
127,326.000,0.051084
128,327.000,0.048488
129,328.000,0.046120
130,329.000,0.043966
131,330.000,0.042016
132,331.000,0.040256
133,332.000,0.038676
134,333.000,0.037265
135,334.000,0.036011
136,335.000,0.034905
137,336.000,0.033937
138,337.000,0.033096
139,338.000,0.032373
140,339.000,0.031758
141,340.000,0.031244
142,341.000,0.030820
143,342.000,0.030478
144,343.000,0.030210
145,344.000,0.030008
146,345.000,0.029863
147,346.000,0.029767
148,347.000,0.029714
149,348.000,0.029695
150,349.000,0.029703
151,350.000,0.029732
152,351.000,0.029776
153,352.000,0.029828
154,353.000,0.029882
155,354.000,0.029934
156,355.000,0.029979
157,356.000,0.030012
158,357.000,0.030030
159,358.000,0.030030
160,359.000,0.030008
161,360.000,0.029964
162,361.000,0.029895
163,362.000,0.029801
164,363.000,0.029682
165,364.000,0.029538
166,365.000,0.029371
167,366.000,0.029180
168,367.000,0.028970
169,368.000,0.028741
170,369.000,0.028498
171,370.000,0.028242
172,371.000,0.027979
173,372.000,0.027711
174,373.000,0.027444
175,374.000,0.027180
176,375.000,0.026925
177,376.000,0.026682
178,377.000,0.026456
179,378.000,0.026252
180,379.000,0.026073
181,380.000,0.025924
182,381.000,0.025807
183,382.000,0.025726
184,383.000,0.025685
185,384.000,0.025687
186,385.000,0.025733
187,386.000,0.025825
188,387.000,0.025967
189,388.000,0.026158
190,389.000,0.026402
191,390.000,0.026697
192,391.000,0.027046
193,392.000,0.027449
194,393.000,0.027905
195,394.000,0.028417
196,395.000,0.028983
197,396.000,0.029604
198,397.000,0.030281
199,398.000,0.031014
200,399.000,0.031804
201,400.000,0.032652
202,401.000,0.033559
203,402.000,0.034528
204,403.000,0.035560
205,404.000,0.036657
206,405.000,0.037824
207,406.000,0.039064
208,407.000,0.040380
209,408.000,0.041778
210,409.000,0.043262
211,410.000,0.044840
