Record_ID,Wavelength_nm,Absorbance
1,200.000,0.083189
2,201.000,0.082359
3,202.000,0.081573
4,203.000,0.080834
5,204.000,0.080143
6,205.000,0.079502
7,206.000,0.078912
8,207.000,0.078375
9,208.000,0.077891
10,209.000,0.077461
11,210.000,0.077086
12,211.000,0.076766
13,212.000,0.076500
14,213.000,0.076290
15,214.000,0.076135
16,215.000,0.076035
17,216.000,0.075992
18,217.000,0.076004
19,218.000,0.076074
20,219.000,0.076201
21,220.000,0.076388
22,221.000,0.076635
23,222.000,0.076944
24,223.000,0.077319
25,224.000,0.077761
26,225.000,0.078274
27,226.000,0.078861
28,227.000,0.079526
29,228.000,0.080274
30,229.000,0.081110
31,230.000,0.082038
32,231.000,0.083064
33,232.000,0.084194
34,233.000,0.085434
35,234.000,0.086789
36,235.000,0.088266
37,236.000,0.089870
38,237.000,0.091609
39,238.000,0.093487
40,239.000,0.095510
41,240.000,0.097685
42,241.000,0.100016
43,242.000,0.102507
44,243.000,0.105163
45,244.000,0.107988
46,245.000,0.110984
47,246.000,0.114155
48,247.000,0.117501
49,248.000,0.121025
50,249.000,0.124725
51,250.000,0.128603
52,251.000,0.132656
53,252.000,0.136883
54,253.000,0.141282
55,254.000,0.145849
56,255.000,0.150579
57,256.000,0.155469
58,257.000,0.160513
59,258.000,0.165706
60,259.000,0.171040
61,260.000,0.176510
62,261.000,0.182108
63,262.000,0.187825
64,263.000,0.193655
65,264.000,0.199589
66,265.000,0.205619
67,266.000,0.211735
68,267.000,0.217930
69,268.000,0.224194
70,269.000,0.230518
71,270.000,0.236893
72,271.000,0.243311
73,272.000,0.249761
74,273.000,0.256236
75,274.000,0.262726
76,275.000,0.269221
77,276.000,0.275713
78,277.000,0.282193
79,278.000,0.288651
80,279.000,0.295079
81,280.000,0.301466
82,281.000,0.307804
83,282.000,0.314083
84,283.000,0.320293
85,284.000,0.326424
86,285.000,0.332466
87,286.000,0.338410
88,287.000,0.344244
89,288.000,0.349957
90,289.000,0.355540
91,290.000,0.360980
92,291.000,0.366266
93,292.000,0.371387
94,293.000,0.376332
95,294.000,0.381087
96,295.000,0.385643
97,296.000,0.389986
98,297.000,0.394105
99,298.000,0.397989
100,299.000,0.401626
101,300.000,0.405004
102,301.000,0.408114
103,302.000,0.410944
104,303.000,0.413486
105,304.000,0.415729
106,305.000,0.417665
107,306.000,0.419287
108,307.000,0.420587
109,308.000,0.421559
110,309.000,0.422199
111,310.000,0.422503
112,311.000,0.422467
113,312.000,0.422090
114,313.000,0.421372
115,314.000,0.420313
116,315.000,0.418915
117,316.000,0.417180
118,317.000,0.415114
119,318.000,0.412722
120,319.000,0.410009
121,320.000,0.406985
122,321.000,0.403657
123,322.000,0.400035
124,323.000,0.396129
125,324.000,0.391951
126,325.000,0.387514
127,326.000,0.382829
128,327.000,0.377909
129,328.000,0.372769
130,329.000,0.367423
131,330.000,0.361884
132,331.000,0.356168
133,332.000,0.350287
134,333.000,0.344258
135,334.000,0.338093
136,335.000,0.331807
137,336.000,0.325415
138,337.000,0.318928
139,338.000,0.312360
140,339.000,0.305724
141,340.000,0.299032
142,341.000,0.292295
143,342.000,0.285524
144,343.000,0.278730
145,344.000,0.271923
146,345.000,0.265112
147,346.000,0.258305
148,347.000,0.251512
149,348.000,0.244740
150,349.000,0.237997
151,350.000,0.231289
152,351.000,0.224624
153,352.000,0.218008
154,353.000,0.211447
155,354.000,0.204947
156,355.000,0.198514
157,356.000,0.192152
158,357.000,0.185869
159,358.000,0.179668
160,359.000,0.173556
161,360.000,0.167537
162,361.000,0.161616
163,362.000,0.155799
164,363.000,0.150090
165,364.000,0.144495
166,365.000,0.139018
167,366.000,0.133665
168,367.000,0.128439
169,368.000,0.123346
170,369.000,0.118389
171,370.000,0.113574
172,371.000,0.108903
173,372.000,0.104380
174,373.000,0.100009
175,374.000,0.095792
176,375.000,0.091731
177,376.000,0.087829
178,377.000,0.084086
179,378.000,0.080504
180,379.000,0.077083
181,380.000,0.073823
182,381.000,0.070722
183,382.000,0.067779
184,383.000,0.064992
185,384.000,0.062358
186,385.000,0.059875
187,386.000,0.057537
188,387.000,0.055342
189,388.000,0.053283
190,389.000,0.051356
191,390.000,0.049556
192,391.000,0.047876
193,392.000,0.046311
194,393.000,0.044853
195,394.000,0.043497
196,395.000,0.042236
197,396.000,0.041063
198,397.000,0.039973
199,398.000,0.038959
200,399.000,0.038014
201,400.000,0.037134
202,401.000,0.036312
203,402.000,0.035544
204,403.000,0.034825
205,404.000,0.034151
206,405.000,0.033517
207,406.000,0.032920
208,407.000,0.032358
209,408.000,0.031828
210,409.000,0.031328
211,410.000,0.030857
212,411.000,0.030413
213,412.000,0.029995
214,413.000,0.029603
215,414.000,0.029237
216,415.000,0.028897
217,416.000,0.028583
218,417.000,0.028296
219,418.000,0.028035
220,419.000,0.027802
221,420.000,0.027597
222,421.000,0.027420
223,422.000,0.027271
224,423.000,0.027151
225,424.000,0.027059
226,425.000,0.026995
227,426.000,0.026957
228,427.000,0.026946
229,428.000,0.026960
230,429.000,0.026997
231,430.000,0.027056
232,431.000,0.027134
233,432.000,0.027228
234,433.000,0.027337
235,434.000,0.027456
236,435.000,0.027584
237,436.000,0.027718
238,437.000,0.027853
239,438.000,0.027986
240,439.000,0.028116
241,440.000,0.028237
242,441.000,0.028349
243,442.000,0.028447
244,443.000,0.028531
245,444.000,0.028596
246,445.000,0.028643
247,446.000,0.028669
248,447.000,0.028673
249,448.000,0.028656
250,449.000,0.028618
