Record_ID,Wavelength_nm,Absorbance
1,200.000,0.084677
2,201.000,0.085996
3,202.000,0.087662
4,203.000,0.089716
5,204.000,0.092202
6,205.000,0.095165
7,206.000,0.098653
8,207.000,0.102714
9,208.000,0.107402
10,209.000,0.112767
11,210.000,0.118865
12,211.000,0.125749
13,212.000,0.133473
14,213.000,0.142091
15,214.000,0.151653
16,215.000,0.162209
17,216.000,0.173805
18,217.000,0.186482
19,218.000,0.200275
20,219.000,0.215214
21,220.000,0.231322
22,221.000,0.248612
23,222.000,0.267087
24,223.000,0.286741
25,224.000,0.307555
26,225.000,0.329497
27,226.000,0.352524
28,227.000,0.376576
29,228.000,0.401581
30,229.000,0.427450
31,230.000,0.454083
32,231.000,0.481361
33,232.000,0.509155
34,233.000,0.537318
35,234.000,0.565695
36,235.000,0.594117
37,236.000,0.622405
38,237.000,0.650374
39,238.000,0.677831
40,239.000,0.704578
41,240.000,0.730417
42,241.000,0.755151
43,242.000,0.778583
44,243.000,0.800525
45,244.000,0.820795
46,245.000,0.839223
47,246.000,0.855653
48,247.000,0.869941
49,248.000,0.881964
50,249.000,0.891617
51,250.000,0.898817
52,251.000,0.903504
53,252.000,0.905638
54,253.000,0.905206
55,254.000,0.902220
56,255.000,0.896714
57,256.000,0.888747
58,257.000,0.878401
59,258.000,0.865778
60,259.000,0.851004
61,260.000,0.834219
62,261.000,0.815583
63,262.000,0.795268
64,263.000,0.773461
65,264.000,0.750354
66,265.000,0.726150
67,266.000,0.701054
68,267.000,0.675274
69,268.000,0.649015
70,269.000,0.622483
71,270.000,0.595875
72,271.000,0.569383
73,272.000,0.543189
74,273.000,0.517464
75,274.000,0.492368
76,275.000,0.468048
77,276.000,0.444636
78,277.000,0.422251
79,278.000,0.400996
80,279.000,0.380961
81,280.000,0.362219
82,281.000,0.344832
83,282.000,0.328844
84,283.000,0.314289
85,284.000,0.301188
86,285.000,0.289550
87,286.000,0.279373
88,287.000,0.270647
89,288.000,0.263352
90,289.000,0.257461
91,290.000,0.252940
92,291.000,0.249751
93,292.000,0.247851
94,293.000,0.247191
95,294.000,0.247722
96,295.000,0.249392
97,296.000,0.252146
98,297.000,0.255931
99,298.000,0.260689
100,299.000,0.266368
101,300.000,0.272911
102,301.000,0.280264
103,302.000,0.288375
104,303.000,0.297190
105,304.000,0.306659
106,305.000,0.316730
107,306.000,0.327357
108,307.000,0.338489
109,308.000,0.350082
110,309.000,0.362090
111,310.000,0.374468
112,311.000,0.387172
113,312.000,0.400161
114,313.000,0.413393
115,314.000,0.426826
116,315.000,0.440422
117,316.000,0.454140
118,317.000,0.467941
119,318.000,0.481787
120,319.000,0.495640
121,320.000,0.509463
122,321.000,0.523220
123,322.000,0.536873
124,323.000,0.550387
125,324.000,0.563727
126,325.000,0.576857
127,326.000,0.589744
128,327.000,0.602354
129,328.000,0.614654
130,329.000,0.626611
131,330.000,0.638194
132,331.000,0.649372
133,332.000,0.660116
134,333.000,0.670396
135,334.000,0.680184
136,335.000,0.689453
137,336.000,0.698178
138,337.000,0.706333
139,338.000,0.713896
140,339.000,0.720845
141,340.000,0.727159
142,341.000,0.732819
143,342.000,0.737807
144,343.000,0.742109
145,344.000,0.745709
146,345.000,0.748596
147,346.000,0.750759
148,347.000,0.752191
149,348.000,0.752884
150,349.000,0.752833
151,350.000,0.752038
152,351.000,0.750498
153,352.000,0.748214
154,353.000,0.745191
155,354.000,0.741435
156,355.000,0.736956
157,356.000,0.731763
158,357.000,0.725871
159,358.000,0.719293
160,359.000,0.712048
161,360.000,0.704155
162,361.000,0.695635
163,362.000,0.686511
164,363.000,0.676809
165,364.000,0.666556
166,365.000,0.655780
167,366.000,0.644512
168,367.000,0.632781
169,368.000,0.620622
170,369.000,0.608067
171,370.000,0.595152
172,371.000,0.581911
173,372.000,0.568380
174,373.000,0.554595
175,374.000,0.540592
176,375.000,0.526408
177,376.000,0.512078
178,377.000,0.497639
179,378.000,0.483125
180,379.000,0.468571
