Distance_mm,Force_N
0.000,0.00000
0.500,0.12061
1.000,0.22095
1.500,0.33655
2.000,0.46629
2.500,0.60372
3.000,0.74025
3.500,0.86898
4.000,0.98791
4.500,1.10089
5.000,1.21616
5.500,1.34284
6.000,1.48707
6.500,1.64920
7.000,1.82327
7.500,1.99913
8.000,2.07422
8.500,2.09395
9.000,2.09655
9.500,2.08690
10.000,2.07356
10.500,2.06494
11.000,2.06565
11.500,2.07456
12.000,2.08527
12.500,2.08898
13.000,2.07831
13.500,2.05079
14.000,2.01023
14.500,1.96560
15.000,1.92781
15.500,1.90560
16.000,1.90238
16.500,1.91511
17.000,1.93586
17.500,1.95522
18.000,1.96626
18.500,1.96734
19.000,1.96258
19.500,1.95994
20.000,1.96751
20.500,1.98980
21.000,2.02539
21.500,2.06705
22.000,2.10432
22.500,2.12741
23.000,2.13092
23.500,2.11584
24.000,2.08900
24.500,2.06019
25.000,2.03819
25.500,2.02733
26.000,2.02600
26.500,2.02761
27.000,2.02384
27.500,2.00844
28.000,1.98035
28.500,1.94454
29.000,1.91036
29.500,1.88800
30.000,1.88451
30.500,1.90097
31.000,1.93213
31.500,1.96844
32.000,1.99984
32.500,2.01960
33.000,2.02674
33.500,2.02603
34.000,2.02554
34.500,2.03283
35.000,2.05143
35.500,2.07891
36.000,2.10768
36.500,2.12779
37.000,2.13105
37.500,2.11430
38.000,2.08093
38.500,2.03960
39.000,2.00101
39.500,1.97384
40.000,1.96158
40.500,1.96156
41.000,1.96650
41.500,1.96797
42.000,1.96023
42.500,1.94295
43.000,1.92152
43.500,1.90494
44.000,1.90209
44.500,1.91793
45.000,1.95121
45.500,1.99470
46.000,2.03778
46.500,2.07039
47.000,2.08675
47.500,2.08728
48.000,2.07802
48.500,2.06774
49.000,2.06403
49.500,2.06994
50.000,2.08266
50.500,2.09469
51.000,2.09706
51.500,2.08330
52.000,2.05245
52.500,2.00982
53.000,1.96526
53.500,1.92954
54.000,1.91034
54.500,1.90951
55.000,1.92262
55.500,1.94115
56.000,1.95613
56.500,1.96196
57.000,1.95870
57.500,1.95189
58.000,1.94999
58.500,1.96059
59.000,1.98680
59.500,2.02560
60.000,2.06854
60.500,2.10485
61.000,2.12547
61.500,2.12642
62.000,2.11020
62.500,2.08458
63.000,2.05933
63.500,2.04220
64.000,2.03590
64.500,2.03723
65.000,2.03872
65.500,2.03219
66.000,2.01253
66.500,1.98030
67.000,1.94196
67.500,1.90756
68.000,1.88698
68.500,1.88607
69.000,1.90438
69.500,1.93541
70.000,1.96923
70.500,1.99642
71.000,2.01169
71.500,2.01575
72.000,2.01452
72.500,2.01634
73.000,2.02796
73.500,2.05134
74.000,2.08246
74.500,2.11259
75.000,2.13172
75.500,2.13251
76.000,2.11333
76.500,2.07897
77.000,2.03890
77.500,2.00358
78.000,1.98051
78.500,1.97157
79.000,1.97266
79.500,1.97589
80.000,1.97326
80.500,1.96039
81.000,1.93865
81.500,1.91480
82.000,1.86542
82.500,1.80984
83.000,1.77365
83.500,1.75405
84.000,1.74269
84.500,1.72874
85.000,1.70297
85.500,1.66109
86.000,1.60506
86.500,1.54189
87.000,1.48028
87.500,1.42676
88.000,1.38276
88.500,1.34386
89.000,1.30165
89.500,1.24732
90.000,1.17548
90.500,1.08674
91.000,0.98779
91.500,0.88912
92.000,0.80109
92.500,0.73010
93.000,0.67643
93.500,0.63442
94.000,0.59518
94.500,0.55047
95.000,0.49618
95.500,0.43406
96.000,0.37087
96.500,0.31533
97.000,0.27425
97.500,0.24927
98.000,0.23577
98.500,0.22433
99.000,0.20416
99.500,0.16712
100.000,0.00000
