Distance_mm,Force_N
0.000,0.00000
0.500,0.18770
1.000,0.28942
1.500,0.39973
2.000,0.52040
2.500,0.64780
3.000,0.77478
3.500,0.89396
4.000,1.00120
4.500,1.09769
5.000,1.18985
5.500,1.28700
6.000,1.39772
6.500,1.52657
7.000,1.67223
7.500,1.77767
8.000,1.80845
8.500,1.83192
9.000,1.84402
9.500,1.84621
10.000,1.84451
10.500,1.84664
11.000,1.85841
11.500,1.88093
12.000,1.90984
12.500,1.93681
13.000,1.95279
13.500,1.95166
14.000,1.93268
14.500,1.90094
15.000,1.86533
15.500,1.83516
16.000,1.81658
16.500,1.81042
17.000,1.81219
17.500,1.81438
18.000,1.80993
18.500,1.79548
19.000,1.77311
19.500,1.74963
20.000,1.73395
20.500,1.73342
21.000,1.75074
21.500,1.78269
22.000,1.82127
22.500,1.85669
23.000,1.88108
23.500,1.89138
24.000,1.89019
24.500,1.88431
25.000,1.88158
25.500,1.88732
26.000,1.90192
26.500,1.92045
27.000,1.93474
27.500,1.93670
28.000,1.92185
28.500,1.89134
29.000,1.85179
29.500,1.81287
30.000,1.78367
30.500,1.76936
31.000,1.76940
31.500,1.77816
32.000,1.78756
32.500,1.79066
33.000,1.78471
33.500,1.77235
34.000,1.76054
34.500,1.75757
35.000,1.76940
35.500,1.79697
36.000,1.83547
36.500,1.87594
37.000,1.90860
37.500,1.92653
38.000,1.92809
38.500,1.91737
39.000,1.90214
39.500,1.89050
40.000,1.88743
40.500,1.89266
41.000,1.90095
41.500,1.90437
42.000,1.89586
42.500,1.87248
43.000,1.83694
43.500,1.79692
44.000,1.76218
44.500,1.74086
45.000,1.73626
45.500,1.74554
46.000,1.76069
46.500,1.77170
47.000,1.77043
47.500,1.75402
48.000,1.72637
48.500,1.69707
49.000,1.67808
49.500,1.67910
50.000,1.70365
50.500,1.74730
51.000,1.79919
51.500,1.84612
52.000,1.87761
52.500,1.88957
53.000,1.88514
53.500,1.87243
54.000,1.86039
54.500,1.85481
55.000,1.85607
55.500,1.85947
56.000,1.85796
56.500,1.84569
57.000,1.82112
57.500,1.78823
58.000,1.75525
58.500,1.73166
59.000,1.72448
59.500,1.73554
60.000,1.76078
60.500,1.79193
61.000,1.81976
61.500,1.83775
62.000,1.84446
62.500,1.84381
63.000,1.84310
63.500,1.84954
64.000,1.86691
64.500,1.89365
65.000,1.92313
65.500,1.94622
66.000,1.95482
66.500,1.94518
67.000,1.91946
67.500,1.88490
68.000,1.85107
68.500,1.82614
69.000,1.81383
69.500,1.81225
70.000,1.81509
70.500,1.81458
71.000,1.80514
71.500,1.78595
72.000,1.76162
72.500,1.74041
73.000,1.73097
73.500,1.73871
74.000,1.76352
74.500,1.79963
75.000,1.83774
75.500,1.86853
76.000,1.88620
76.500,1.89045
77.000,1.88621
77.500,1.88121
78.000,1.88249
78.500,1.89315
79.000,1.91090
79.500,1.92887
80.000,1.93843
80.500,1.93284
81.000,1.91018
81.500,1.87440
82.000,1.83396
82.500,1.78829
83.000,1.71357
83.500,1.65412
84.000,1.60675
84.500,1.56426
85.000,1.51867
85.500,1.46478
86.000,1.40245
86.500,1.33670
87.000,1.27559
87.500,1.22673
88.000,1.19393
88.500,1.17530
89.000,1.16373
89.500,1.14938
90.000,1.12343
90.500,1.08129
91.000,1.02418
91.500,0.95828
92.000,0.89199
92.500,0.83225
93.000,0.78163
93.500,0.73727
94.000,0.69224
94.500,0.63853
95.000,0.57074
95.500,0.48858
96.000,0.39741
96.500,0.30641
97.000,0.22514
97.500,0.16001
98.000,0.11187
98.500,0.07596
99.000,0.04404
99.500,0.00788
100.000,0.00000
