Record_ID,RetentionTime_min,RI_mV
1,0.000,0.788000
2,0.020,0.792354
3,0.040,0.795512
4,0.060,0.797527
5,0.080,0.798523
6,0.100,0.798681
7,0.120,0.798223
8,0.140,0.797398
9,0.160,0.796460
10,0.180,0.795652
11,0.200,0.795185
12,0.220,0.795224
13,0.240,0.795877
14,0.260,0.797182
15,0.280,0.799109
16,0.300,0.801558
17,0.320,0.804366
18,0.340,0.807319
19,0.360,0.810162
20,0.380,0.812623
21,0.400,0.814428
22,0.420,0.815320
23,0.440,0.815077
24,0.460,0.813532
25,0.480,0.810584
26,0.500,0.806206
27,0.520,0.800450
28,0.540,0.793448
29,0.560,0.785404
30,0.580,0.776587
31,0.600,0.767312
32,0.620,0.757927
33,0.640,0.748790
34,0.660,0.740252
35,0.680,0.732633
36,0.700,0.726208
37,0.720,0.721188
38,0.740,0.717713
39,0.760,0.715840
40,0.780,0.715548
41,0.800,0.716732
42,0.820,0.719222
43,0.840,0.722786
44,0.860,0.727153
45,0.880,0.732025
46,0.900,0.737103
47,0.920,0.742101
48,0.940,0.746768
49,0.960,0.750900
50,0.980,0.754357
51,1.000,0.757064
52,1.020,0.759022
53,1.040,0.760298
54,1.060,0.761026
55,1.080,0.761387
56,1.100,0.761604
57,1.120,0.761916
58,1.140,0.762565
59,1.160,0.763776
60,1.180,0.765736
61,1.200,0.768583
62,1.220,0.772390
63,1.240,0.777160
64,1.260,0.782823
65,1.280,0.789234
66,1.300,0.796184
67,1.320,0.803409
68,1.340,0.810606
69,1.360,0.817450
70,1.380,0.823615
71,1.400,0.828790
72,1.420,0.832706
73,1.440,0.835143
74,1.460,0.835952
75,1.480,0.835060
76,1.500,0.832480
77,1.520,0.828303
78,1.540,0.822701
79,1.560,0.815911
80,1.580,0.808226
81,1.600,0.799975
82,1.620,0.791502
83,1.640,0.783150
84,1.660,0.775239
85,1.680,0.768047
86,1.700,0.761796
87,1.720,0.756642
88,1.740,0.752664
89,1.760,0.749865
90,1.780,0.748173
91,1.800,0.747453
92,1.820,0.747513
93,1.840,0.748122
94,1.860,0.749032
95,1.880,0.749988
96,1.900,0.750755
97,1.920,0.751133
98,1.940,0.750970
99,1.960,0.750175
100,1.980,0.748727
101,2.000,0.746673
102,2.020,0.744131
103,2.040,0.741279
104,2.060,0.738342
105,2.080,0.735581
106,2.100,0.733273
107,2.120,0.731691
108,2.140,0.731087
109,2.160,0.731671
110,2.180,0.733599
111,2.200,0.736955
112,2.220,0.741749
113,2.240,0.747912
114,2.260,0.755294
115,2.280,0.763674
116,2.300,0.772774
117,2.320,0.782268
118,2.340,0.791804
119,2.360,0.801023
120,2.380,0.809580
121,2.400,0.817163
122,2.420,0.823509
123,2.440,0.828423
124,2.460,0.831783
125,2.480,0.833548
126,2.500,0.833759
127,2.520,0.832536
128,2.540,0.830066
129,2.560,0.826592
130,2.580,0.822397
131,2.600,0.817786
132,2.620,0.813068
133,2.640,0.808539
134,2.660,0.804467
135,2.680,0.801082
136,2.700,0.798570
137,2.720,0.797072
138,2.740,0.796695
139,2.760,0.797521
140,2.780,0.799628
141,2.800,0.803117
142,2.820,0.808138
143,2.840,0.814916
144,2.860,0.823781
145,2.880,0.835187
146,2.900,0.849715
147,2.920,0.868075
148,2.940,0.891078
149,2.960,0.919598
150,2.980,0.954502
151,3.000,0.996574
152,3.020,1.046417
153,3.040,1.104351
154,3.060,1.170314
155,3.080,1.243772
156,3.100,1.323660
157,3.120,1.408360
158,3.140,1.495715
159,3.160,1.583103
160,3.180,1.667554
161,3.200,1.745916
162,3.220,1.815040
163,3.240,1.871998
164,3.260,1.914283
165,3.280,1.939992
166,3.300,1.947965
167,3.320,1.937869
168,3.340,1.910216
169,3.360,1.866323
170,3.380,1.808197
171,3.400,1.738392
172,3.420,1.659819
173,3.440,1.575549
174,3.460,1.488624
175,3.480,1.401884
176,3.500,1.317834
177,3.520,1.238547
178,3.540,1.165615
179,3.560,1.100135
180,3.580,1.042732
181,3.600,0.993612
182,3.620,0.952623
183,3.640,0.919331
184,3.660,0.893095
185,3.680,0.873130
186,3.700,0.858571
187,3.720,0.848519
188,3.740,0.842082
189,3.760,0.838397
190,3.780,0.836659
191,3.800,0.836131
192,3.820,0.836156
193,3.840,0.836169
194,3.860,0.835701
195,3.880,0.834384
196,3.900,0.831955
197,3.920,0.828257
198,3.940,0.823239
199,3.960,0.816945
200,3.980,0.809515
201,4.000,0.801165
202,4.020,0.792174
203,4.040,0.782868
204,4.060,0.773598
205,4.080,0.764718
206,4.100,0.756568
