Record_ID,RetentionTime_min,RI_mV
1,0.000,0.863000
2,0.020,0.867534
3,0.040,0.870848
4,0.060,0.872995
5,0.080,0.874094
6,0.100,0.874327
7,0.120,0.873918
8,0.140,0.873116
9,0.160,0.872178
10,0.180,0.871349
11,0.200,0.870839
12,0.220,0.870812
13,0.240,0.871374
14,0.260,0.872558
15,0.280,0.874329
16,0.300,0.876582
17,0.320,0.879146
18,0.340,0.881803
19,0.360,0.884295
20,0.380,0.886348
21,0.400,0.887690
22,0.420,0.888068
23,0.440,0.887271
24,0.460,0.885146
25,0.480,0.881607
26,0.500,0.876648
27,0.520,0.870343
28,0.540,0.862849
29,0.560,0.854393
30,0.580,0.845267
31,0.600,0.835807
32,0.620,0.826375
33,0.640,0.817341
34,0.660,0.809062
35,0.680,0.801857
36,0.700,0.795992
37,0.720,0.791667
38,0.740,0.789001
39,0.760,0.788031
40,0.780,0.788704
41,0.800,0.790893
42,0.820,0.794396
43,0.840,0.798956
44,0.860,0.804278
45,0.880,0.810045
46,0.900,0.815944
47,0.920,0.821681
48,0.940,0.827003
49,0.960,0.831709
50,0.980,0.835666
51,1.000,0.838813
52,1.020,0.841163
53,1.040,0.842798
54,1.060,0.843864
55,1.080,0.844553
56,1.100,0.845093
57,1.120,0.845724
58,1.140,0.846681
59,1.160,0.848176
60,1.180,0.850377
61,1.200,0.853397
62,1.220,0.857282
63,1.240,0.862004
64,1.260,0.867460
65,1.280,0.873477
66,1.300,0.879823
67,1.320,0.886214
68,1.340,0.892339
69,1.360,0.897873
70,1.380,0.902501
71,1.400,0.905937
72,1.420,0.907943
73,1.440,0.908345
74,1.460,0.907046
75,1.480,0.904031
76,1.500,0.899371
77,1.520,0.893221
78,1.540,0.885811
79,1.560,0.877431
80,1.580,0.868417
81,1.600,0.859133
82,1.620,0.849944
83,1.640,0.841201
84,1.660,0.833221
85,1.680,0.826264
86,1.700,0.820524
87,1.720,0.816121
88,1.740,0.813091
89,1.760,0.811390
90,1.780,0.810903
91,1.800,0.811450
92,1.820,0.812801
93,1.840,0.814699
94,1.860,0.816872
95,1.880,0.819059
96,1.900,0.821027
97,1.920,0.822586
98,1.940,0.823603
99,1.960,0.824013
100,1.980,0.823823
101,2.000,0.823110
102,2.020,0.822014
103,2.040,0.820732
104,2.060,0.819498
105,2.080,0.818571
106,2.100,0.818211
107,2.120,0.818661
108,2.140,0.820130
109,2.160,0.822773
110,2.180,0.826679
111,2.200,0.831863
112,2.220,0.838260
113,2.240,0.845725
114,2.260,0.854041
115,2.280,0.862929
116,2.300,0.872064
117,2.320,0.881090
118,2.340,0.889646
119,2.360,0.897381
120,2.380,0.903979
121,2.400,0.909175
122,2.420,0.912772
123,2.440,0.914652
124,2.460,0.914779
125,2.480,0.913207
126,2.500,0.910069
127,2.520,0.905574
128,2.540,0.899988
129,2.560,0.893621
130,2.580,0.886805
131,2.600,0.879876
132,2.620,0.873156
133,2.640,0.866929
134,2.660,0.861433
135,2.680,0.856850
136,2.700,0.853298
137,2.720,0.850836
138,2.740,0.849473
139,2.760,0.849182
140,2.780,0.849924
141,2.800,0.851672
142,2.820,0.854446
143,2.840,0.858338
