Record_ID,RetentionTime_min,RI_mV
1,0.000,0.888000
2,0.020,0.892594
3,0.040,0.895960
4,0.060,0.898150
5,0.080,0.899283
6,0.100,0.899540
7,0.120,0.899145
8,0.140,0.898349
9,0.160,0.897409
10,0.180,0.896570
11,0.200,0.896042
12,0.220,0.895990
13,0.240,0.896516
14,0.260,0.897656
15,0.280,0.899370
16,0.300,0.901552
17,0.320,0.904031
18,0.340,0.906584
19,0.360,0.908955
20,0.380,0.910869
21,0.400,0.912053
22,0.420,0.912259
23,0.440,0.911279
24,0.460,0.908963
25,0.480,0.905231
26,0.500,0.900086
27,0.520,0.893608
28,0.540,0.885963
29,0.560,0.877386
30,0.580,0.868176
31,0.600,0.858675
32,0.620,0.849252
33,0.640,0.840279
34,0.660,0.832113
35,0.680,0.825074
36,0.700,0.819424
37,0.720,0.815359
38,0.740,0.812989
39,0.760,0.812343
40,0.780,0.813361
41,0.800,0.815903
42,0.820,0.819758
43,0.840,0.824661
44,0.860,0.830306
45,0.880,0.836373
46,0.900,0.842542
47,0.920,0.848518
48,0.940,0.854044
49,0.960,0.858925
50,0.980,0.863027
51,1.000,0.866295
52,1.020,0.868746
53,1.040,0.870466
54,1.060,0.871607
55,1.080,0.872364
56,1.100,0.872965
57,1.120,0.873652
58,1.140,0.874657
59,1.160,0.876187
60,1.180,0.878405
61,1.200,0.881416
62,1.220,0.885257
63,1.240,0.889889
64,1.260,0.895202
65,1.280,0.901014
66,1.300,0.907084
67,1.320,0.913126
68,1.340,0.918828
69,1.360,0.923866
70,1.380,0.927931
71,1.400,0.930748
72,1.420,0.932092
73,1.440,0.931805
74,1.460,0.929807
75,1.480,0.926106
76,1.500,0.920794
77,1.520,0.914045
78,1.540,0.906109
79,1.560,0.897291
80,1.580,0.887943
81,1.600,0.878436
82,1.620,0.869141
83,1.640,0.860410
84,1.660,0.852553
85,1.680,0.845825
86,1.700,0.840407
87,1.720,0.836402
88,1.740,0.833832
89,1.760,0.832636
90,1.780,0.832681
91,1.800,0.833770
92,1.820,0.835662
93,1.840,0.838089
94,1.860,0.840772
95,1.880,0.843447
96,1.900,0.845881
97,1.920,0.847887
98,1.940,0.849340
99,1.960,0.850181
100,1.980,0.850428
101,2.000,0.850163
102,2.020,0.849536
103,2.040,0.848746
104,2.060,0.848031
105,2.080,0.847644
106,2.100,0.847840
107,2.120,0.848850
108,2.140,0.850867
109,2.160,0.854027
110,2.180,0.858399
111,2.200,0.863974
112,2.220,0.870663
113,2.240,0.878300
114,2.260,0.886649
115,2.280,0.895416
116,2.300,0.904266
117,2.320,0.912840
118,2.340,0.920778
119,2.360,0.927741
120,2.380,0.933428
121,2.400,0.937596
122,2.420,0.940075
123,2.440,0.940777
124,2.460,0.939702
125,2.480,0.936934
126,2.500,0.932642
127,2.520,0.927063
128,2.540,0.920488
129,2.560,0.913248
130,2.580,0.905691
131,2.600,0.898159
132,2.620,0.890972
133,2.640,0.884412
134,2.660,0.878702
135,2.680,0.874004
136,2.700,0.870414
137,2.720,0.867964
138,2.740,0.866631
139,2.760,0.866357
140,2.780,0.867066
141,2.800,0.868696
142,2.820,0.871226
143,2.840,0.874711
144,2.860,0.879312
145,2.880,0.885324
146,2.900,0.893199
147,2.920,0.903553
148,2.940,0.917170
149,2.960,0.934973
150,2.980,0.957993
151,3.000,0.987306
152,3.020,1.023955
153,3.040,1.068852
154,3.060,1.122673
155,3.080,1.185747
156,3.100,1.257950
157,3.120,1.338621
158,3.140,1.426503
159,3.160,1.519728
160,3.180,1.615851
161,3.200,1.711934
162,3.220,1.804680
163,3.240,1.890618
164,3.260,1.966310
165,3.280,2.028580
166,3.300,2.074731
167,3.320,2.102736
168,3.340,2.111386
169,3.360,2.100376
170,3.380,2.070319
171,3.400,2.022697
172,3.420,1.959742
173,3.440,1.884268
174,3.460,1.799471
175,3.480,1.708715
176,3.500,1.615321
177,3.520,1.522378
178,3.540,1.432599
179,3.560,1.348207
180,3.580,1.270881
181,3.600,1.201740
182,3.620,1.141367
183,3.640,1.089867
184,3.660,1.046939
185,3.680,1.011965
186,3.700,0.984102
187,3.720,0.962361
188,3.740,0.945689
189,3.760,0.933034
190,3.780,0.923392
191,3.800,0.915851
192,3.820,0.909621
193,3.840,0.904045
194,3.860,0.898615
195,3.880,0.892969
196,3.900,0.886893
197,3.920,0.880302
198,3.940,0.873234
199,3.960,0.865828
200,3.980,0.858307
201,4.000,0.850948
202,4.020,0.844064
203,4.040,0.837977
204,4.060,0.832993
205,4.080,0.829381
206,4.100,0.827352
207,4.120,0.827049
208,4.140,0.828530
209,4.160,0.831768
210,4.180,0.836650
211,4.200,0.842983
212,4.220,0.850505
213,4.240,0.858900
214,4.260,0.867819
215,4.280,0.876898
216,4.300,0.885780
217,4.320,0.894137
218,4.340,0.901685
219,4.360,0.908204
220,4.380,0.913547
221,4.400,0.917644
222,4.420,0.920506
223,4.440,0.922220
224,4.460,0.922940
225,4.480,0.922869
226,4.500,0.922251
227,4.520,0.921342
228,4.540,0.920399
229,4.560,0.919653
230,4.580,0.919297
231,4.600,0.919468
232,4.620,0.920237
233,4.640,0.921607
234,4.660,0.923507
235,4.680,0.925799
236,4.700,0.928287
237,4.720,0.930734
238,4.740,0.932873
239,4.760,0.934430
240,4.780,0.935144
241,4.800,0.934787
