Record_ID,RetentionTime_min,RI_mV
1,0.000,0.913000
2,0.020,0.917653
3,0.040,0.921072
4,0.060,0.923305
5,0.080,0.924471
6,0.100,0.924751
7,0.120,0.924370
8,0.140,0.923579
9,0.160,0.922636
10,0.180,0.921785
11,0.200,0.921237
12,0.220,0.921158
13,0.240,0.921647
14,0.260,0.922740
15,0.280,0.924395
16,0.300,0.926504
17,0.320,0.928895
18,0.340,0.931343
19,0.360,0.933591
20,0.380,0.935363
21,0.400,0.936390
22,0.420,0.936423
23,0.440,0.935260
24,0.460,0.932754
25,0.480,0.928833
26,0.500,0.923505
27,0.520,0.916861
28,0.540,0.909072
29,0.560,0.900382
30,0.580,0.891098
31,0.600,0.881568
32,0.620,0.872165
33,0.640,0.863265
34,0.660,0.855227
35,0.680,0.848368
36,0.700,0.842948
37,0.720,0.839155
38,0.740,0.837095
39,0.760,0.836785
40,0.780,0.838157
41,0.800,0.841059
42,0.820,0.845273
43,0.840,0.850521
44,0.860,0.856492
45,0.880,0.862856
46,0.900,0.869292
47,0.920,0.875499
48,0.940,0.881222
49,0.960,0.886265
50,0.980,0.890499
51,1.000,0.893872
52,1.020,0.896406
53,1.040,0.898192
54,1.060,0.899386
55,1.080,0.900187
56,1.100,0.900825
57,1.120,0.901540
58,1.140,0.902564
59,1.160,0.904099
60,1.180,0.906303
61,1.200,0.909272
62,1.220,0.913034
63,1.240,0.917542
64,1.260,0.922676
65,1.280,0.928248
66,1.300,0.934009
67,1.320,0.939672
68,1.340,0.944923
69,1.360,0.949441
70,1.380,0.952927
71,1.400,0.955113
72,1.420,0.955790
73,1.440,0.954818
74,1.460,0.952135
75,1.480,0.947770
76,1.500,0.941836
77,1.520,0.934528
78,1.540,0.926113
79,1.560,0.916915
80,1.580,0.907295
81,1.600,0.897634
82,1.620,0.888306
83,1.640,0.879662
84,1.660,0.872008
85,1.680,0.865585
86,1.700,0.860564
87,1.720,0.857032
88,1.740,0.854992
89,1.760,0.854364
90,1.780,0.854998
91,1.800,0.856681
92,1.820,0.859160
93,1.840,0.862153
94,1.860,0.865376
95,1.880,0.868563
96,1.900,0.871478
97,1.920,0.873941
98,1.940,0.875831
99,1.960,0.877099
100,1.980,0.877768
101,2.000,0.877931
102,2.020,0.877743
103,2.040,0.877408
104,2.060,0.877163
105,2.080,0.877259
106,2.100,0.877941
107,2.120,0.879431
108,2.140,0.881906
109,2.160,0.885482
110,2.180,0.890206
111,2.200,0.896049
112,2.220,0.902899
113,2.240,0.910571
114,2.260,0.918813
115,2.280,0.927317
116,2.300,0.935741
117,2.320,0.943727
118,2.340,0.950920
119,2.360,0.956995
120,2.380,0.961668
121,2.400,0.964724
122,2.420,0.966020
123,2.440,0.965503
124,2.460,0.963205
125,2.480,0.959247
126,2.500,0.953828
127,2.520,0.947215
128,2.540,0.939726
129,2.560,0.931709
130,2.580,0.923523
131,2.600,0.915517
132,2.620,0.908009
133,2.640,0.901270
134,2.660,0.895509
135,2.680,0.890869
136,2.700,0.887420
137,2.720,0.885166
138,2.740,0.884055
139,2.760,0.883994
140,2.780,0.884876
141,2.800,0.886604
142,2.820,0.889120
143,2.840,0.892444
144,2.860,0.896697
145,2.880,0.902138
146,2.900,0.909178
147,2.920,0.918402
148,2.940,0.930561
149,2.960,0.946563
150,2.980,0.967434
151,3.000,0.994273
152,3.020,1.028169
153,3.040,1.070120
154,3.060,1.120922
155,3.080,1.181064
156,3.100,1.250614
157,3.120,1.329129
158,3.140,1.415584
159,3.160,1.508337
160,3.180,1.605142
161,3.200,1.703211
162,3.220,1.799335
163,3.240,1.890040
164,3.260,1.971795
165,3.280,2.041235
166,3.300,2.095385
167,3.320,2.131870
168,3.340,2.149089
169,3.360,2.146325
170,3.380,2.123799
171,3.400,2.082645
172,3.420,2.024821
173,3.440,1.952958
174,3.460,1.870172
175,3.480,1.779848
176,3.500,1.685416
177,3.520,1.590155
178,3.540,1.497014
179,3.560,1.408487
180,3.580,1.326527
181,3.600,1.252512
182,3.620,1.187252
183,3.640,1.131037
184,3.660,1.083707
185,3.680,1.044734
186,3.700,1.013323
187,3.720,0.988502
188,3.740,0.969204
189,3.760,0.954348
190,3.780,0.942891
191,3.800,0.933883
192,3.820,0.926498
193,3.840,0.920050
194,3.860,0.914012
195,3.880,0.908012
196,3.900,0.901831
197,3.920,0.895386
198,3.940,0.888719
199,3.960,0.881971
200,3.980,0.875362
201,4.000,0.869164
202,4.020,0.863674
203,4.040,0.859189
204,4.060,0.855982
205,4.080,0.854280
206,4.100,0.854246
207,4.120,0.855967
208,4.140,0.859443
209,4.160,0.864589
210,4.180,0.871236
211,4.200,0.879138
212,4.220,0.887992
213,4.240,0.897446
214,4.260,0.907128
215,4.280,0.916664
216,4.300,0.925697
217,4.320,0.933911
218,4.340,0.941047
219,4.360,0.946916
220,4.380,0.951409
