Record_ID,RetentionTime_min,RI_mV
1,0.000,0.763000
2,0.020,0.767294
3,0.040,0.770399
4,0.060,0.772371
5,0.080,0.773332
6,0.100,0.773463
7,0.120,0.772988
8,0.140,0.772153
9,0.160,0.771212
10,0.180,0.770408
11,0.200,0.769952
12,0.220,0.770009
13,0.240,0.770688
14,0.260,0.772029
15,0.280,0.774004
16,0.300,0.776513
17,0.320,0.779397
18,0.340,0.782443
19,0.360,0.785399
20,0.380,0.787993
21,0.400,0.789949
22,0.420,0.791010
23,0.440,0.790951
24,0.460,0.789602
25,0.480,0.786855
26,0.500,0.782677
27,0.520,0.777113
28,0.540,0.770287
29,0.560,0.762395
30,0.580,0.753699
31,0.600,0.744506
32,0.620,0.735160
33,0.640,0.726014
34,0.660,0.717417
35,0.680,0.709688
36,0.700,0.703104
37,0.720,0.697882
38,0.740,0.694164
39,0.760,0.692017
40,0.780,0.691425
41,0.800,0.692296
42,0.820,0.694465
43,0.840,0.697711
44,0.860,0.701769
45,0.880,0.706348
46,0.900,0.711153
47,0.920,0.715902
48,0.940,0.720343
49,0.960,0.724272
50,0.980,0.727545
51,1.000,0.730086
52,1.020,0.731888
53,1.040,0.733017
54,1.060,0.733598
55,1.080,0.733814
56,1.100,0.733881
57,1.120,0.734041
58,1.140,0.734537
59,1.160,0.735597
60,1.180,0.737416
61,1.200,0.740139
62,1.220,0.743850
63,1.240,0.748563
64,1.260,0.754217
65,1.280,0.760680
66,1.300,0.767752
67,1.320,0.775176
68,1.340,0.782655
69,1.360,0.789865
70,1.380,0.796477
71,1.400,0.802179
72,1.420,0.806687
73,1.440,0.809773
74,1.460,0.811270
75,1.480,0.811089
76,1.500,0.809220
77,1.520,0.805738
78,1.540,0.800793
79,1.560,0.794606
80,1.580,0.787452
81,1.600,0.779648
82,1.620,0.771529
83,1.640,0.763434
84,1.660,0.755681
85,1.680,0.748552
86,1.700,0.742275
87,1.720,0.737016
88,1.740,0.732867
89,1.760,0.729843
90,1.780,0.727887
91,1.800,0.726876
92,1.820,0.726630
93,1.840,0.726929
94,1.860,0.727527
95,1.880,0.728175
96,1.900,0.728637
97,1.920,0.728707
98,1.940,0.728228
99,1.960,0.727099
100,1.980,0.725288
101,2.000,0.722833
102,2.020,0.719840
103,2.040,0.716480
104,2.060,0.712974
105,2.080,0.709580
106,2.100,0.706578
107,2.120,0.704250
108,2.140,0.702860
