Record_ID,ParticleDiameter_um,VolumeFrequency_percent
1,0.100000,0.000000
2,0.105925,0.000000
3,0.112202,0.000000
4,0.118850,0.000000
5,0.125893,0.000000
6,0.133352,0.000000
7,0.141254,0.000000
8,0.149624,0.000000
9,0.158489,0.000000
10,0.167880,0.000000
11,0.177828,0.000000
12,0.188365,0.000000
13,0.199526,0.000000
14,0.211349,0.000000
15,0.223872,0.000000
16,0.237137,0.000000
17,0.251189,0.000000
18,0.266073,0.000000
19,0.281838,0.000000
20,0.298538,0.000000
21,0.316228,0.000000
22,0.334965,0.000000
23,0.354813,0.000000
24,0.375837,0.000000
25,0.398107,0.000000
26,0.421697,0.000000
27,0.446684,0.000000
28,0.473151,0.000000
29,0.501187,0.000000
30,0.530884,0.000000
31,0.562341,0.000000
32,0.595662,0.000000
33,0.630957,0.000001
34,0.668344,0.000002
35,0.707946,0.000006
36,0.749894,0.000015
37,0.794328,0.000036
38,0.841395,0.000087
39,0.891251,0.000202
40,0.944061,0.000451
41,1.000000,0.000969
42,1.059254,0.002009
43,1.122018,0.004013
44,1.188502,0.007723
45,1.258925,0.014326
46,1.333521,0.025609
47,1.412538,0.044116
48,1.496236,0.073239
49,1.584893,0.117174
50,1.678804,0.180663
51,1.778279,0.268444
52,1.883649,0.384404
53,1.995262,0.530491
54,2.113489,0.705553
55,2.238721,0.904385
56,2.371374,1.117286
57,2.511886,1.330413
58,2.660725,1.527063
59,2.818383,1.689799
60,2.985383,1.803082
61,3.162278,1.855898
62,3.349654,1.843781
63,3.548134,1.769761
64,3.758374,1.644009
65,3.981072,1.482277
66,4.216965,1.303493
67,4.466836,1.127096
68,4.731513,0.970640
69,5.011872,0.848108
70,5.308844,0.769099
71,5.623413,0.738854
72,5.956621,0.758863
73,6.309573,0.827779
74,6.683439,0.942327
75,7.079458,1.098020
76,7.498942,1.289599
77,7.943282,1.511210
78,8.413951,1.756392
79,8.912509,2.017991
80,9.440609,2.288094
81,10.000000,2.558062
82,10.592537,2.818694
83,11.220185,3.060541
84,11.885022,3.274322
85,12.589254,3.451434
86,13.335214,3.584467
87,14.125375,3.667696
88,14.962357,3.697465
89,15.848932,3.672453
90,16.788040,3.593766
91,17.782794,3.464851
92,18.836491,3.291247
93,19.952623,3.080189
94,21.134890,2.840113
95,22.387211,2.580090
96,23.713737,2.309273
97,25.118864,2.036370
98,26.607251,1.769210
99,28.183829,1.514409
100,29.853826,1.277168
101,31.622777,1.061193
102,33.496544,0.868723
103,35.481339,0.700664
104,37.583740,0.556774
105,39.810717,0.435903
106,42.169650,0.336234
107,44.668359,0.255525
108,47.315126,0.191323
109,50.118723,0.141138
110,53.088444,0.102579
111,56.234133,0.073454
112,59.566214,0.051822
113,63.095734,0.036021
114,66.834392,0.024668
115,70.794578,0.016644
116,74.989421,0.011064
117,79.432823,0.007246
118,84.139514,0.004676
119,89.125094,0.002973
120,94.406088,0.001862
121,100.000000,0.001149
122,105.925373,0.000699
123,112.201845,0.000419
124,118.850223,0.000247
125,125.892541,0.000144
126,133.352143,0.000082
127,141.253754,0.000046
128,149.623566,0.000026
129,158.489319,0.000014
130,167.880402,0.000008
131,177.827941,0.000004
132,188.364909,0.000002
133,199.526231,0.000001
134,211.348904,0.000001
135,223.872114,0.000000
136,237.137371,0.000000
137,251.188643,0.000000
138,266.072506,0.000000
139,281.838293,0.000000
140,298.538262,0.000000
141,316.227766,0.000000
142,334.965439,0.000000
143,354.813389,0.000000
144,375.837404,0.000000
145,398.107171,0.000000
146,421.696503,0.000000
147,446.683592,0.000000
148,473.151259,0.000000
149,501.187234,0.000000
150,530.884444,0.000000
151,562.341325,0.000000
152,595.662144,0.000000
153,630.957344,0.000000
154,668.343918,0.000000
155,707.945784,0.000000
156,749.894209,0.000000
157,794.328235,0.000000
158,841.395142,0.000000
159,891.250938,0.000000
160,944.060876,0.000000
161,1000.000000,0.000000
