Record_ID,ParticleDiameter_um,VolumeFrequency_percent
1,0.100000,0.000000
2,0.105925,0.000000
3,0.112202,0.000000
4,0.118850,0.000000
5,0.125893,0.000000
6,0.133352,0.000000
7,0.141254,0.000000
8,0.149624,0.000000
9,0.158489,0.000000
10,0.167880,0.000000
11,0.177828,0.000000
12,0.188365,0.000000
13,0.199526,0.000000
14,0.211349,0.000000
15,0.223872,0.000000
16,0.237137,0.000000
17,0.251189,0.000000
18,0.266073,0.000000
19,0.281838,0.000000
20,0.298538,0.000000
21,0.316228,0.000000
22,0.334965,0.000000
23,0.354813,0.000000
24,0.375837,0.000001
25,0.398107,0.000002
26,0.421697,0.000005
27,0.446684,0.000013
28,0.473151,0.000033
29,0.501187,0.000083
30,0.530884,0.000197
31,0.562341,0.000452
32,0.595662,0.000994
33,0.630957,0.002101
34,0.668344,0.004267
35,0.707946,0.008325
36,0.749894,0.015606
37,0.794328,0.028110
38,0.841395,0.048645
39,0.891251,0.080882
40,0.944061,0.129208
41,1.000000,0.198316
42,1.059254,0.292451
43,1.122018,0.414359
44,1.188502,0.564065
45,1.258925,0.737750
46,1.333521,0.927082
47,1.412538,1.119321
48,1.496236,1.298433
49,1.584893,1.447147
50,1.678804,1.549652
51,1.778279,1.594351
52,1.883649,1.576021
53,1.995262,1.496816
54,2.113489,1.365851
55,2.238721,1.197478
56,2.371374,1.008700
57,2.511886,0.816375
58,2.660725,0.634829
59,2.818383,0.474330
60,2.985383,0.340567
61,3.162278,0.235035
62,3.349654,0.156011
63,3.548134,0.099781
64,3.758374,0.061792
65,3.981072,0.037549
66,4.216965,0.023179
67,4.466836,0.015693
68,4.731513,0.013022
69,5.011872,0.013926
70,5.308844,0.017853
71,5.623413,0.024793
72,5.956621,0.035169
73,6.309573,0.049757
74,6.683439,0.069628
75,7.079458,0.096112
76,7.498942,0.130758
77,7.943282,0.175285
78,8.413951,0.231512
79,8.912509,0.301266
80,9.440609,0.386249
81,10.000000,0.487894
82,10.592537,0.607191
83,11.220185,0.744504
84,11.885022,0.899392
85,12.589254,1.070465
86,13.335214,1.255269
87,14.125375,1.450249
88,14.962357,1.650780
89,15.848932,1.851301
90,16.788040,2.045531
91,17.782794,2.226775
92,18.836491,2.388293
93,19.952623,2.523713
94,21.134890,2.627444
95,22.387211,2.695059
96,23.713737,2.723604
97,25.118864,2.711822
98,26.607251,2.660233
99,28.183829,2.571105
100,29.853826,2.448285
101,31.622777,2.296927
102,33.496544,2.123133
103,35.481339,1.933553
104,37.583740,1.734967
105,39.810717,1.533900
106,42.169650,1.336296
107,44.668359,1.147265
108,47.315126,0.970933
109,50.118723,0.810378
110,53.088444,0.667665
111,56.234133,0.543945
112,59.566214,0.439619
113,63.095734,0.354526
114,66.834392,0.288147
115,70.794578,0.239787
116,74.989421,0.208737
117,79.432823,0.194382
118,84.139514,0.196252
119,89.125094,0.214015
120,94.406088,0.247407
121,100.000000,0.296109
122,105.925373,0.359586
123,112.201845,0.436907
124,118.850223,0.526577
125,125.892541,0.626397
126,133.352143,0.733392
127,141.253754,0.843827
128,149.623566,0.953311
129,158.489319,1.057013
130,167.880402,1.149957
131,177.827941,1.227380
132,188.364909,1.285108
133,199.526231,1.319912
134,211.348904,1.329798
135,223.872114,1.314183
136,237.137371,1.273950
137,251.188643,1.211361
138,266.072506,1.129843
139,281.838293,1.033680
140,298.538262,0.927635
141,316.227766,0.816565
142,334.965439,0.705061
143,354.813389,0.597152
144,375.837404,0.496096
145,398.107171,0.404268
146,421.696503,0.323143
147,446.683592,0.253363
148,473.151259,0.194856
149,501.187234,0.146997
150,530.884444,0.108773
151,562.341325,0.078952
152,595.662144,0.056211
153,630.957344,0.039256
154,668.343918,0.026891
155,707.945784,0.018069
156,749.894209,0.011909
157,794.328235,0.007699
158,841.395142,0.004883
159,891.250938,0.003037
160,944.060876,0.001853
161,1000.000000,0.001109
