Record_ID,ParticleDiameter_um,VolumeFrequency_percent
1,0.100000,0.000000
2,0.105925,0.000000
3,0.112202,0.000000
4,0.118850,0.000000
5,0.125893,0.000001
6,0.133352,0.000004
7,0.141254,0.000013
8,0.149624,0.000038
9,0.158489,0.000109
10,0.167880,0.000295
11,0.177828,0.000762
12,0.188365,0.001881
13,0.199526,0.004428
14,0.211349,0.009942
15,0.223872,0.021291
16,0.237137,0.043493
17,0.251189,0.084744
18,0.266073,0.157497
19,0.281838,0.279200
20,0.298538,0.472098
21,0.316228,0.761423
22,0.334965,1.171372
23,0.354813,1.718856
24,0.375837,2.405802
25,0.398107,3.211855
26,0.421697,4.090042
27,0.446684,4.967927
28,0.473151,5.755702
29,0.501187,6.360586
30,0.530884,6.704581
31,0.562341,6.740962
32,0.595662,6.464690
33,0.630957,5.913564
34,0.668344,5.159725
35,0.707946,4.294172
36,0.749894,3.408851
37,0.794328,2.581145
38,0.841395,1.864199
39,0.891251,1.284246
40,0.944061,0.843878
41,1.000000,0.528916
42,1.059254,0.316206
43,1.122018,0.180314
44,1.188502,0.098077
45,1.258925,0.050885
46,1.333521,0.025183
47,1.412538,0.011891
48,1.496236,0.005361
49,1.584893,0.002314
50,1.678804,0.000969
51,1.778279,0.000413
52,1.883649,0.000211
53,1.995262,0.000168
54,2.113489,0.000206
55,2.238721,0.000303
56,2.371374,0.000464
57,2.511886,0.000711
58,2.660725,0.001077
59,2.818383,0.001613
60,2.985383,0.002386
61,3.162278,0.003486
62,3.349654,0.005030
63,3.548134,0.007170
64,3.758374,0.010095
65,3.981072,0.014039
66,4.216965,0.019283
67,4.466836,0.026162
68,4.731513,0.035059
69,5.011872,0.046406
70,5.308844,0.060671
71,5.623413,0.078347
72,5.956621,0.099932
73,6.309573,0.125901
74,6.683439,0.156671
75,7.079458,0.192569
76,7.498942,0.233788
77,7.943282,0.280348
78,8.413951,0.332055
79,8.912509,0.388474
80,9.440609,0.448902
81,10.000000,0.512366
82,10.592537,0.577626
83,11.220185,0.643208
84,11.885022,0.707449
85,12.589254,0.768558
86,13.335214,0.824701
87,14.125375,0.874087
88,14.962357,0.915063
89,15.848932,0.946207
90,16.788040,0.966405
91,17.782794,0.974925
92,18.836491,0.971451
93,19.952623,0.956113
94,21.134890,0.929471
95,22.387211,0.892485
96,23.713737,0.846455
97,25.118864,0.792950
98,26.607251,0.733712
99,28.183829,0.670570
100,29.853826,0.605342
101,31.622777,0.539754
102,33.496544,0.475367
103,35.481339,0.413524
104,37.583740,0.355313
105,39.810717,0.301550
106,42.169650,0.252782
107,44.668359,0.209301
108,47.315126,0.171173
109,50.118723,0.138273
110,53.088444,0.110326
111,56.234133,0.086947
112,59.566214,0.067682
113,63.095734,0.052039
114,66.834392,0.039520
115,70.794578,0.029645
116,74.989421,0.021965
117,79.432823,0.016074
118,84.139514,0.011619
119,89.125094,0.008296
120,94.406088,0.005850
121,100.000000,0.004075
122,105.925373,0.002804
123,112.201845,0.001905
124,118.850223,0.001279
125,125.892541,0.000848
126,133.352143,0.000555
127,141.253754,0.000359
128,149.623566,0.000229
129,158.489319,0.000145
130,167.880402,0.000090
131,177.827941,0.000056
132,188.364909,0.000034
133,199.526231,0.000020
134,211.348904,0.000012
135,223.872114,0.000007
136,237.137371,0.000004
137,251.188643,0.000002
138,266.072506,0.000001
139,281.838293,0.000001
140,298.538262,0.000000
141,316.227766,0.000000
142,334.965439,0.000000
143,354.813389,0.000000
144,375.837404,0.000000
145,398.107171,0.000000
146,421.696503,0.000000
147,446.683592,0.000000
148,473.151259,0.000000
149,501.187234,0.000000
150,530.884444,0.000000
151,562.341325,0.000000
152,595.662144,0.000000
153,630.957344,0.000000
154,668.343918,0.000000
155,707.945784,0.000000
156,749.894209,0.000000
157,794.328235,0.000000
158,841.395142,0.000000
159,891.250938,0.000000
160,944.060876,0.000000
161,1000.000000,0.000000
