Record_ID,ParticleDiameter_um,VolumeFrequency_percent
1,0.100000,0.000000
2,0.105925,0.000000
3,0.112202,0.000000
4,0.118850,0.000000
5,0.125893,0.000000
6,0.133352,0.000000
7,0.141254,0.000000
8,0.149624,0.000000
9,0.158489,0.000000
10,0.167880,0.000000
11,0.177828,0.000000
12,0.188365,0.000000
13,0.199526,0.000000
14,0.211349,0.000000
15,0.223872,0.000000
16,0.237137,0.000000
17,0.251189,0.000000
18,0.266073,0.000000
19,0.281838,0.000000
20,0.298538,0.000001
21,0.316228,0.000002
22,0.334965,0.000008
23,0.354813,0.000029
24,0.375837,0.000094
25,0.398107,0.000285
26,0.421697,0.000822
27,0.446684,0.002237
28,0.473151,0.005756
29,0.501187,0.013990
30,0.530884,0.032131
31,0.562341,0.069728
32,0.595662,0.142980
33,0.630957,0.277026
34,0.668344,0.507162
35,0.707946,0.877309
36,0.749894,1.433967
37,0.794328,2.214654
38,0.841395,3.231862
39,0.891251,4.456355
40,0.944061,5.806131
41,1.000000,7.147827
42,1.059254,8.314600
43,1.122018,9.138793
44,1.188502,9.491096
45,1.258925,9.313741
46,1.333521,8.635988
47,1.412538,7.566239
48,1.496236,6.263660
49,1.584893,4.899553
50,1.678804,3.621303
51,1.778279,2.529026
52,1.883649,1.668868
53,1.995262,1.040569
54,2.113489,0.613055
55,2.238721,0.341278
56,2.371374,0.179514
57,2.511886,0.089221
58,2.660725,0.041900
59,2.818383,0.018593
60,2.985383,0.007796
61,3.162278,0.003088
62,3.349654,0.001156
63,3.548134,0.000409
64,3.758374,0.000137
65,3.981072,0.000043
66,4.216965,0.000013
67,4.466836,0.000004
68,4.731513,0.000001
69,5.011872,0.000000
70,5.308844,0.000000
71,5.623413,0.000000
72,5.956621,0.000000
73,6.309573,0.000000
74,6.683439,0.000000
75,7.079458,0.000000
76,7.498942,0.000000
77,7.943282,0.000000
78,8.413951,0.000000
79,8.912509,0.000000
80,9.440609,0.000000
81,10.000000,0.000000
82,10.592537,0.000000
83,11.220185,0.000000
84,11.885022,0.000000
85,12.589254,0.000000
86,13.335214,0.000000
87,14.125375,0.000000
88,14.962357,0.000000
89,15.848932,0.000000
90,16.788040,0.000000
91,17.782794,0.000000
92,18.836491,0.000000
93,19.952623,0.000000
94,21.134890,0.000000
95,22.387211,0.000000
96,23.713737,0.000000
97,25.118864,0.000000
98,26.607251,0.000000
99,28.183829,0.000000
100,29.853826,0.000000
101,31.622777,0.000000
102,33.496544,0.000000
103,35.481339,0.000000
104,37.583740,0.000000
105,39.810717,0.000000
106,42.169650,0.000000
107,44.668359,0.000000
108,47.315126,0.000000
109,50.118723,0.000000
110,53.088444,0.000000
111,56.234133,0.000000
112,59.566214,0.000000
113,63.095734,0.000000
114,66.834392,0.000000
115,70.794578,0.000000
116,74.989421,0.000000
117,79.432823,0.000000
118,84.139514,0.000000
119,89.125094,0.000000
120,94.406088,0.000000
121,100.000000,0.000000
122,105.925373,0.000000
123,112.201845,0.000000
124,118.850223,0.000000
125,125.892541,0.000000
126,133.352143,0.000000
127,141.253754,0.000000
128,149.623566,0.000000
129,158.489319,0.000000
130,167.880402,0.000000
131,177.827941,0.000000
132,188.364909,0.000000
133,199.526231,0.000000
134,211.348904,0.000000
135,223.872114,0.000000
136,237.137371,0.000000
137,251.188643,0.000000
138,266.072506,0.000000
139,281.838293,0.000000
140,298.538262,0.000000
141,316.227766,0.000000
142,334.965439,0.000000
143,354.813389,0.000000
144,375.837404,0.000000
145,398.107171,0.000000
146,421.696503,0.000000
147,446.683592,0.000000
148,473.151259,0.000000
149,501.187234,0.000000
150,530.884444,0.000000
151,562.341325,0.000000
152,595.662144,0.000000
153,630.957344,0.000000
154,668.343918,0.000000
155,707.945784,0.000000
156,749.894209,0.000000
157,794.328235,0.000000
158,841.395142,0.000000
159,891.250938,0.000000
160,944.060876,0.000000
161,1000.000000,0.000000
