Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.015052
2,3998.000,0.014988
3,3996.000,0.014930
4,3994.000,0.014877
5,3992.000,0.014833
6,3990.000,0.014796
7,3988.000,0.014769
8,3986.000,0.014752
9,3984.000,0.014745
10,3982.000,0.014749
11,3980.000,0.014763
12,3978.000,0.014787
13,3976.000,0.014820
14,3974.000,0.014862
15,3972.000,0.014912
16,3970.000,0.014969
17,3968.000,0.015030
18,3966.000,0.015096
19,3964.000,0.015164
20,3962.000,0.015232
21,3960.000,0.015300
22,3958.000,0.015366
23,3956.000,0.015427
24,3954.000,0.015484
25,3952.000,0.015534
26,3950.000,0.015576
27,3948.000,0.015609
28,3946.000,0.015633
29,3944.000,0.015647
30,3942.000,0.015651
31,3940.000,0.015644
32,3938.000,0.015627
33,3936.000,0.015601
34,3934.000,0.015565
35,3932.000,0.015521
36,3930.000,0.015470
37,3928.000,0.015413
38,3926.000,0.015351
39,3924.000,0.015287
40,3922.000,0.015220
41,3920.000,0.015154
42,3918.000,0.015089
43,3916.000,0.015027
44,3914.000,0.014970
45,3912.000,0.014918
46,3910.000,0.014874
47,3908.000,0.014838
48,3906.000,0.014811
49,3904.000,0.014794
50,3902.000,0.014787
51,3900.000,0.014790
52,3898.000,0.014804
53,3896.000,0.014829
54,3894.000,0.014862
55,3892.000,0.014905
56,3890.000,0.014956
57,3888.000,0.015014
58,3886.000,0.015077
59,3884.000,0.015145
60,3882.000,0.015215
61,3880.000,0.015287
62,3878.000,0.015359
63,3876.000,0.015428
64,3874.000,0.015494
65,3872.000,0.015555
66,3870.000,0.015610
67,3868.000,0.015658
68,3866.000,0.015697
69,3864.000,0.015727
70,3862.000,0.015748
71,3860.000,0.015758
72,3858.000,0.015757
73,3856.000,0.015747
74,3854.000,0.015726
75,3852.000,0.015697
76,3850.000,0.015658
77,3848.000,0.015613
78,3846.000,0.015561
79,3844.000,0.015504
80,3842.000,0.015443
81,3840.000,0.015381
82,3838.000,0.015318
83,3836.000,0.015256
84,3834.000,0.015196
85,3832.000,0.015141
86,3830.000,0.015092
87,3828.000,0.015049
88,3826.000,0.015014
89,3824.000,0.014988
90,3822.000,0.014972
91,3820.000,0.014966
92,3818.000,0.014970
93,3816.000,0.014985
94,3814.000,0.015010
95,3812.000,0.015045
96,3810.000,0.015089
97,3808.000,0.015142
98,3806.000,0.015202
99,3804.000,0.015268
100,3802.000,0.015338
101,3800.000,0.015412
102,3798.000,0.015487
103,3796.000,0.015563
104,3794.000,0.015637
105,3792.000,0.015708
106,3790.000,0.015775
107,3788.000,0.015836
108,3786.000,0.015890
109,3784.000,0.015935
110,3782.000,0.015972
111,3780.000,0.015999
112,3778.000,0.016016
113,3776.000,0.016023
114,3774.000,0.016019
115,3772.000,0.016005
116,3770.000,0.015982
117,3768.000,0.015950
118,3766.000,0.015911
119,3764.000,0.015864
120,3762.000,0.015813
121,3760.000,0.015757
122,3758.000,0.015699
123,3756.000,0.015640
124,3754.000,0.015582
125,3752.000,0.015525
126,3750.000,0.015473
127,3748.000,0.015426
128,3746.000,0.015385
129,3744.000,0.015352
130,3742.000,0.015328
131,3740.000,0.015313
132,3738.000,0.015308
133,3736.000,0.015313
134,3734.000,0.015329
135,3732.000,0.015355
136,3730.000,0.015392
137,3728.000,0.015438
138,3726.000,0.015492
139,3724.000,0.015554
140,3722.000,0.015622
141,3720.000,0.015696
142,3718.000,0.015773
143,3716.000,0.015853
144,3714.000,0.015932
145,3712.000,0.016011
146,3710.000,0.016088
147,3708.000,0.016160
148,3706.000,0.016227
149,3704.000,0.016287
150,3702.000,0.016339
151,3700.000,0.016383
152,3698.000,0.016416
153,3696.000,0.016440
154,3694.000,0.016454
155,3692.000,0.016457
156,3690.000,0.016450
157,3688.000,0.016434
158,3686.000,0.016408
159,3684.000,0.016375
160,3682.000,0.016334
161,3680.000,0.016288
162,3678.000,0.016237
163,3676.000,0.016184
164,3674.000,0.016129
165,3672.000,0.016074
166,3670.000,0.016021
167,3668.000,0.015971
168,3666.000,0.015926
169,3664.000,0.015887
170,3662.000,0.015856
171,3660.000,0.015833
172,3658.000,0.015819
173,3656.000,0.015815
174,3654.000,0.015821
175,3652.000,0.015838
176,3650.000,0.015866
177,3648.000,0.015903
178,3646.000,0.015950
179,3644.000,0.016006
180,3642.000,0.016070
181,3640.000,0.016141
182,3638.000,0.016217
183,3636.000,0.016297
184,3634.000,0.016380
185,3632.000,0.016463
186,3630.000,0.016547
187,3628.000,0.016628
188,3626.000,0.016705
189,3624.000,0.016777
190,3622.000,0.016843
191,3620.000,0.016901
192,3618.000,0.016951
193,3616.000,0.016991
194,3614.000,0.017022
195,3612.000,0.017042
196,3610.000,0.017051
197,3608.000,0.017051
198,3606.000,0.017041
199,3604.000,0.017021
200,3602.000,0.016993
201,3600.000,0.016958
202,3598.000,0.016916
203,3596.000,0.016870
204,3594.000,0.016820
205,3592.000,0.016769
206,3590.000,0.016717
207,3588.000,0.016666
208,3586.000,0.016619
209,3584.000,0.016576
210,3582.000,0.016538
211,3580.000,0.016508
212,3578.000,0.016485
213,3576.000,0.016472
214,3574.000,0.016468
215,3572.000,0.016475
216,3570.000,0.016492
217,3568.000,0.016519
218,3566.000,0.016557
219,3564.000,0.016604
220,3562.000,0.016661
221,3560.000,0.016726
222,3558.000,0.016798
223,3556.000,0.016875
224,3554.000,0.016958
225,3552.000,0.017043
226,3550.000,0.017129
227,3548.000,0.017216
228,3546.000,0.017300
229,3544.000,0.017382
230,3542.000,0.017458
231,3540.000,0.017529
232,3538.000,0.017592
233,3536.000,0.017647
234,3534.000,0.017693
235,3532.000,0.017728
236,3530.000,0.017754
237,3528.000,0.017769
238,3526.000,0.017774
239,3524.000,0.017769
240,3522.000,0.017754
241,3520.000,0.017731
242,3518.000,0.017700
243,3516.000,0.017662
244,3514.000,0.017619
245,3512.000,0.017573
246,3510.000,0.017523
247,3508.000,0.017474
248,3506.000,0.017425
249,3504.000,0.017378
250,3502.000,0.017335
251,3500.000,0.017298
252,3498.000,0.017268
253,3496.000,0.017245
254,3494.000,0.017231
255,3492.000,0.017226
256,3490.000,0.017232
257,3488.000,0.017247
258,3486.000,0.017274
259,3484.000,0.017311
260,3482.000,0.017357
261,3480.000,0.017413
262,3478.000,0.017477
263,3476.000,0.017549
264,3474.000,0.017627
265,3472.000,0.017710
266,3470.000,0.017796
267,3468.000,0.017884
268,3466.000,0.017972
269,3464.000,0.018059
270,3462.000,0.018143
271,3460.000,0.018222
272,3458.000,0.018296
273,3456.000,0.018363
274,3454.000,0.018422
275,3452.000,0.018471
276,3450.000,0.018511
277,3448.000,0.018541
278,3446.000,0.018560
279,3444.000,0.018569
280,3442.000,0.018567
281,3440.000,0.018556
282,3438.000,0.018536
283,3436.000,0.018508
284,3434.000,0.018473
285,3432.000,0.018432
286,3430.000,0.018387
287,3428.000,0.018339
288,3426.000,0.018289
289,3424.000,0.018241
290,3422.000,0.018194
291,3420.000,0.018150
292,3418.000,0.018112
293,3416.000,0.018080
294,3414.000,0.018055
295,3412.000,0.018038
296,3410.000,0.018031
297,3408.000,0.018034
298,3406.000,0.018048
299,3404.000,0.018071
300,3402.000,0.018105
301,3400.000,0.018150
302,3398.000,0.018203
303,3396.000,0.018265
304,3394.000,0.018335
305,3392.000,0.018412
306,3390.000,0.018493
307,3388.000,0.018579
308,3386.000,0.018666
309,3384.000,0.018754
310,3382.000,0.018842
311,3380.000,0.018927
312,3378.000,0.019008
313,3376.000,0.019083
314,3374.000,0.019152
315,3372.000,0.019212
316,3370.000,0.019264
317,3368.000,0.019306
318,3366.000,0.019338
319,3364.000,0.019360
320,3362.000,0.019371
321,3360.000,0.019372
322,3358.000,0.019363
323,3356.000,0.019344
324,3354.000,0.019317
325,3352.000,0.019283
326,3350.000,0.019243
327,3348.000,0.019198
328,3346.000,0.019149
329,3344.000,0.019099
330,3342.000,0.019049
331,3340.000,0.019000
332,3338.000,0.018955
333,3336.000,0.018913
334,3334.000,0.018878
335,3332.000,0.018850
336,3330.000,0.018830
337,3328.000,0.018819
338,3326.000,0.018817
