Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.014900
2,3998.000,0.014863
3,3996.000,0.014834
4,3994.000,0.014815
5,3992.000,0.014805
6,3990.000,0.014805
7,3988.000,0.014815
8,3986.000,0.014835
9,3984.000,0.014864
10,3982.000,0.014902
11,3980.000,0.014949
12,3978.000,0.015002
13,3976.000,0.015062
14,3974.000,0.015127
15,3972.000,0.015195
16,3970.000,0.015266
17,3968.000,0.015337
18,3966.000,0.015407
19,3964.000,0.015475
20,3962.000,0.015540
21,3960.000,0.015599
22,3958.000,0.015652
23,3956.000,0.015698
24,3954.000,0.015736
25,3952.000,0.015765
26,3950.000,0.015784
27,3948.000,0.015794
28,3946.000,0.015794
29,3944.000,0.015784
30,3942.000,0.015764
31,3940.000,0.015736
32,3938.000,0.015700
33,3936.000,0.015656
34,3934.000,0.015606
35,3932.000,0.015552
36,3930.000,0.015494
37,3928.000,0.015434
38,3926.000,0.015373
39,3924.000,0.015313
40,3922.000,0.015256
41,3920.000,0.015202
42,3918.000,0.015153
43,3916.000,0.015110
44,3914.000,0.015075
45,3912.000,0.015048
46,3910.000,0.015030
47,3908.000,0.015021
48,3906.000,0.015023
49,3904.000,0.015034
50,3902.000,0.015056
51,3900.000,0.015087
52,3898.000,0.015127
53,3896.000,0.015176
54,3894.000,0.015232
55,3892.000,0.015294
56,3890.000,0.015362
57,3888.000,0.015433
58,3886.000,0.015507
59,3884.000,0.015582
60,3882.000,0.015657
61,3880.000,0.015729
62,3878.000,0.015799
63,3876.000,0.015863
64,3874.000,0.015922
65,3872.000,0.015974
66,3870.000,0.016017
67,3868.000,0.016052
68,3866.000,0.016078
69,3864.000,0.016093
70,3862.000,0.016099
71,3860.000,0.016095
72,3858.000,0.016082
73,3856.000,0.016060
74,3854.000,0.016029
75,3852.000,0.015991
76,3850.000,0.015947
77,3848.000,0.015897
78,3846.000,0.015844
79,3844.000,0.015788
80,3842.000,0.015731
81,3840.000,0.015675
82,3838.000,0.015620
83,3836.000,0.015569
84,3834.000,0.015523
85,3832.000,0.015483
86,3830.000,0.015450
87,3828.000,0.015425
88,3826.000,0.015409
89,3824.000,0.015402
90,3822.000,0.015406
91,3820.000,0.015419
92,3818.000,0.015442
93,3816.000,0.015475
94,3814.000,0.015517
95,3812.000,0.015568
96,3810.000,0.015627
97,3808.000,0.015692
98,3806.000,0.015762
99,3804.000,0.015837
100,3802.000,0.015915
101,3800.000,0.015994
102,3798.000,0.016073
103,3796.000,0.016150
104,3794.000,0.016224
105,3792.000,0.016294
106,3790.000,0.016358
107,3788.000,0.016415
108,3786.000,0.016465
109,3784.000,0.016505
110,3782.000,0.016537
111,3780.000,0.016559
112,3778.000,0.016571
113,3776.000,0.016573
114,3774.000,0.016566
115,3772.000,0.016549
116,3770.000,0.016524
117,3768.000,0.016492
118,3766.000,0.016452
119,3764.000,0.016408
120,3762.000,0.016359
121,3760.000,0.016307
122,3758.000,0.016254
123,3756.000,0.016201
124,3754.000,0.016150
125,3752.000,0.016102
126,3750.000,0.016058
127,3748.000,0.016020
128,3746.000,0.015989
129,3744.000,0.015966
130,3742.000,0.015952
131,3740.000,0.015947
132,3738.000,0.015951
133,3736.000,0.015966
134,3734.000,0.015991
135,3732.000,0.016025
136,3730.000,0.016069
137,3728.000,0.016121
138,3726.000,0.016182
139,3724.000,0.016249
140,3722.000,0.016322
141,3720.000,0.016400
142,3718.000,0.016481
143,3716.000,0.016563
144,3714.000,0.016645
145,3712.000,0.016727
146,3710.000,0.016805
147,3708.000,0.016880
148,3706.000,0.016949
149,3704.000,0.017011
150,3702.000,0.017066
151,3700.000,0.017112
152,3698.000,0.017149
153,3696.000,0.017176
154,3694.000,0.017194
155,3692.000,0.017202
156,3690.000,0.017200
157,3688.000,0.017188
158,3686.000,0.017168
159,3684.000,0.017140
160,3682.000,0.017105
161,3680.000,0.017065
162,3678.000,0.017020
163,3676.000,0.016972
164,3674.000,0.016922
165,3672.000,0.016872
166,3670.000,0.016823
167,3668.000,0.016777
168,3666.000,0.016735
169,3664.000,0.016698
170,3662.000,0.016668
171,3660.000,0.016646
172,3658.000,0.016632
173,3656.000,0.016628
174,3654.000,0.016633
175,3652.000,0.016648
176,3650.000,0.016673
177,3648.000,0.016708
178,3646.000,0.016753
179,3644.000,0.016806
180,3642.000,0.016867
181,3640.000,0.016936
182,3638.000,0.017011
183,3636.000,0.017090
184,3634.000,0.017173
185,3632.000,0.017257
186,3630.000,0.017342
187,3628.000,0.017427
188,3626.000,0.017508
189,3624.000,0.017586
190,3622.000,0.017659
191,3620.000,0.017725
192,3618.000,0.017784
193,3616.000,0.017834
194,3614.000,0.017876
195,3612.000,0.017907
196,3610.000,0.017929
197,3608.000,0.017941
198,3606.000,0.017943
199,3604.000,0.017936
200,3602.000,0.017920
201,3600.000,0.017895
202,3598.000,0.017864
203,3596.000,0.017826
204,3594.000,0.017784
205,3592.000,0.017738
206,3590.000,0.017690
207,3588.000,0.017641
208,3586.000,0.017594
209,3584.000,0.017548
210,3582.000,0.017507
211,3580.000,0.017470
212,3578.000,0.017440
213,3576.000,0.017418
214,3574.000,0.017403
215,3572.000,0.017398
216,3570.000,0.017402
217,3568.000,0.017417
