Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.017468
2,3998.000,0.017472
3,3996.000,0.017463
4,3994.000,0.017442
5,3992.000,0.017409
6,3990.000,0.017365
7,3988.000,0.017312
8,3986.000,0.017250
9,3984.000,0.017181
10,3982.000,0.017108
11,3980.000,0.017031
12,3978.000,0.016953
13,3976.000,0.016877
14,3974.000,0.016803
15,3972.000,0.016735
16,3970.000,0.016673
17,3968.000,0.016620
18,3966.000,0.016577
19,3964.000,0.016544
20,3962.000,0.016523
21,3960.000,0.016515
22,3958.000,0.016518
23,3956.000,0.016534
24,3954.000,0.016561
25,3952.000,0.016599
26,3950.000,0.016647
27,3948.000,0.016703
28,3946.000,0.016765
29,3944.000,0.016832
30,3942.000,0.016902
31,3940.000,0.016973
32,3938.000,0.017042
33,3936.000,0.017108
34,3934.000,0.017169
35,3932.000,0.017223
36,3930.000,0.017268
37,3928.000,0.017304
38,3926.000,0.017328
39,3924.000,0.017340
40,3922.000,0.017340
41,3920.000,0.017328
42,3918.000,0.017303
43,3916.000,0.017267
44,3914.000,0.017219
45,3912.000,0.017163
46,3910.000,0.017098
47,3908.000,0.017026
48,3906.000,0.016949
49,3904.000,0.016870
50,3902.000,0.016790
51,3900.000,0.016712
52,3898.000,0.016636
53,3896.000,0.016566
54,3894.000,0.016503
55,3892.000,0.016449
56,3890.000,0.016404
57,3888.000,0.016370
58,3886.000,0.016349
59,3884.000,0.016339
60,3882.000,0.016342
61,3880.000,0.016356
62,3878.000,0.016383
63,3876.000,0.016420
64,3874.000,0.016466
65,3872.000,0.016520
66,3870.000,0.016581
67,3868.000,0.016647
68,3866.000,0.016715
69,3864.000,0.016783
70,3862.000,0.016850
71,3860.000,0.016914
72,3858.000,0.016972
73,3856.000,0.017023
74,3854.000,0.017065
75,3852.000,0.017098
76,3850.000,0.017119
77,3848.000,0.017128
78,3846.000,0.017125
79,3844.000,0.017109
80,3842.000,0.017081
81,3840.000,0.017042
82,3838.000,0.016992
83,3836.000,0.016932
84,3834.000,0.016865
85,3832.000,0.016791
86,3830.000,0.016712
87,3828.000,0.016631
88,3826.000,0.016550
89,3824.000,0.016470
90,3822.000,0.016393
91,3820.000,0.016322
92,3818.000,0.016258
93,3816.000,0.016203
94,3814.000,0.016158
95,3812.000,0.016124
96,3810.000,0.016102
97,3808.000,0.016092
98,3806.000,0.016095
99,3804.000,0.016109
100,3802.000,0.016135
101,3800.000,0.016172
102,3798.000,0.016218
103,3796.000,0.016272
104,3794.000,0.016332
105,3792.000,0.016396
106,3790.000,0.016463
107,3788.000,0.016530
108,3786.000,0.016596
109,3784.000,0.016658
110,3782.000,0.016714
111,3780.000,0.016763
112,3778.000,0.016803
113,3776.000,0.016833
114,3774.000,0.016852
115,3772.000,0.016859
116,3770.000,0.016854
117,3768.000,0.016836
118,3766.000,0.016806
119,3764.000,0.016764
120,3762.000,0.016713
121,3760.000,0.016651
122,3758.000,0.016582
123,3756.000,0.016507
124,3754.000,0.016427
125,3752.000,0.016346
126,3750.000,0.016264
127,3748.000,0.016183
128,3746.000,0.016107
129,3744.000,0.016036
130,3742.000,0.015972
131,3740.000,0.015918
132,3738.000,0.015873
133,3736.000,0.015840
134,3734.000,0.015819
135,3732.000,0.015810
136,3730.000,0.015813
137,3728.000,0.015829
138,3726.000,0.015856
139,3724.000,0.015893
140,3722.000,0.015939
141,3720.000,0.015994
142,3718.000,0.016054
143,3716.000,0.016119
144,3714.000,0.016185
145,3712.000,0.016252
146,3710.000,0.016318
147,3708.000,0.016379
148,3706.000,0.016435
149,3704.000,0.016483
150,3702.000,0.016522
151,3700.000,0.016551
152,3698.000,0.016569
153,3696.000,0.016574
154,3694.000,0.016568
155,3692.000,0.016549
156,3690.000,0.016518
157,3688.000,0.016476
158,3686.000,0.016423
159,3684.000,0.016362
160,3682.000,0.016292
161,3680.000,0.016217
162,3678.000,0.016138
163,3676.000,0.016056
164,3674.000,0.015975
165,3672.000,0.015895
166,3670.000,0.015820
167,3668.000,0.015750
168,3666.000,0.015688
169,3664.000,0.015635
170,3662.000,0.015593
171,3660.000,0.015562
172,3658.000,0.015543
173,3656.000,0.015536
174,3654.000,0.015541
175,3652.000,0.015559
176,3650.000,0.015588
177,3648.000,0.015627
178,3646.000,0.015675
179,3644.000,0.015731
180,3642.000,0.015793
181,3640.000,0.015859
182,3638.000,0.015927
183,3636.000,0.015995
184,3634.000,0.016061
185,3632.000,0.016123
186,3630.000,0.016179
187,3628.000,0.016228
188,3626.000,0.016267
189,3624.000,0.016297
190,3622.000,0.016314
191,3620.000,0.016320
192,3618.000,0.016314
193,3616.000,0.016295
194,3614.000,0.016265
195,3612.000,0.016223
196,3610.000,0.016171
197,3608.000,0.016110
198,3606.000,0.016042
199,3604.000,0.015967
200,3602.000,0.015890
201,3600.000,0.015810
202,3598.000,0.015730
203,3596.000,0.015653
204,3594.000,0.015580
205,3592.000,0.015513
206,3590.000,0.015454
207,3588.000,0.015404
208,3586.000,0.015365
209,3584.000,0.015337
210,3582.000,0.015321
211,3580.000,0.015317
212,3578.000,0.015326
213,3576.000,0.015347
214,3574.000,0.015379
215,3572.000,0.015421
216,3570.000,0.015473
217,3568.000,0.015532
218,3566.000,0.015596
219,3564.000,0.015665
220,3562.000,0.015735
221,3560.000,0.015806
222,3558.000,0.015874
223,3556.000,0.015937
224,3554.000,0.015995
225,3552.000,0.016046
226,3550.000,0.016086
227,3548.000,0.016117
228,3546.000,0.016136
229,3544.000,0.016143
230,3542.000,0.016138
231,3540.000,0.016121
232,3538.000,0.016092
233,3536.000,0.016052
234,3534.000,0.016002
235,3532.000,0.015943
236,3530.000,0.015876
237,3528.000,0.015805
238,3526.000,0.015729
239,3524.000,0.015653
240,3522.000,0.015576
241,3520.000,0.015502
242,3518.000,0.015433
243,3516.000,0.015369
244,3514.000,0.015314
245,3512.000,0.015268
246,3510.000,0.015233
247,3508.000,0.015210
248,3506.000,0.015198
249,3504.000,0.015199
250,3502.000,0.015212
251,3500.000,0.015237
252,3498.000,0.015274
253,3496.000,0.015321
254,3494.000,0.015376
255,3492.000,0.015439
256,3490.000,0.015507
257,3488.000,0.015580
258,3486.000,0.015653
259,3484.000,0.015727
260,3482.000,0.015798
261,3480.000,0.015865
262,3478.000,0.015925
263,3476.000,0.015978
264,3474.000,0.016021
265,3472.000,0.016054
266,3470.000,0.016076
267,3468.000,0.016085
268,3466.000,0.016083
269,3464.000,0.016068
270,3462.000,0.016041
271,3460.000,0.016004
272,3458.000,0.015956
273,3456.000,0.015900
274,3454.000,0.015837
275,3452.000,0.015768
276,3450.000,0.015697
277,3448.000,0.015623
278,3446.000,0.015551
279,3444.000,0.015481
280,3442.000,0.015416
281,3440.000,0.015357
282,3438.000,0.015307
283,3436.000,0.015266
284,3434.000,0.015236
285,3432.000,0.015217
286,3430.000,0.015211
287,3428.000,0.015217
288,3426.000,0.015236
289,3424.000,0.015266
290,3422.000,0.015308
291,3420.000,0.015359
292,3418.000,0.015420
293,3416.000,0.015487
294,3414.000,0.015560
295,3412.000,0.015637
296,3410.000,0.015715
297,3408.000,0.015792
298,3406.000,0.015867
299,3404.000,0.015938
300,3402.000,0.016002
301,3400.000,0.016058
302,3398.000,0.016104
303,3396.000,0.016140
304,3394.000,0.016165
305,3392.000,0.016177
306,3390.000,0.016177
307,3388.000,0.016165
308,3386.000,0.016142
309,3384.000,0.016107
310,3382.000,0.016063
311,3380.000,0.016010
312,3378.000,0.015951
313,3376.000,0.015886
314,3374.000,0.015819
315,3372.000,0.015750
316,3370.000,0.015682
317,3368.000,0.015616
318,3366.000,0.015556
319,3364.000,0.015503
320,3362.000,0.015457
321,3360.000,0.015422
322,3358.000,0.015397
323,3356.000,0.015384
324,3354.000,0.015384
325,3352.000,0.015396
326,3350.000,0.015420
327,3348.000,0.015456
328,3346.000,0.015503
329,3344.000,0.015560
330,3342.000,0.015625
331,3340.000,0.015698
332,3338.000,0.015776
333,3336.000,0.015857
334,3334.000,0.015940
335,3332.000,0.016021
336,3330.000,0.016100
337,3328.000,0.016174
338,3326.000,0.016242
339,3324.000,0.016302
340,3322.000,0.016352
341,3320.000,0.016391
342,3318.000,0.016419
343,3316.000,0.016434
344,3314.000,0.016438
345,3312.000,0.016429
346,3310.000,0.016408
347,3308.000,0.016377
348,3306.000,0.016336
349,3304.000,0.016287
350,3302.000,0.016232
351,3300.000,0.016171
352,3298.000,0.016107
353,3296.000,0.016043
354,3294.000,0.015979
355,3292.000,0.015919
356,3290.000,0.015863
357,3288.000,0.015815
358,3286.000,0.015775
359,3284.000,0.015745
360,3282.000,0.015726
361,3280.000,0.015719
362,3278.000,0.015724
363,3276.000,0.015741
364,3274.000,0.015771
365,3272.000,0.015812
366,3270.000,0.015865
367,3268.000,0.015927
368,3266.000,0.015998
369,3264.000,0.016075
370,3262.000,0.016158
371,3260.000,0.016244
372,3258.000,0.016331
373,3256.000,0.016416
374,3254.000,0.016499
375,3252.000,0.016577
376,3250.000,0.016648
377,3248.000,0.016711
378,3246.000,0.016764
379,3244.000,0.016807
380,3242.000,0.016837
381,3240.000,0.016856
382,3238.000,0.016862
383,3236.000,0.016856
384,3234.000,0.016839
385,3232.000,0.016811
386,3230.000,0.016773
387,3228.000,0.016727
388,3226.000,0.016675
389,3224.000,0.016617
390,3222.000,0.016558
391,3220.000,0.016497
392,3218.000,0.016438
393,3216.000,0.016382
394,3214.000,0.016331
395,3212.000,0.016287
396,3210.000,0.016252
397,3208.000,0.016227
398,3206.000,0.016213
399,3204.000,0.016211
400,3202.000,0.016221
401,3200.000,0.016243
402,3198.000,0.016278
403,3196.000,0.016325
404,3194.000,0.016382
405,3192.000,0.016449
406,3190.000,0.016524
407,3188.000,0.016606
408,3186.000,0.016693
409,3184.000,0.016783
410,3182.000,0.016874
411,3180.000,0.016963
412,3178.000,0.017049
413,3176.000,0.017130
414,3174.000,0.017204
415,3172.000,0.017270
416,3170.000,0.017325
417,3168.000,0.017370
418,3166.000,0.017403
419,3164.000,0.017423
420,3162.000,0.017432
421,3160.000,0.017428
422,3158.000,0.017413
423,3156.000,0.017387
424,3154.000,0.017352
425,3152.000,0.017308
426,3150.000,0.017259
427,3148.000,0.017204
428,3146.000,0.017147
429,3144.000,0.017090
430,3142.000,0.017034
431,3140.000,0.016981
432,3138.000,0.016934
433,3136.000,0.016894
434,3134.000,0.016863
435,3132.000,0.016842
436,3130.000,0.016832
437,3128.000,0.016834
438,3126.000,0.016849
439,3124.000,0.016876
440,3122.000,0.016915
441,3120.000,0.016965
442,3118.000,0.017027
443,3116.000,0.017098
444,3114.000,0.017177
445,3112.000,0.017262
446,3110.000,0.017352
447,3108.000,0.017445
448,3106.000,0.017538
449,3104.000,0.017630
450,3102.000,0.017718
451,3100.000,0.017802
452,3098.000,0.017877
453,3096.000,0.017945
454,3094.000,0.018002
455,3092.000,0.018048
456,3090.000,0.018082
457,3088.000,0.018104
458,3086.000,0.018113
459,3084.000,0.018111
460,3082.000,0.018097
461,3080.000,0.018072
462,3078.000,0.018038
463,3076.000,0.017996
464,3074.000,0.017948
465,3072.000,0.017896
466,3070.000,0.017842
467,3068.000,0.017787
468,3066.000,0.017735
469,3064.000,0.017687
470,3062.000,0.017645
471,3060.000,0.017612
472,3058.000,0.017590
473,3056.000,0.017580
474,3054.000,0.017585
475,3052.000,0.017607
476,3050.000,0.017646
477,3048.000,0.017706
478,3046.000,0.017789
479,3044.000,0.017896
480,3042.000,0.018032
481,3040.000,0.018200
482,3038.000,0.018405
483,3036.000,0.018652
484,3034.000,0.018948
485,3032.000,0.019302
486,3030.000,0.019724
487,3028.000,0.020227
488,3026.000,0.020826
489,3024.000,0.021535
490,3022.000,0.022376
491,3020.000,0.023368
492,3018.000,0.024535
493,3016.000,0.025902
494,3014.000,0.027494
495,3012.000,0.029339
496,3010.000,0.031464
497,3008.000,0.033895
498,3006.000,0.036655
499,3004.000,0.039765
500,3002.000,0.043243
501,3000.000,0.047098
502,2998.000,0.051334
503,2996.000,0.055945
504,2994.000,0.060917
505,2992.000,0.066223
506,2990.000,0.071822
507,2988.000,0.077663
508,2986.000,0.083678
509,2984.000,0.089788
510,2982.000,0.095901
511,2980.000,0.101914
512,2978.000,0.107713
513,2976.000,0.113184
514,2974.000,0.118207
515,2972.000,0.122671
516,2970.000,0.126470
517,2968.000,0.129516
518,2966.000,0.131739
519,2964.000,0.133095
520,2962.000,0.133564
521,2960.000,0.133157
522,2958.000,0.131915
523,2956.000,0.129902
524,2954.000,0.127208
525,2952.000,0.123940
526,2950.000,0.120218
527,2948.000,0.116170
528,2946.000,0.111926
529,2944.000,0.107611
530,2942.000,0.103343
531,2940.000,0.099225
532,2938.000,0.095346
533,2936.000,0.091779
534,2934.000,0.088575
535,2932.000,0.085767
536,2930.000,0.083369
537,2928.000,0.081375
538,2926.000,0.079763
539,2924.000,0.078494
540,2922.000,0.077518
541,2920.000,0.076773
542,2918.000,0.076190
543,2916.000,0.075696
544,2914.000,0.075218
545,2912.000,0.074686
546,2910.000,0.074036
547,2908.000,0.073213
548,2906.000,0.072173
549,2904.000,0.070887
550,2902.000,0.069339
551,2900.000,0.067527
552,2898.000,0.065462
553,2896.000,0.063167
554,2894.000,0.060675
555,2892.000,0.058027
556,2890.000,0.055269
557,2888.000,0.052447
558,2886.000,0.049611
559,2884.000,0.046804
560,2882.000,0.044068
561,2880.000,0.041439
562,2878.000,0.038947
563,2876.000,0.036614
564,2874.000,0.034458
565,2872.000,0.032488
566,2870.000,0.030707
567,2868.000,0.029115
568,2866.000,0.027706
569,2864.000,0.026470
570,2862.000,0.025396
571,2860.000,0.024469
572,2858.000,0.023676
573,2856.000,0.023000
574,2854.000,0.022428
575,2852.000,0.021945
576,2850.000,0.021539
577,2848.000,0.021197
578,2846.000,0.020910
579,2844.000,0.020670
580,2842.000,0.020468
581,2840.000,0.020299
582,2838.000,0.020159
583,2836.000,0.020044
584,2834.000,0.019951
585,2832.000,0.019878
586,2830.000,0.019824
587,2828.000,0.019787
588,2826.000,0.019768
589,2824.000,0.019764
590,2822.000,0.019775
591,2820.000,0.019801
592,2818.000,0.019841
593,2816.000,0.019892
594,2814.000,0.019955
595,2812.000,0.020027
596,2810.000,0.020107
597,2808.000,0.020192
598,2806.000,0.020281
599,2804.000,0.020373
600,2802.000,0.020463
601,2800.000,0.020552
602,2798.000,0.020636
603,2796.000,0.020714
604,2794.000,0.020783
605,2792.000,0.020844
606,2790.000,0.020893
607,2788.000,0.020931
608,2786.000,0.020957
