Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.018750
2,3998.000,0.018822
3,3996.000,0.018886
4,3994.000,0.018941
5,3992.000,0.018986
6,3990.000,0.019019
7,3988.000,0.019039
8,3986.000,0.019045
9,3984.000,0.019039
10,3982.000,0.019019
11,3980.000,0.018986
12,3978.000,0.018941
13,3976.000,0.018887
14,3974.000,0.018823
15,3972.000,0.018753
16,3970.000,0.018678
17,3968.000,0.018601
18,3966.000,0.018523
19,3964.000,0.018448
20,3962.000,0.018377
21,3960.000,0.018313
22,3958.000,0.018258
23,3956.000,0.018212
24,3954.000,0.018178
25,3952.000,0.018156
26,3950.000,0.018148
27,3948.000,0.018153
28,3946.000,0.018171
29,3944.000,0.018202
30,3942.000,0.018245
31,3940.000,0.018298
32,3938.000,0.018360
33,3936.000,0.018429
34,3934.000,0.018504
35,3932.000,0.018581
36,3930.000,0.018658
37,3928.000,0.018734
38,3926.000,0.018805
39,3924.000,0.018871
40,3922.000,0.018928
41,3920.000,0.018975
42,3918.000,0.019011
43,3916.000,0.019034
44,3914.000,0.019044
45,3912.000,0.019040
46,3910.000,0.019024
47,3908.000,0.018994
48,3906.000,0.018952
49,3904.000,0.018899
50,3902.000,0.018836
51,3900.000,0.018766
52,3898.000,0.018691
53,3896.000,0.018612
54,3894.000,0.018532
55,3892.000,0.018454
56,3890.000,0.018379
57,3888.000,0.018309
58,3886.000,0.018248
59,3884.000,0.018195
60,3882.000,0.018154
61,3880.000,0.018125
62,3878.000,0.018109
63,3876.000,0.018106
64,3874.000,0.018117
65,3872.000,0.018140
66,3870.000,0.018176
67,3868.000,0.018223
68,3866.000,0.018279
69,3864.000,0.018343
70,3862.000,0.018413
71,3860.000,0.018487
72,3858.000,0.018562
73,3856.000,0.018636
74,3854.000,0.018707
75,3852.000,0.018773
76,3850.000,0.018831
77,3848.000,0.018880
78,3846.000,0.018918
79,3844.000,0.018944
80,3842.000,0.018957
81,3840.000,0.018956
82,3838.000,0.018942
83,3836.000,0.018915
84,3834.000,0.018875
85,3832.000,0.018824
86,3830.000,0.018762
87,3828.000,0.018693
88,3826.000,0.018617
89,3824.000,0.018536
90,3822.000,0.018454
91,3820.000,0.018372
92,3818.000,0.018293
93,3816.000,0.018218
94,3814.000,0.018151
95,3812.000,0.018092
96,3810.000,0.018044
97,3808.000,0.018007
98,3806.000,0.017983
99,3804.000,0.017972
100,3802.000,0.017975
101,3800.000,0.017990
102,3798.000,0.018019
103,3796.000,0.018059
104,3794.000,0.018109
105,3792.000,0.018167
106,3790.000,0.018232
107,3788.000,0.018302
108,3786.000,0.018374
109,3784.000,0.018447
