Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.018121
2,3998.000,0.018164
3,3996.000,0.018195
4,3994.000,0.018214
5,3992.000,0.018220
6,3990.000,0.018214
7,3988.000,0.018194
8,3986.000,0.018162
9,3984.000,0.018119
10,3982.000,0.018065
11,3980.000,0.018003
12,3978.000,0.017934
13,3976.000,0.017860
14,3974.000,0.017783
15,3972.000,0.017706
16,3970.000,0.017630
17,3968.000,0.017558
18,3966.000,0.017491
19,3964.000,0.017431
20,3962.000,0.017381
21,3960.000,0.017342
22,3958.000,0.017314
23,3956.000,0.017298
24,3954.000,0.017296
25,3952.000,0.017306
26,3950.000,0.017328
27,3948.000,0.017363
28,3946.000,0.017408
29,3944.000,0.017462
30,3942.000,0.017524
31,3940.000,0.017592
32,3938.000,0.017665
33,3936.000,0.017739
34,3934.000,0.017812
35,3932.000,0.017883
36,3930.000,0.017950
37,3928.000,0.018009
38,3926.000,0.018061
39,3924.000,0.018102
40,3922.000,0.018133
41,3920.000,0.018151
42,3918.000,0.018156
43,3916.000,0.018148
44,3914.000,0.018128
45,3912.000,0.018095
46,3910.000,0.018051
47,3908.000,0.017996
48,3906.000,0.017932
49,3904.000,0.017862
50,3902.000,0.017786
51,3900.000,0.017706
52,3898.000,0.017626
53,3896.000,0.017547
54,3894.000,0.017472
55,3892.000,0.017401
56,3890.000,0.017339
57,3888.000,0.017285
58,3886.000,0.017241
59,3884.000,0.017209
60,3882.000,0.017189
61,3880.000,0.017182
62,3878.000,0.017188
63,3876.000,0.017206
64,3874.000,0.017236
65,3872.000,0.017277
66,3870.000,0.017328
67,3868.000,0.017386
68,3866.000,0.017451
69,3864.000,0.017520
70,3862.000,0.017592
71,3860.000,0.017663
72,3858.000,0.017732
73,3856.000,0.017796
74,3854.000,0.017855
75,3852.000,0.017905
76,3850.000,0.017945
77,3848.000,0.017974
78,3846.000,0.017991
79,3844.000,0.017996
80,3842.000,0.017988
81,3840.000,0.017966
82,3838.000,0.017933
83,3836.000,0.017887
84,3834.000,0.017831
85,3832.000,0.017766
86,3830.000,0.017694
87,3828.000,0.017616
88,3826.000,0.017535
89,3824.000,0.017452
90,3822.000,0.017371
91,3820.000,0.017292
92,3818.000,0.017219
93,3816.000,0.017152
94,3814.000,0.017094
95,3812.000,0.017047
96,3810.000,0.017011
97,3808.000,0.016987
98,3806.000,0.016976
99,3804.000,0.016978
100,3802.000,0.016992
101,3800.000,0.017018
102,3798.000,0.017055
103,3796.000,0.017103
104,3794.000,0.017158
105,3792.000,0.017220
106,3790.000,0.017286
107,3788.000,0.017355
108,3786.000,0.017424
109,3784.000,0.017491
110,3782.000,0.017554
111,3780.000,0.017611
112,3778.000,0.017660
113,3776.000,0.017700
114,3774.000,0.017729
115,3772.000,0.017745
116,3770.000,0.017750
117,3768.000,0.017741
118,3766.000,0.017719
119,3764.000,0.017685
120,3762.000,0.017639
121,3760.000,0.017583
122,3758.000,0.017517
123,3756.000,0.017443
124,3754.000,0.017364
125,3752.000,0.017281
126,3750.000,0.017197
127,3748.000,0.017113
128,3746.000,0.017032
129,3744.000,0.016956
130,3742.000,0.016887
131,3740.000,0.016826
132,3738.000,0.016776
133,3736.000,0.016736
134,3734.000,0.016709
135,3732.000,0.016695
136,3730.000,0.016693
137,3728.000,0.016704
138,3726.000,0.016727
139,3724.000,0.016761
140,3722.000,0.016806
141,3720.000,0.016858
142,3718.000,0.016918
143,3716.000,0.016982
144,3714.000,0.017050
145,3712.000,0.017117
146,3710.000,0.017183
147,3708.000,0.017246
148,3706.000,0.017302
149,3704.000,0.017351
150,3702.000,0.017391
151,3700.000,0.017420
152,3698.000,0.017437
153,3696.000,0.017442
154,3694.000,0.017434
155,3692.000,0.017413
156,3690.000,0.017380
157,3688.000,0.017335
158,3686.000,0.017279
159,3684.000,0.017214
160,3682.000,0.017141
161,3680.000,0.017062
162,3678.000,0.016979
163,3676.000,0.016895
164,3674.000,0.016811
165,3672.000,0.016729
166,3670.000,0.016653
167,3668.000,0.016583
168,3666.000,0.016521
169,3664.000,0.016470
170,3662.000,0.016430
171,3660.000,0.016402
172,3658.000,0.016386
173,3656.000,0.016384
174,3654.000,0.016395
175,3652.000,0.016419
176,3650.000,0.016453
177,3648.000,0.016499
178,3646.000,0.016553
179,3644.000,0.016615
180,3642.000,0.016683
181,3640.000,0.016754
182,3638.000,0.016826
183,3636.000,0.016897
184,3634.000,0.016966
185,3632.000,0.017029
186,3630.000,0.017086
187,3628.000,0.017134
188,3626.000,0.017173
189,3624.000,0.017201
190,3622.000,0.017218
191,3620.000,0.017222
192,3618.000,0.017215
193,3616.000,0.017196
194,3614.000,0.017167
195,3612.000,0.017128
196,3610.000,0.017081
197,3608.000,0.017027
198,3606.000,0.016969
199,3604.000,0.016908
200,3602.000,0.016847
201,3600.000,0.016788
202,3598.000,0.016734
203,3596.000,0.016686
204,3594.000,0.016648
205,3592.000,0.016620
206,3590.000,0.016604
207,3588.000,0.016603
208,3586.000,0.016617
209,3584.000,0.016647
210,3582.000,0.016694
211,3580.000,0.016758
212,3578.000,0.016838
213,3576.000,0.016934
214,3574.000,0.017046
215,3572.000,0.017172
216,3570.000,0.017311
217,3568.000,0.017461
218,3566.000,0.017621
219,3564.000,0.017788
220,3562.000,0.017962
221,3560.000,0.018140
222,3558.000,0.018320
223,3556.000,0.018502
224,3554.000,0.018684
225,3552.000,0.018864
226,3550.000,0.019043
227,3548.000,0.019220
228,3546.000,0.019395
229,3544.000,0.019569
230,3542.000,0.019742
231,3540.000,0.019915
232,3538.000,0.020090
233,3536.000,0.020270
234,3534.000,0.020456
235,3532.000,0.020650
236,3530.000,0.020856
237,3528.000,0.021076
238,3526.000,0.021313
239,3524.000,0.021570
240,3522.000,0.021850
241,3520.000,0.022156
242,3518.000,0.022491
243,3516.000,0.022856
244,3514.000,0.023255
245,3512.000,0.023689
246,3510.000,0.024159
247,3508.000,0.024668
248,3506.000,0.025215
249,3504.000,0.025802
250,3502.000,0.026429
251,3500.000,0.027095
252,3498.000,0.027800
253,3496.000,0.028543
254,3494.000,0.029324
255,3492.000,0.030141
256,3490.000,0.030993
257,3488.000,0.031878
258,3486.000,0.032796
259,3484.000,0.033745
260,3482.000,0.034724
261,3480.000,0.035731
262,3478.000,0.036767
263,3476.000,0.037831
264,3474.000,0.038922
265,3472.000,0.040040
266,3470.000,0.041187
267,3468.000,0.042362
268,3466.000,0.043568
269,3464.000,0.044804
270,3462.000,0.046074
271,3460.000,0.047379
272,3458.000,0.048722
273,3456.000,0.050104
274,3454.000,0.051529
275,3452.000,0.052998
276,3450.000,0.054516
277,3448.000,0.056083
278,3446.000,0.057702
279,3444.000,0.059375
280,3442.000,0.061105
281,3440.000,0.062891
282,3438.000,0.064737
283,3436.000,0.066641
284,3434.000,0.068604
285,3432.000,0.070626
286,3430.000,0.072705
287,3428.000,0.074841
288,3426.000,0.077030
289,3424.000,0.079272
290,3422.000,0.081562
291,3420.000,0.083897
292,3418.000,0.086274
293,3416.000,0.088689
294,3414.000,0.091137
295,3412.000,0.093613
296,3410.000,0.096114
297,3408.000,0.098634
298,3406.000,0.101169
299,3404.000,0.103714
300,3402.000,0.106264
301,3400.000,0.108816
302,3398.000,0.111366
303,3396.000,0.113909
304,3394.000,0.116443
305,3392.000,0.118964
306,3390.000,0.121470
307,3388.000,0.123958
308,3386.000,0.126426
309,3384.000,0.128872
310,3382.000,0.131295
311,3380.000,0.133692
312,3378.000,0.136062
313,3376.000,0.138405
314,3374.000,0.140717
315,3372.000,0.142998
316,3370.000,0.145246
317,3368.000,0.147458
318,3366.000,0.149632
319,3364.000,0.151766
320,3362.000,0.153855
321,3360.000,0.155897
322,3358.000,0.157886
323,3356.000,0.159819
324,3354.000,0.161690
325,3352.000,0.163494
326,3350.000,0.165224
327,3348.000,0.166876
328,3346.000,0.168442
329,3344.000,0.169916
330,3342.000,0.171291
331,3340.000,0.172562
332,3338.000,0.173722
333,3336.000,0.174764
334,3334.000,0.175684
335,3332.000,0.176477
336,3330.000,0.177139
337,3328.000,0.177665
338,3326.000,0.178053
339,3324.000,0.178302
340,3322.000,0.178409
341,3320.000,0.178375
342,3318.000,0.178201
343,3316.000,0.177888
344,3314.000,0.177439
345,3312.000,0.176857
346,3310.000,0.176145
347,3308.000,0.175309
348,3306.000,0.174353
349,3304.000,0.173283
350,3302.000,0.172104
351,3300.000,0.170823
352,3298.000,0.169445
353,3296.000,0.167977
354,3294.000,0.166424
355,3292.000,0.164792
356,3290.000,0.163086
357,3288.000,0.161312
358,3286.000,0.159473
359,3284.000,0.157574
360,3282.000,0.155619
361,3280.000,0.153612
362,3278.000,0.151554
363,3276.000,0.149449
364,3274.000,0.147300
365,3272.000,0.145107
366,3270.000,0.142874
367,3268.000,0.140600
368,3266.000,0.138289
369,3264.000,0.135942
370,3262.000,0.133560
371,3260.000,0.131146
372,3258.000,0.128701
373,3256.000,0.126227
374,3254.000,0.123728
375,3252.000,0.121205
376,3250.000,0.118663
377,3248.000,0.116105
378,3246.000,0.113535
379,3244.000,0.110956
380,3242.000,0.108374
381,3240.000,0.105794
382,3238.000,0.103219
383,3236.000,0.100656
384,3234.000,0.098108
385,3232.000,0.095583
386,3230.000,0.093083
387,3228.000,0.090614
388,3226.000,0.088181
389,3224.000,0.085788
390,3222.000,0.083439
391,3220.000,0.081137
392,3218.000,0.078885
393,3216.000,0.076687
394,3214.000,0.074543
395,3212.000,0.072455
396,3210.000,0.070425
397,3208.000,0.068452
398,3206.000,0.066537
399,3204.000,0.064678
400,3202.000,0.062876
401,3200.000,0.061129
402,3198.000,0.059434
403,3196.000,0.057790
404,3194.000,0.056195
405,3192.000,0.054646
406,3190.000,0.053141
407,3188.000,0.051677
408,3186.000,0.050253
409,3184.000,0.048866
410,3182.000,0.047514
411,3180.000,0.046195
412,3178.000,0.044908
413,3176.000,0.043651
414,3174.000,0.042424
415,3172.000,0.041227
416,3170.000,0.040059
417,3168.000,0.038920
418,3166.000,0.037810
419,3164.000,0.036731
420,3162.000,0.035684
421,3160.000,0.034669
422,3158.000,0.033688
423,3156.000,0.032743
424,3154.000,0.031834
425,3152.000,0.030962
426,3150.000,0.030130
427,3148.000,0.029338
428,3146.000,0.028588
429,3144.000,0.027878
430,3142.000,0.027211
431,3140.000,0.026585
432,3138.000,0.026001
433,3136.000,0.025457
434,3134.000,0.024953
435,3132.000,0.024488
436,3130.000,0.024058
437,3128.000,0.023662
438,3126.000,0.023298
439,3124.000,0.022964
440,3122.000,0.022655
441,3120.000,0.022370
442,3118.000,0.022105
443,3116.000,0.021858
444,3114.000,0.021625
445,3112.000,0.021404
446,3110.000,0.021191
447,3108.000,0.020986
448,3106.000,0.020784
449,3104.000,0.020586
450,3102.000,0.020389
451,3100.000,0.020192
452,3098.000,0.019995
453,3096.000,0.019797
454,3094.000,0.019598
455,3092.000,0.019400
456,3090.000,0.019202
457,3088.000,0.019006
458,3086.000,0.018813
459,3084.000,0.018625
460,3082.000,0.018444
461,3080.000,0.018270
462,3078.000,0.018106
463,3076.000,0.017954
464,3074.000,0.017815
465,3072.000,0.017690
466,3070.000,0.017581
467,3068.000,0.017488
468,3066.000,0.017413
469,3064.000,0.017355
470,3062.000,0.017315
471,3060.000,0.017292
472,3058.000,0.017286
473,3056.000,0.017294
474,3054.000,0.017317
475,3052.000,0.017352
476,3050.000,0.017397
477,3048.000,0.017451
478,3046.000,0.017511
479,3044.000,0.017575
480,3042.000,0.017640
481,3040.000,0.017706
482,3038.000,0.017769
483,3036.000,0.017827
484,3034.000,0.017881
485,3032.000,0.017928
486,3030.000,0.017968
487,3028.000,0.018001
488,3026.000,0.018028
489,3024.000,0.018050
490,3022.000,0.018069
491,3020.000,0.018088
492,3018.000,0.018112
493,3016.000,0.018144
494,3014.000,0.018192
495,3012.000,0.018261
496,3010.000,0.018361
497,3008.000,0.018501
498,3006.000,0.018692
499,3004.000,0.018946
500,3002.000,0.019277
501,3000.000,0.019701
502,2998.000,0.020233
503,2996.000,0.020893
504,2994.000,0.021698
505,2992.000,0.022670
506,2990.000,0.023829
507,2988.000,0.025198
508,2986.000,0.026799
509,2984.000,0.028654
510,2982.000,0.030784
511,2980.000,0.033210
512,2978.000,0.035949
513,2976.000,0.039016
514,2974.000,0.042424
515,2972.000,0.046179
516,2970.000,0.050283
517,2968.000,0.054732
518,2966.000,0.059512
519,2964.000,0.064603
520,2962.000,0.069976
521,2960.000,0.075590
522,2958.000,0.081397
523,2956.000,0.087336
524,2954.000,0.093336
525,2952.000,0.099318
526,2950.000,0.105194
527,2948.000,0.110870
528,2946.000,0.116247
529,2944.000,0.121227
530,2942.000,0.125711
531,2940.000,0.129609
532,2938.000,0.132839
533,2936.000,0.135336
534,2934.000,0.137048
535,2932.000,0.137945
536,2930.000,0.138021
537,2928.000,0.137291
538,2926.000,0.135791
539,2924.000,0.133581
540,2922.000,0.130739
541,2920.000,0.127357
542,2918.000,0.123541
543,2916.000,0.119403
544,2914.000,0.115060
545,2912.000,0.110628
546,2910.000,0.106219
547,2908.000,0.101940
548,2906.000,0.097887
549,2904.000,0.094145
550,2902.000,0.090788
551,2900.000,0.087875
552,2898.000,0.085450
553,2896.000,0.083543
554,2894.000,0.082168
555,2892.000,0.081323
556,2890.000,0.080994
557,2888.000,0.081150
558,2886.000,0.081747
559,2884.000,0.082728
560,2882.000,0.084026
561,2880.000,0.085563
562,2878.000,0.087253
563,2876.000,0.089006
564,2874.000,0.090729
565,2872.000,0.092329
566,2870.000,0.093717
567,2868.000,0.094810
568,2866.000,0.095535
569,2864.000,0.095835
570,2862.000,0.095663
571,2860.000,0.094991
572,2858.000,0.093810
573,2856.000,0.092126
574,2854.000,0.089961
575,2852.000,0.087354
576,2850.000,0.084354
577,2848.000,0.081022
578,2846.000,0.077423
579,2844.000,0.073626
580,2842.000,0.069704
581,2840.000,0.065723
582,2838.000,0.061747
583,2836.000,0.057837
584,2834.000,0.054041
585,2832.000,0.050405
586,2830.000,0.046962
587,2828.000,0.043740
588,2826.000,0.040756
589,2824.000,0.038021
590,2822.000,0.035540
591,2820.000,0.033310
592,2818.000,0.031324
593,2816.000,0.029571
594,2814.000,0.028036
595,2812.000,0.026703
596,2810.000,0.025554
597,2808.000,0.024569
598,2806.000,0.023730
599,2804.000,0.023019
600,2802.000,0.022419
601,2800.000,0.021912
602,2798.000,0.021485
603,2796.000,0.021124
