Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.015530
2,3998.000,0.015565
3,3996.000,0.015609
4,3994.000,0.015660
5,3992.000,0.015717
6,3990.000,0.015781
7,3988.000,0.015850
8,3986.000,0.015922
9,3984.000,0.015996
10,3982.000,0.016072
11,3980.000,0.016148
12,3978.000,0.016222
13,3976.000,0.016293
14,3974.000,0.016361
15,3972.000,0.016424
16,3970.000,0.016481
17,3968.000,0.016531
18,3966.000,0.016573
19,3964.000,0.016607
20,3962.000,0.016633
21,3960.000,0.016649
22,3958.000,0.016657
23,3956.000,0.016655
24,3954.000,0.016645
25,3952.000,0.016627
26,3950.000,0.016601
27,3948.000,0.016569
28,3946.000,0.016531
29,3944.000,0.016487
30,3942.000,0.016441
31,3940.000,0.016392
32,3938.000,0.016341
33,3936.000,0.016291
34,3934.000,0.016242
35,3932.000,0.016196
36,3930.000,0.016154
37,3928.000,0.016116
38,3926.000,0.016085
39,3924.000,0.016061
40,3922.000,0.016044
41,3920.000,0.016036
42,3918.000,0.016036
43,3916.000,0.016045
44,3914.000,0.016064
45,3912.000,0.016091
46,3910.000,0.016128
47,3908.000,0.016172
48,3906.000,0.016225
49,3904.000,0.016284
50,3902.000,0.016350
51,3900.000,0.016420
52,3898.000,0.016495
53,3896.000,0.016572
54,3894.000,0.016651
55,3892.000,0.016729
56,3890.000,0.016807
57,3888.000,0.016883
58,3886.000,0.016955
59,3884.000,0.017022
60,3882.000,0.017083
61,3880.000,0.017138
62,3878.000,0.017185
63,3876.000,0.017224
64,3874.000,0.017254
65,3872.000,0.017276
66,3870.000,0.017288
67,3868.000,0.017292
68,3866.000,0.017286
69,3864.000,0.017273
70,3862.000,0.017252
71,3860.000,0.017223
72,3858.000,0.017189
73,3856.000,0.017149
74,3854.000,0.017106
75,3852.000,0.017060
76,3850.000,0.017012
77,3848.000,0.016964
78,3846.000,0.016917
79,3844.000,0.016872
80,3842.000,0.016831
81,3840.000,0.016795
82,3838.000,0.016764
83,3836.000,0.016740
84,3834.000,0.016723
85,3832.000,0.016715
86,3830.000,0.016715
87,3828.000,0.016724
88,3826.000,0.016743
89,3824.000,0.016770
90,3822.000,0.016806
91,3820.000,0.016851
92,3818.000,0.016904
93,3816.000,0.016963
94,3814.000,0.017029
95,3812.000,0.017101
96,3810.000,0.017176
97,3808.000,0.017255
98,3806.000,0.017335
99,3804.000,0.017416
100,3802.000,0.017496
101,3800.000,0.017574
102,3798.000,0.017648
103,3796.000,0.017718
104,3794.000,0.017783
105,3792.000,0.017841
106,3790.000,0.017892
107,3788.000,0.017934
108,3786.000,0.017968
109,3784.000,0.017993
110,3782.000,0.018009
111,3780.000,0.018016
112,3778.000,0.018014
113,3776.000,0.018004
114,3774.000,0.017986
115,3772.000,0.017960
116,3770.000,0.017928
117,3768.000,0.017891
118,3766.000,0.017849
119,3764.000,0.017804
120,3762.000,0.017757
121,3760.000,0.017710
122,3758.000,0.017663
123,3756.000,0.017619
124,3754.000,0.017577
125,3752.000,0.017540
126,3750.000,0.017509
127,3748.000,0.017484
128,3746.000,0.017466
129,3744.000,0.017456
130,3742.000,0.017454
131,3740.000,0.017462
132,3738.000,0.017478
133,3736.000,0.017504
134,3734.000,0.017539
135,3732.000,0.017582
136,3730.000,0.017633
137,3728.000,0.017691
138,3726.000,0.017756
139,3724.000,0.017826
140,3722.000,0.017901
141,3720.000,0.017979
142,3718.000,0.018059
143,3716.000,0.018140
144,3714.000,0.018221
145,3712.000,0.018299
146,3710.000,0.018375
147,3708.000,0.018446
148,3706.000,0.018512
149,3704.000,0.018571
150,3702.000,0.018624
151,3700.000,0.018668
152,3698.000,0.018704
153,3696.000,0.018731
154,3694.000,0.018749
155,3692.000,0.018757
156,3690.000,0.018757
157,3688.000,0.018748
158,3686.000,0.018731
159,3684.000,0.018706
160,3682.000,0.018675
161,3680.000,0.018638
162,3678.000,0.018597
163,3676.000,0.018551
164,3674.000,0.018504
165,3672.000,0.018456
166,3670.000,0.018408
167,3668.000,0.018362
168,3666.000,0.018318
169,3664.000,0.018279
170,3662.000,0.018244
171,3660.000,0.018216
172,3658.000,0.018195
173,3656.000,0.018182
174,3654.000,0.018177
175,3652.000,0.018181
176,3650.000,0.018194
177,3648.000,0.018216
178,3646.000,0.018247
179,3644.000,0.018286
180,3642.000,0.018334
181,3640.000,0.018389
182,3638.000,0.018451
183,3636.000,0.018519
184,3634.000,0.018591
185,3632.000,0.018667
186,3630.000,0.018745
187,3628.000,0.018824
188,3626.000,0.018903
189,3624.000,0.018980
190,3622.000,0.019054
191,3620.000,0.019125
192,3618.000,0.019190
193,3616.000,0.019249
194,3614.000,0.019301
195,3612.000,0.019346
