Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.015067
2,3998.000,0.015066
3,3996.000,0.015074
4,3994.000,0.015092
5,3992.000,0.015119
6,3990.000,0.015155
7,3988.000,0.015200
8,3986.000,0.015252
9,3984.000,0.015311
10,3982.000,0.015375
11,3980.000,0.015443
12,3978.000,0.015515
13,3976.000,0.015588
14,3974.000,0.015662
15,3972.000,0.015735
16,3970.000,0.015805
17,3968.000,0.015872
18,3966.000,0.015934
19,3964.000,0.015990
20,3962.000,0.016039
21,3960.000,0.016080
22,3958.000,0.016112
23,3956.000,0.016136
24,3954.000,0.016150
25,3952.000,0.016154
26,3950.000,0.016150
27,3948.000,0.016136
28,3946.000,0.016114
29,3944.000,0.016084
30,3942.000,0.016047
31,3940.000,0.016004
32,3938.000,0.015956
33,3936.000,0.015904
34,3934.000,0.015850
35,3932.000,0.015795
36,3930.000,0.015740
37,3928.000,0.015687
38,3926.000,0.015638
39,3924.000,0.015592
40,3922.000,0.015552
41,3920.000,0.015519
42,3918.000,0.015493
43,3916.000,0.015475
44,3914.000,0.015467
45,3912.000,0.015468
46,3910.000,0.015478
47,3908.000,0.015498
48,3906.000,0.015527
49,3904.000,0.015565
50,3902.000,0.015612
51,3900.000,0.015666
52,3898.000,0.015728
53,3896.000,0.015795
54,3894.000,0.015866
55,3892.000,0.015941
56,3890.000,0.016018
57,3888.000,0.016096
58,3886.000,0.016173
59,3884.000,0.016248
60,3882.000,0.016319
61,3880.000,0.016386
62,3878.000,0.016447
63,3876.000,0.016502
64,3874.000,0.016548
65,3872.000,0.016586
66,3870.000,0.016615
67,3868.000,0.016635
68,3866.000,0.016646
69,3864.000,0.016647
70,3862.000,0.016639
71,3860.000,0.016622
72,3858.000,0.016597
73,3856.000,0.016565
74,3854.000,0.016527
75,3852.000,0.016484
76,3850.000,0.016436
77,3848.000,0.016386
78,3846.000,0.016335
79,3844.000,0.016283
80,3842.000,0.016234
81,3840.000,0.016186
82,3838.000,0.016143
83,3836.000,0.016106
84,3834.000,0.016074
85,3832.000,0.016050
86,3830.000,0.016034
87,3828.000,0.016027
88,3826.000,0.016029
89,3824.000,0.016041
90,3822.000,0.016062
91,3820.000,0.016093
92,3818.000,0.016133
93,3816.000,0.016181
94,3814.000,0.016238
95,3812.000,0.016301
96,3810.000,0.016370
97,3808.000,0.016444
98,3806.000,0.016522
99,3804.000,0.016602
100,3802.000,0.016683
101,3800.000,0.016764
102,3798.000,0.016843
103,3796.000,0.016918
104,3794.000,0.016989
105,3792.000,0.017055
106,3790.000,0.017114
107,3788.000,0.017165
108,3786.000,0.017208
109,3784.000,0.017242
110,3782.000,0.017267
111,3780.000,0.017283
112,3778.000,0.017289
113,3776.000,0.017286
114,3774.000,0.017273
