Record_ID,Wavenumber_cm-1,Absorbance
1,4000.000,0.016776
2,3998.000,0.016742
3,3996.000,0.016697
4,3994.000,0.016642
5,3992.000,0.016580
6,3990.000,0.016511
7,3988.000,0.016438
8,3986.000,0.016362
9,3984.000,0.016284
10,3982.000,0.016208
11,3980.000,0.016135
12,3978.000,0.016066
13,3976.000,0.016004
14,3974.000,0.015949
15,3972.000,0.015904
16,3970.000,0.015869
17,3968.000,0.015845
18,3966.000,0.015833
19,3964.000,0.015832
20,3962.000,0.015843
21,3960.000,0.015866
22,3958.000,0.015899
23,3956.000,0.015941
24,3954.000,0.015992
25,3952.000,0.016050
26,3950.000,0.016113
27,3948.000,0.016180
28,3946.000,0.016248
29,3944.000,0.016316
30,3942.000,0.016381
31,3940.000,0.016443
32,3938.000,0.016498
33,3936.000,0.016546
34,3934.000,0.016586
35,3932.000,0.016615
36,3930.000,0.016633
37,3928.000,0.016640
38,3926.000,0.016635
39,3924.000,0.016618
40,3922.000,0.016589
41,3920.000,0.016550
42,3918.000,0.016501
43,3916.000,0.016442
44,3914.000,0.016376
45,3912.000,0.016305
46,3910.000,0.016229
47,3908.000,0.016151
48,3906.000,0.016073
49,3904.000,0.015996
50,3902.000,0.015923
51,3900.000,0.015855
52,3898.000,0.015794
53,3896.000,0.015741
54,3894.000,0.015698
55,3892.000,0.015666
56,3890.000,0.015645
57,3888.000,0.015636
58,3886.000,0.015638
59,3884.000,0.015653
60,3882.000,0.015678
61,3880.000,0.015714
62,3878.000,0.015759
63,3876.000,0.015812
64,3874.000,0.015872
65,3872.000,0.015936
66,3870.000,0.016004
67,3868.000,0.016072
68,3866.000,0.016140
69,3864.000,0.016205
70,3862.000,0.016265
71,3860.000,0.016320
72,3858.000,0.016366
73,3856.000,0.016403
74,3854.000,0.016431
75,3852.000,0.016447
76,3850.000,0.016452
77,3848.000,0.016445
78,3846.000,0.016426
79,3844.000,0.016396
80,3842.000,0.016356
81,3840.000,0.016307
82,3838.000,0.016249
83,3836.000,0.016184
84,3834.000,0.016115
85,3832.000,0.016042
86,3830.000,0.015968
87,3828.000,0.015894
88,3826.000,0.015823
89,3824.000,0.015756
90,3822.000,0.015696
91,3820.000,0.015643
92,3818.000,0.015599
93,3816.000,0.015566
94,3814.000,0.015544
95,3812.000,0.015534
96,3810.000,0.015537
97,3808.000,0.015552
98,3806.000,0.015579
99,3804.000,0.015617
100,3802.000,0.015666
101,3800.000,0.015725
102,3798.000,0.015792
103,3796.000,0.015866
104,3794.000,0.015944
105,3792.000,0.016026
106,3790.000,0.016109
107,3788.000,0.016192
108,3786.000,0.016272
109,3784.000,0.016348
110,3782.000,0.016418
111,3780.000,0.016481
112,3778.000,0.016536
113,3776.000,0.016582
114,3774.000,0.016617
115,3772.000,0.016642
116,3770.000,0.016657
117,3768.000,0.016661
118,3766.000,0.016657
119,3764.000,0.016643
120,3762.000,0.016622
121,3760.000,0.016594
122,3758.000,0.016562
123,3756.000,0.016528
124,3754.000,0.016492
125,3752.000,0.016458
126,3750.000,0.016427
127,3748.000,0.016401
128,3746.000,0.016382
129,3744.000,0.016372
130,3742.000,0.016373
131,3740.000,0.016386
132,3738.000,0.016412
133,3736.000,0.016453
134,3734.000,0.016508
135,3732.000,0.016579
136,3730.000,0.016665
137,3728.000,0.016766
138,3726.000,0.016882
139,3724.000,0.017011
140,3722.000,0.017154
141,3720.000,0.017308
142,3718.000,0.017471
143,3716.000,0.017644
144,3714.000,0.017823
145,3712.000,0.018006
146,3710.000,0.018194
147,3708.000,0.018382
148,3706.000,0.018571
149,3704.000,0.018759
150,3702.000,0.018944
151,3700.000,0.019125
152,3698.000,0.019303
153,3696.000,0.019475
154,3694.000,0.019643
155,3692.000,0.019806
156,3690.000,0.019966
157,3688.000,0.020122
158,3686.000,0.020276
159,3684.000,0.020430
160,3682.000,0.020585
161,3680.000,0.020743
162,3678.000,0.020906
163,3676.000,0.021076
164,3674.000,0.021256
165,3672.000,0.021448
166,3670.000,0.021653
167,3668.000,0.021875
168,3666.000,0.022115
169,3664.000,0.022374
170,3662.000,0.022656
171,3660.000,0.022961
172,3658.000,0.023290
173,3656.000,0.023644
174,3654.000,0.024023
175,3652.000,0.024429
176,3650.000,0.024860
177,3648.000,0.025317
178,3646.000,0.025798
179,3644.000,0.026304
180,3642.000,0.026832
181,3640.000,0.027382
182,3638.000,0.027953
183,3636.000,0.028542
184,3634.000,0.029148
185,3632.000,0.029769
186,3630.000,0.030405
187,3628.000,0.031054
188,3626.000,0.031715
189,3624.000,0.032386
190,3622.000,0.033068
191,3620.000,0.033759
192,3618.000,0.034460
193,3616.000,0.035170
194,3614.000,0.035891
195,3612.000,0.036622
196,3610.000,0.037366
197,3608.000,0.038123
198,3606.000,0.038896
199,3604.000,0.039686
200,3602.000,0.040496
201,3600.000,0.041327
202,3598.000,0.042183
203,3596.000,0.043065
204,3594.000,0.043977
205,3592.000,0.044921
206,3590.000,0.045898
207,3588.000,0.046913
208,3586.000,0.047965
209,3584.000,0.049058
210,3582.000,0.050193
211,3580.000,0.051371
212,3578.000,0.052593
213,3576.000,0.053860
214,3574.000,0.055172
215,3572.000,0.056529
216,3570.000,0.057930
217,3568.000,0.059375
218,3566.000,0.060863
219,3564.000,0.062392
220,3562.000,0.063962
221,3560.000,0.065570
222,3558.000,0.067215
223,3556.000,0.068895
224,3554.000,0.070608
225,3552.000,0.072353
226,3550.000,0.074128
227,3548.000,0.075932
228,3546.000,0.077762
229,3544.000,0.079619
230,3542.000,0.081502
231,3540.000,0.083409
232,3538.000,0.085341
233,3536.000,0.087298
234,3534.000,0.089280
235,3532.000,0.091290
236,3530.000,0.093326
237,3528.000,0.095392
238,3526.000,0.097489
239,3524.000,0.099618
240,3522.000,0.101782
241,3520.000,0.103983
242,3518.000,0.106223
243,3516.000,0.108505
244,3514.000,0.110830
245,3512.000,0.113202
246,3510.000,0.115620
247,3508.000,0.118088
248,3506.000,0.120606
249,3504.000,0.123175
250,3502.000,0.125796
251,3500.000,0.128470
252,3498.000,0.131195
253,3496.000,0.133971
254,3494.000,0.136797
255,3492.000,0.139671
256,3490.000,0.142591
257,3488.000,0.145555
258,3486.000,0.148560
259,3484.000,0.151603
260,3482.000,0.154680
261,3480.000,0.157788
262,3478.000,0.160923
263,3476.000,0.164082
264,3474.000,0.167260
265,3472.000,0.170455
266,3470.000,0.173661
267,3468.000,0.176877
268,3466.000,0.180098
269,3464.000,0.183323
270,3462.000,0.186548
271,3460.000,0.189771
272,3458.000,0.192991
273,3456.000,0.196205
274,3454.000,0.199414
275,3452.000,0.202617
276,3450.000,0.205812
277,3448.000,0.209001
278,3446.000,0.212184
279,3444.000,0.215360
280,3442.000,0.218530
281,3440.000,0.221696
282,3438.000,0.224857
283,3436.000,0.228014
284,3434.000,0.231167
285,3432.000,0.234316
286,3430.000,0.237461
287,3428.000,0.240601
288,3426.000,0.243734
289,3424.000,0.246859
290,3422.000,0.249974
291,3420.000,0.253074
292,3418.000,0.256158
293,3416.000,0.259221
294,3414.000,0.262257
295,3412.000,0.265262
296,3410.000,0.268231
297,3408.000,0.271156
298,3406.000,0.274032
299,3404.000,0.276852
300,3402.000,0.279609
301,3400.000,0.282296
302,3398.000,0.284907
303,3396.000,0.287434
304,3394.000,0.289871
305,3392.000,0.292213
306,3390.000,0.294453
307,3388.000,0.296587
308,3386.000,0.298610
309,3384.000,0.300518
310,3382.000,0.302309
311,3380.000,0.303980
312,3378.000,0.305530
313,3376.000,0.306958
314,3374.000,0.308264
315,3372.000,0.309448
316,3370.000,0.310512
317,3368.000,0.311457
318,3366.000,0.312285
319,3364.000,0.312999
320,3362.000,0.313601
321,3360.000,0.314093
322,3358.000,0.314479
323,3356.000,0.314760
324,3354.000,0.314940
325,3352.000,0.315021
326,3350.000,0.315003
327,3348.000,0.314888
328,3346.000,0.314678
329,3344.000,0.314373
330,3342.000,0.313972
331,3340.000,0.313476
332,3338.000,0.312883
333,3336.000,0.312192
