Time_min,Temperature_C
0.000,24.9980
0.100,24.9958
0.200,24.9937
0.300,24.9917
0.400,24.9898
0.500,24.9881
0.600,24.9865
0.700,24.9850
0.800,24.9839
0.900,24.9829
1.000,24.9822
1.100,24.9818
1.200,24.9816
1.300,24.9818
1.400,24.9823
1.500,24.9831
1.600,24.9842
1.700,24.9857
1.800,24.9874
1.900,24.9895
2.000,24.9919
2.100,24.9945
2.200,24.9975
2.300,25.0007
2.400,25.0042
2.500,25.0079
2.600,25.0118
2.700,25.0159
2.800,25.0201
2.900,25.0245
3.000,25.0289
3.100,25.0335
3.200,25.0380
3.300,25.0426
3.400,25.0471
3.500,25.0516
3.600,25.0559
3.700,25.0602
3.800,25.0643
3.900,25.0683
4.000,25.0720
4.100,25.0756
4.200,25.0788
4.300,25.0819
4.400,25.0846
4.500,25.0871
4.600,25.0892
4.700,25.0910
4.800,25.0926
4.900,25.0938
5.000,25.0946
5.100,25.0952
5.200,25.0954
5.300,25.0954
5.400,25.0950
5.500,25.0944
5.600,25.0935
5.700,25.0923
5.800,25.0910
5.900,25.0894
6.000,25.0877
6.100,25.0858
6.200,25.0838
6.300,25.0818
6.400,25.0796
6.500,25.0775
6.600,25.0753
6.700,25.0732
6.800,25.0711
6.900,25.0692
7.000,25.0674
7.100,25.0657
7.200,25.0642
7.300,25.0629
7.400,25.0618
7.500,25.0610
7.600,25.0605
7.700,25.0602
7.800,25.0602
7.900,25.0606
8.000,25.0612
8.100,25.0622
8.200,25.0635
8.300,25.0651
8.400,25.0671
8.500,25.0693
8.600,25.0718
8.700,25.0747
8.800,25.0778
8.900,25.0812
9.000,25.0848
9.100,25.0886
9.200,25.0926
9.300,25.0967
9.400,25.1010
9.500,25.1055
9.600,25.1100
9.700,25.1145
9.800,25.1191
9.900,25.1236
10.000,25.1281
10.100,25.1325
10.200,25.1369
10.300,25.1410
10.400,25.1451
10.500,25.1489
10.600,25.1525
10.700,25.1559
10.800,25.1591
10.900,25.1620
11.000,25.1645
11.100,25.1668
11.200,25.1688
11.300,25.1705
11.400,25.1718
11.500,25.1728
11.600,25.1735
11.700,25.1739
11.800,25.1740
11.900,25.1737
12.000,25.1732
12.100,25.1724
12.200,25.1714
12.300,25.1702
12.400,25.1687
12.500,25.1670
12.600,25.1652
12.700,25.1633
12.800,25.1613
12.900,25.1592
13.000,25.1571
13.100,25.1549
13.200,25.1528
13.300,25.1508
13.400,25.1488
13.500,25.1470
13.600,25.1453
13.700,25.1438
13.800,25.1425
13.900,25.1415
14.000,25.1408
14.100,25.1404
14.200,25.1403
14.300,25.1405
14.400,25.1412
14.500,25.1423
14.600,25.1438
14.700,25.1459
14.800,25.1484
14.900,25.1515
15.000,25.1553
15.100,25.1597
15.200,25.1648
15.300,25.1707
15.400,25.1776
15.500,25.1854
15.600,25.1942
15.700,25.2044
15.800,25.2159
15.900,25.2290
16.000,25.2439
16.100,25.2608
16.200,25.2801
16.300,25.3021
16.400,25.3271
16.500,25.3556
16.600,25.3882
16.700,25.4252
16.800,25.4675
16.900,25.5156
17.000,25.5704
17.100,25.6327
17.200,25.7035
17.300,25.7838
17.400,25.8747
17.500,25.9775
17.600,26.0935
17.700,26.2241
17.800,26.3708
17.900,26.5352
18.000,26.7190
18.100,26.9239
18.200,27.1517
18.300,27.4044
18.400,27.6837
18.500,27.9917
18.600,28.3303
18.700,28.7013
18.800,29.1067
18.900,29.5482
19.000,30.0275
19.100,30.5461
19.200,31.1055
19.300,31.7068
19.400,32.3510
19.500,33.0388
19.600,33.7706
19.700,34.5463
19.800,35.3658
19.900,36.2282
20.000,37.1325
20.100,38.0770
20.200,39.0597
20.300,40.0781
20.400,41.1291
20.500,42.2092
20.600,43.3143
20.700,44.4401
20.800,45.5816
20.900,46.7333
21.000,47.8895
21.100,49.0442
21.200,50.1908
21.300,51.3226
21.400,52.4329
21.500,53.5145
21.600,54.5604
21.700,55.5637
21.800,56.5173
21.900,57.4144
22.000,58.2487
22.100,59.0140
22.200,59.7044
22.300,60.3148
22.400,60.8403
22.500,61.2770
22.600,61.6213
22.700,61.8705
22.800,62.0227
22.900,62.0766
23.000,62.0318
23.100,61.8887
23.200,61.6483
23.300,61.3127
23.400,60.8846
23.500,60.3672
23.600,59.7647
23.700,59.0817
23.800,58.3235
23.900,57.4957
24.000,56.6045
24.100,55.6563
24.200,54.6579
24.300,53.6162
24.400,52.5382
24.500,51.4309
24.600,50.3013
24.700,49.1564
24.800,48.0028
24.900,46.8470
25.000,45.6950
25.100,44.5528
25.200,43.4257
25.300,42.3187
25.400,41.2363
25.500,40.1826
25.600,39.1611
25.700,38.1749
25.800,37.2266
25.900,36.3183
26.000,35.4517
26.100,34.6280
26.200,33.8479
26.300,33.1119
26.400,32.4199
26.500,31.7716
26.600,31.1664
26.700,30.6034
26.800,30.0815
26.900,29.5992
27.000,29.1552
27.100,28.7478
27.200,28.3752
27.300,28.0356
27.400,27.7271
27.500,27.4479
27.600,27.1960
27.700,26.9696
27.800,26.7667
27.900,26.5856
28.000,26.4245
28.100,26.2817
28.200,26.1557
28.300,26.0449
28.400,25.9478
28.500,25.8631
28.600,25.7896
28.700,25.7261
28.800,25.6714
28.900,25.6247
29.000,25.5849
29.100,25.5513
29.200,25.5231
29.300,25.4995
29.400,25.4801
29.500,25.4642
29.600,25.4513
29.700,25.4410
29.800,25.4328
29.900,25.4266
30.000,25.4218
30.100,25.4183
30.200,25.4158
30.300,25.4141
30.400,25.4130
30.500,25.4125
30.600,25.4122
30.700,25.4122
30.800,25.4123
30.900,25.4124
31.000,25.4125
31.100,25.4126
31.200,25.4125
31.300,25.4123
31.400,25.4119
31.500,25.4113
31.600,25.4105
31.700,25.4095
31.800,25.4083
31.900,25.4069
32.000,25.4054
32.100,25.4037
32.200,25.4018
32.300,25.3998
32.400,25.3978
32.500,25.3956
32.600,25.3935
32.700,25.3913
32.800,25.3891
32.900,25.3870
33.000,25.3849
33.100,25.3830
33.200,25.3812
33.300,25.3796
33.400,25.3781
33.500,25.3768
33.600,25.3758
33.700,25.3751
33.800,25.3746
33.900,25.3744
34.000,25.3744
34.100,25.3748
34.200,25.3756
34.300,25.3766
34.400,25.3780
34.500,25.3796
34.600,25.3816
34.700,25.3839
34.800,25.3866
34.900,25.3894
35.000,25.3926
35.100,25.3960
35.200,25.3997
35.300,25.4035
35.400,25.4076
35.500,25.4118
35.600,25.4161
35.700,25.4205
35.800,25.4250
35.900,25.4296
36.000,25.4341
36.100,25.4387
36.200,25.4432
36.300,25.4476
36.400,25.4519
36.500,25.4560
36.600,25.4600
36.700,25.4638
36.800,25.4674
36.900,25.4707
37.000,25.4738
37.100,25.4767
37.200,25.4792
37.300,25.4814
37.400,25.4833
37.500,25.4849
37.600,25.4862
37.700,25.4871
37.800,25.4878
37.900,25.4881
38.000,25.4881
38.100,25.4878
38.200,25.4872
38.300,25.4864
38.400,25.4853
38.500,25.4840
38.600,25.4825
38.700,25.4808
38.800,25.4790
38.900,25.4770
39.000,25.4750
39.100,25.4729
39.200,25.4707
39.300,25.4685
39.400,25.4664
39.500,25.4644
39.600,25.4624
39.700,25.4605
39.800,25.4588
39.900,25.4572
40.000,25.4559
