Time_min,Temperature_C
0.000,22.7818
0.100,22.7807
0.200,22.7794
0.300,22.7779
0.400,22.7762
0.500,22.7742
0.600,22.7721
0.700,22.7699
0.800,22.7675
0.900,22.7650
1.000,22.7624
1.100,22.7597
1.200,22.7570
1.300,22.7543
1.400,22.7515
1.500,22.7488
1.600,22.7461
1.700,22.7435
1.800,22.7410
1.900,22.7386
2.000,22.7363
2.100,22.7341
2.200,22.7322
2.300,22.7304
2.400,22.7288
2.500,22.7274
2.600,22.7263
2.700,22.7254
2.800,22.7247
2.900,22.7243
3.000,22.7242
3.100,22.7243
3.200,22.7247
3.300,22.7253
3.400,22.7263
3.500,22.7274
3.600,22.7288
3.700,22.7305
3.800,22.7324
3.900,22.7345
4.000,22.7368
4.100,22.7393
4.200,22.7420
4.300,22.7448
4.400,22.7478
4.500,22.7509
4.600,22.7541
4.700,22.7573
4.800,22.7607
4.900,22.7640
5.000,22.7673
5.100,22.7707
5.200,22.7739
5.300,22.7772
5.400,22.7803
5.500,22.7833
5.600,22.7862
5.700,22.7890
5.800,22.7916
5.900,22.7940
6.000,22.7962
6.100,22.7982
6.200,22.8000
6.300,22.8015
6.400,22.8028
6.500,22.8038
6.600,22.8046
6.700,22.8051
6.800,22.8053
6.900,22.8053
7.000,22.8050
7.100,22.8045
7.200,22.8037
7.300,22.8027
7.400,22.8014
7.500,22.7999
7.600,22.7982
7.700,22.7963
7.800,22.7943
7.900,22.7920
8.000,22.7897
8.100,22.7872
8.200,22.7846
8.300,22.7820
8.400,22.7793
8.500,22.7765
8.600,22.7738
8.700,22.7711
8.800,22.7684
8.900,22.7657
9.000,22.7632
9.100,22.7608
9.200,22.7584
9.300,22.7563
9.400,22.7543
9.500,22.7524
9.600,22.7508
9.700,22.7494
9.800,22.7482
9.900,22.7472
10.000,22.7465
10.100,22.7461
10.200,22.7459
10.300,22.7459
10.400,22.7462
10.500,22.7468
10.600,22.7477
10.700,22.7488
10.800,22.7502
10.900,22.7518
11.000,22.7536
11.100,22.7557
11.200,22.7580
11.300,22.7604
11.400,22.7631
11.500,22.7659
11.600,22.7689
11.700,22.7720
11.800,22.7752
11.900,22.7784
12.000,22.7818
12.100,22.7852
12.200,22.7886
12.300,22.7921
12.400,22.7956
12.500,22.7990
12.600,22.8025
12.700,22.8059
12.800,22.8094
12.900,22.8128
13.000,22.8163
13.100,22.8198
13.200,22.8234
13.300,22.8273
13.400,22.8313
13.500,22.8358
13.600,22.8407
13.700,22.8463
13.800,22.8527
13.900,22.8603
14.000,22.8692
14.100,22.8800
14.200,22.8928
14.300,22.9084
14.400,22.9272
14.500,22.9499
14.600,22.9772
14.700,23.0101
14.800,23.0496
14.900,23.0967
15.000,23.1528
15.100,23.2192
15.200,23.2976
15.300,23.3897
15.400,23.4973
15.500,23.6225
15.600,23.7675
15.700,23.9346
15.800,24.1263
15.900,24.3451
16.000,24.5938
16.100,24.8749
16.200,25.1913
16.300,25.5456
16.400,25.9404
16.500,26.3782
16.600,26.8612
16.700,27.3916
16.800,27.9709
16.900,28.6004
17.000,29.2809
17.100,30.0128
17.200,30.7956
17.300,31.6284
17.400,32.5094
17.500,33.4361
17.600,34.4050
17.700,35.4122
17.800,36.4526
17.900,37.5203
18.000,38.6086
18.100,39.7104
18.200,40.8173
18.300,41.9208
18.400,43.0117
18.500,44.0804
18.600,45.1170
18.700,46.1117
18.800,47.0546
18.900,47.9359
19.000,48.7463
19.100,49.4772
19.200,50.1204
19.300,50.6687
19.400,51.1159
19.500,51.4567
19.600,51.6872
19.700,51.8048
19.800,51.8079
19.900,51.6967
20.000,51.4725
20.100,51.1378
20.200,50.6967
20.300,50.1542
20.400,49.5166
20.500,48.7910
20.600,47.9855
20.700,47.1089
20.800,46.1704
20.900,45.1796
21.000,44.1465
21.100,43.0808
21.200,41.9925
21.300,40.8911
21.400,39.7858
21.500,38.6852
21.600,37.5975
21.700,36.5299
21.800,35.4892
21.900,34.4812
22.000,33.5108
22.100,32.5824
22.200,31.6992
22.300,30.8637
22.400,30.0778
22.500,29.3425
22.600,28.6581
22.700,28.0245
22.800,27.4409
22.900,26.9060
23.000,26.4181
23.100,25.9754
23.200,25.5755
23.300,25.2161
23.400,24.8946
23.500,24.6083
23.600,24.3545
23.700,24.1307
23.800,23.9342
23.900,23.7625
24.000,23.6131
24.100,23.4837
24.200,23.3723
24.300,23.2767
24.400,23.1952
24.500,23.1259
24.600,23.0675
24.700,23.0185
24.800,22.9776
24.900,22.9437
25.000,22.9159
25.100,22.8932
25.200,22.8750
25.300,22.8604
25.400,22.8491
25.500,22.8404
25.600,22.8339
