Time_min,Temperature_C
0.000,25.7345
0.100,25.7330
0.200,25.7316
0.300,25.7305
0.400,25.7296
0.500,25.7290
0.600,25.7286
0.700,25.7285
0.800,25.7288
0.900,25.7294
1.000,25.7303
1.100,25.7315
1.200,25.7331
1.300,25.7350
1.400,25.7373
1.500,25.7399
1.600,25.7428
1.700,25.7460
1.800,25.7496
1.900,25.7533
2.000,25.7574
2.100,25.7616
2.200,25.7661
2.300,25.7707
2.400,25.7754
2.500,25.7803
2.600,25.7852
2.700,25.7901
2.800,25.7951
2.900,25.8000
3.000,25.8049
3.100,25.8097
3.200,25.8143
3.300,25.8188
3.400,25.8231
3.500,25.8272
3.600,25.8310
3.700,25.8346
3.800,25.8378
3.900,25.8408
4.000,25.8435
4.100,25.8458
4.200,25.8478
4.300,25.8495
4.400,25.8508
4.500,25.8518
4.600,25.8524
4.700,25.8528
4.800,25.8527
4.900,25.8524
5.000,25.8519
5.100,25.8510
5.200,25.8499
5.300,25.8486
5.400,25.8471
5.500,25.8455
5.600,25.8437
5.700,25.8418
5.800,25.8399
5.900,25.8379
6.000,25.8360
6.100,25.8341
6.200,25.8322
6.300,25.8305
6.400,25.8289
6.500,25.8274
6.600,25.8262
6.700,25.8252
6.800,25.8244
6.900,25.8239
7.000,25.8237
7.100,25.8238
7.200,25.8242
7.300,25.8250
7.400,25.8261
7.500,25.8275
7.600,25.8293
7.700,25.8314
7.800,25.8338
7.900,25.8366
8.000,25.8397
8.100,25.8431
8.200,25.8467
8.300,25.8507
8.400,25.8548
8.500,25.8592
8.600,25.8637
8.700,25.8684
8.800,25.8732
8.900,25.8781
9.000,25.8830
9.100,25.8880
9.200,25.8929
9.300,25.8978
9.400,25.9027
9.500,25.9074
9.600,25.9119
9.700,25.9163
9.800,25.9205
9.900,25.9244
10.000,25.9281
10.100,25.9316
10.200,25.9347
10.300,25.9375
10.400,25.9400
10.500,25.9421
10.600,25.9440
10.700,25.9454
10.800,25.9466
10.900,25.9474
11.000,25.9478
11.100,25.9480
11.200,25.9478
11.300,25.9474
11.400,25.9466
11.500,25.9457
11.600,25.9444
11.700,25.9430
11.800,25.9415
11.900,25.9397
12.000,25.9379
12.100,25.9360
12.200,25.9341
12.300,25.9321
12.400,25.9302
12.500,25.9283
12.600,25.9265
12.700,25.9248
12.800,25.9233
12.900,25.9220
13.000,25.9209
13.100,25.9200
13.200,25.9194
13.300,25.9190
13.400,25.9190
13.500,25.9193
13.600,25.9199
13.700,25.9209
13.800,25.9222
13.900,25.9238
14.000,25.9259
14.100,25.9282
14.200,25.9309
14.300,25.9340
14.400,25.9374
14.500,25.9411
14.600,25.9451
14.700,25.9494
14.800,25.9541
14.900,25.9589
15.000,25.9641
15.100,25.9695
15.200,25.9751
15.300,25.9810
15.400,25.9871
15.500,25.9935
15.600,26.0001
15.700,26.0070
15.800,26.0142
15.900,26.0218
16.000,26.0299
16.100,26.0384
16.200,26.0475
16.300,26.0573
16.400,26.0680
16.500,26.0797
16.600,26.0926
16.700,26.1069
16.800,26.1229
16.900,26.1409
17.000,26.1613
17.100,26.1844
17.200,26.2106
17.300,26.2406
17.400,26.2747
17.500,26.3137
17.600,26.3582
17.700,26.4089
17.800,26.4667
17.900,26.5325
18.000,26.6073
18.100,26.6920
18.200,26.7879
18.300,26.8961
18.400,27.0180
18.500,27.1548
18.600,27.3081
18.700,27.4794
18.800,27.6702
18.900,27.8821
19.000,28.1170
19.100,28.3764
19.200,28.6621
19.300,28.9759
19.400,29.3196
19.500,29.6948
19.600,30.1033
19.700,30.5467
19.800,31.0266
19.900,31.5443
20.000,32.1012
20.100,32.6983
20.200,33.3367
20.300,34.0170
20.400,34.7398
20.500,35.5052
20.600,36.3132
20.700,37.1633
20.800,38.0549
20.900,38.9868
21.000,39.9576
21.100,40.9653
21.200,42.0078
21.300,43.0824
21.400,44.1861
21.500,45.3153
21.600,46.4663
21.700,47.6349
21.800,48.8165
21.900,50.0062
22.000,51.1990
22.100,52.3893
22.200,53.5717
22.300,54.7402
22.400,55.8891
22.500,57.0122
22.600,58.1038
22.700,59.1578
22.800,60.1683
22.900,61.1297
23.000,62.0365
23.100,62.8835
23.200,63.6658
23.300,64.3787
23.400,65.0182
23.500,65.5804
23.600,66.0622
23.700,66.4607
23.800,66.7736
23.900,66.9994
24.000,67.1366
24.100,67.1848
24.200,67.1438
24.300,67.0141
24.400,66.7967
24.500,66.4930
24.600,66.1050
24.700,65.6352
24.800,65.0865
24.900,64.4622
25.000,63.7660
25.100,63.0019
25.200,62.1744
25.300,61.2881
25.400,60.3479
25.500,59.3588
25.600,58.3262
25.700,57.2554
25.800,56.1519
25.900,55.0213
26.000,53.8690
26.100,52.7007
26.200,51.5217
26.300,50.3375
26.400,49.1531
26.500,47.9737
26.600,46.8041
26.700,45.6489
26.800,44.5123
26.900,43.3984
27.000,42.3109
27.100,41.2532
27.200,40.2283
27.300,39.2388
27.400,38.2870
27.500,37.3749
27.600,36.5039
27.700,35.6752
27.800,34.8895
27.900,34.1474
28.000,33.4488
28.100,32.7937
28.200,32.1814
28.300,31.6112
28.400,31.0821
28.500,30.5929
28.600,30.1420
28.700,29.7281
28.800,29.3493
28.900,29.0038
29.000,28.6899
29.100,28.4056
29.200,28.1489
29.300,27.9179
29.400,27.7108
29.500,27.5256
29.600,27.3605
29.700,27.2138
29.800,27.0839
29.900,26.9691
30.000,26.8679
30.100,26.7790
30.200,26.7010
30.300,26.6328
30.400,26.5733
30.500,26.5214
30.600,26.4763
30.700,26.4371
30.800,26.4031
30.900,26.3737
31.000,26.3482
31.100,26.3262
31.200,26.3072
31.300,26.2908
31.400,26.2766
31.500,26.2645
31.600,26.2541
31.700,26.2451
31.800,26.2376
31.900,26.2311
32.000,26.2258
32.100,26.2214
32.200,26.2178
32.300,26.2150
32.400,26.2129
32.500,26.2115
32.600,26.2106
32.700,26.2104
32.800,26.2106
32.900,26.2114
33.000,26.2127
33.100,26.2144
33.200,26.2165
33.300,26.2190
33.400,26.2219
33.500,26.2251
33.600,26.2286
33.700,26.2325
33.800,26.2365
33.900,26.2409
34.000,26.2453
34.100,26.2500
34.200,26.2548
34.300,26.2597
34.400,26.2646
34.500,26.2695
34.600,26.2744
34.700,26.2793
34.800,26.2841
34.900,26.2888
35.000,26.2933
35.100,26.2977
35.200,26.3018
35.300,26.3058
35.400,26.3094
35.500,26.3128
35.600,26.3159
35.700,26.3186
35.800,26.3211
35.900,26.3232
36.000,26.3250
36.100,26.3264
36.200,26.3275
36.300,26.3283
36.400,26.3287
36.500,26.3288
36.600,26.3286
