Time_min,Temperature_C
0.000,20.5251
0.100,20.5263
0.200,20.5274
0.300,20.5283
0.400,20.5290
0.500,20.5295
0.600,20.5298
0.700,20.5299
0.800,20.5298
0.900,20.5295
1.000,20.5290
1.100,20.5283
1.200,20.5273
1.300,20.5262
1.400,20.5248
1.500,20.5232
1.600,20.5215
1.700,20.5195
1.800,20.5174
1.900,20.5151
2.000,20.5127
2.100,20.5100
2.200,20.5073
2.300,20.5044
2.400,20.5014
2.500,20.4984
2.600,20.4952
2.700,20.4920
2.800,20.4887
2.900,20.4854
3.000,20.4821
3.100,20.4787
3.200,20.4754
3.300,20.4721
3.400,20.4689
3.500,20.4657
3.600,20.4627
3.700,20.4597
3.800,20.4568
3.900,20.4540
4.000,20.4514
4.100,20.4490
4.200,20.4467
4.300,20.4445
4.400,20.4426
4.500,20.4408
4.600,20.4392
4.700,20.4379
4.800,20.4367
4.900,20.4357
5.000,20.4350
5.100,20.4345
5.200,20.4342
5.300,20.4341
5.400,20.4342
5.500,20.4345
5.600,20.4350
5.700,20.4357
5.800,20.4365
5.900,20.4376
6.000,20.4388
6.100,20.4402
6.200,20.4417
6.300,20.4433
6.400,20.4451
6.500,20.4469
6.600,20.4489
6.700,20.4509
6.800,20.4530
6.900,20.4551
7.000,20.4572
7.100,20.4593
7.200,20.4614
7.300,20.4635
7.400,20.4656
7.500,20.4676
7.600,20.4695
7.700,20.4713
7.800,20.4730
7.900,20.4746
8.000,20.4760
8.100,20.4773
8.200,20.4785
8.300,20.4795
8.400,20.4803
8.500,20.4809
8.600,20.4813
8.700,20.4816
8.800,20.4816
8.900,20.4814
9.000,20.4810
9.100,20.4804
9.200,20.4795
9.300,20.4785
9.400,20.4773
9.500,20.4758
9.600,20.4742
9.700,20.4723
9.800,20.4703
9.900,20.4681
10.000,20.4657
10.100,20.4632
10.200,20.4605
10.300,20.4578
10.400,20.4549
10.500,20.4519
10.600,20.4488
10.700,20.4457
10.800,20.4426
10.900,20.4396
11.000,20.4365
11.100,20.4336
11.200,20.4308
11.300,20.4283
11.400,20.4261
11.500,20.4244
11.600,20.4233
11.700,20.4229
11.800,20.4236
11.900,20.4256
12.000,20.4292
12.100,20.4350
12.200,20.4435
12.300,20.4553
12.400,20.4713
12.500,20.4925
12.600,20.5201
12.700,20.5554
12.800,20.6001
12.900,20.6562
13.000,20.7257
13.100,20.8112
13.200,20.9155
13.300,21.0415
13.400,21.1927
13.500,21.3726
13.600,21.5851
13.700,21.8341
13.800,22.1236
13.900,22.4577
14.000,22.8402
14.100,23.2747
14.200,23.7643
14.300,24.3116
14.400,24.9185
14.500,25.5856
14.600,26.3129
14.700,27.0988
14.800,27.9404
14.900,28.8333
15.000,29.7716
15.100,30.7477
15.200,31.7525
15.300,32.7753
15.400,33.8042
15.500,34.8260
15.600,35.8269
15.700,36.7920
15.800,37.7066
15.900,38.5559
16.000,39.3256
16.100,40.0023
16.200,40.5740
16.300,41.0303
16.400,41.3626
16.500,41.5647
16.600,41.6328
16.700,41.5656
16.800,41.3643
16.900,41.0328
17.000,40.5774
17.100,40.0064
17.200,39.3304
17.300,38.5613
17.400,37.7125
17.500,36.7984
17.600,35.8335
17.700,34.8329
17.800,33.8112
17.900,32.7822
18.000,31.7592
18.100,30.7542
18.200,29.7776
18.300,28.8387
18.400,27.9450
18.500,27.1025
18.600,26.3155
18.700,25.5869
18.800,24.9183
18.900,24.3099
19.000,23.7609
19.100,23.2694
19.200,22.8328
19.300,22.4481
19.400,22.1117
19.500,21.8197
19.600,21.5681
19.700,21.3530
19.800,21.1702
19.900,21.0162
20.000,20.8871
20.100,20.7798
20.200,20.6912
20.300,20.6185
20.400,20.5592
20.500,20.5112
20.600,20.4726
20.700,20.4418
20.800,20.4174
20.900,20.3981
21.000,20.3831
21.100,20.3715
21.200,20.3626
21.300,20.3559
21.400,20.3510
21.500,20.3474
21.600,20.3450
21.700,20.3435
21.800,20.3427
21.900,20.3425
22.000,20.3427
22.100,20.3434
22.200,20.3443
22.300,20.3455
22.400,20.3470
22.500,20.3486
22.600,20.3503
22.700,20.3522
22.800,20.3541
22.900,20.3561
23.000,20.3582
23.100,20.3603
23.200,20.3624
23.300,20.3646
23.400,20.3666
23.500,20.3687
23.600,20.3707
23.700,20.3726
23.800,20.3744
23.900,20.3761
24.000,20.3777
24.100,20.3792
24.200,20.3805
24.300,20.3817
24.400,20.3827
24.500,20.3835
24.600,20.3842
24.700,20.3846
24.800,20.3849
24.900,20.3849
25.000,20.3847
25.100,20.3844
25.200,20.3838
25.300,20.3830
25.400,20.3820
25.500,20.3807
25.600,20.3793
25.700,20.3777
25.800,20.3759
25.900,20.3738
26.000,20.3717
26.100,20.3693
26.200,20.3668
26.300,20.3641
26.400,20.3613
26.500,20.3584
26.600,20.3554
26.700,20.3523
26.800,20.3491
26.900,20.3459
27.000,20.3426
27.100,20.3393
27.200,20.3359
27.300,20.3326
27.400,20.3293
27.500,20.3260
27.600,20.3228
27.700,20.3197
27.800,20.3166
27.900,20.3137
28.000,20.3109
28.100,20.3081
28.200,20.3056
28.300,20.3032
28.400,20.3009
28.500,20.2988
28.600,20.2969
28.700,20.2952
28.800,20.2937
28.900,20.2924
29.000,20.2914
29.100,20.2905
29.200,20.2898
29.300,20.2893
29.400,20.2891
29.500,20.2891
29.600,20.2892
29.700,20.2896
29.800,20.2902
29.900,20.2909
30.000,20.2919
30.100,20.2930
30.200,20.2943
30.300,20.2957
30.400,20.2972
30.500,20.2989
30.600,20.3007
30.700,20.3026
30.800,20.3046
30.900,20.3066
31.000,20.3087
31.100,20.3108
31.200,20.3129
31.300,20.3150
31.400,20.3172
31.500,20.3192
31.600,20.3213
31.700,20.3232
31.800,20.3251
31.900,20.3269
32.000,20.3285
32.100,20.3301
32.200,20.3315
32.300,20.3328
32.400,20.3338
32.500,20.3348
32.600,20.3355
32.700,20.3361
32.800,20.3364
32.900,20.3366
33.000,20.3365
33.100,20.3363
33.200,20.3358
33.300,20.3351
33.400,20.3342
33.500,20.3331
33.600,20.3318
33.700,20.3303
33.800,20.3286
33.900,20.3266
34.000,20.3246
34.100,20.3223
34.200,20.3199
