Time_min,Temperature_C
0.000,24.2617
0.100,24.2595
0.200,24.2572
0.300,24.2549
0.400,24.2525
0.500,24.2502
0.600,24.2479
0.700,24.2456
0.800,24.2435
0.900,24.2415
1.000,24.2396
1.100,24.2379
1.200,24.2363
1.300,24.2350
1.400,24.2339
1.500,24.2331
1.600,24.2325
1.700,24.2322
1.800,24.2322
1.900,24.2325
2.000,24.2330
2.100,24.2339
2.200,24.2351
2.300,24.2366
2.400,24.2384
2.500,24.2404
2.600,24.2428
2.700,24.2454
2.800,24.2482
2.900,24.2513
3.000,24.2546
3.100,24.2581
3.200,24.2618
3.300,24.2656
3.400,24.2696
3.500,24.2736
3.600,24.2777
3.700,24.2818
3.800,24.2860
3.900,24.2901
4.000,24.2942
4.100,24.2982
4.200,24.3022
4.300,24.3060
4.400,24.3096
4.500,24.3131
4.600,24.3164
4.700,24.3194
4.800,24.3223
4.900,24.3249
5.000,24.3272
5.100,24.3292
5.200,24.3310
5.300,24.3324
5.400,24.3336
5.500,24.3344
5.600,24.3350
5.700,24.3352
5.800,24.3352
5.900,24.3349
6.000,24.3343
6.100,24.3334
6.200,24.3323
6.300,24.3310
6.400,24.3294
6.500,24.3277
6.600,24.3258
6.700,24.3237
6.800,24.3216
6.900,24.3193
7.000,24.3170
7.100,24.3147
7.200,24.3123
7.300,24.3100
7.400,24.3077
7.500,24.3055
7.600,24.3034
7.700,24.3014
7.800,24.2996
7.900,24.2980
8.000,24.2965
8.100,24.2953
8.200,24.2943
8.300,24.2936
8.400,24.2931
8.500,24.2930
8.600,24.2931
8.700,24.2935
8.800,24.2942
8.900,24.2952
9.000,24.2965
9.100,24.2981
9.200,24.3000
9.300,24.3022
9.400,24.3047
9.500,24.3074
9.600,24.3104
9.700,24.3136
9.800,24.3170
9.900,24.3205
10.000,24.3243
10.100,24.3281
10.200,24.3321
10.300,24.3362
10.400,24.3403
10.500,24.3445
10.600,24.3486
10.700,24.3527
10.800,24.3568
10.900,24.3608
11.000,24.3647
11.100,24.3684
11.200,24.3720
11.300,24.3754
11.400,24.3786
11.500,24.3815
11.600,24.3843
11.700,24.3867
11.800,24.3889
11.900,24.3908
12.000,24.3925
12.100,24.3938
12.200,24.3948
12.300,24.3956
12.400,24.3960
12.500,24.3961
12.600,24.3960
12.700,24.3956
12.800,24.3949
12.900,24.3939
13.000,24.3928
13.100,24.3914
13.200,24.3899
13.300,24.3882
13.400,24.3864
13.500,24.3845
13.600,24.3825
13.700,24.3806
13.800,24.3787
13.900,24.3768
14.000,24.3751
14.100,24.3736
14.200,24.3724
14.300,24.3715
14.400,24.3710
14.500,24.3710
14.600,24.3716
14.700,24.3730
14.800,24.3752
14.900,24.3785
15.000,24.3829
15.100,24.3887
15.200,24.3961
15.300,24.4054
15.400,24.4169
15.500,24.4309
