Time_min,Temperature_C
0.000,23.5236
0.100,23.5218
0.200,23.5198
0.300,23.5177
0.400,23.5154
0.500,23.5131
0.600,23.5106
0.700,23.5081
0.800,23.5056
0.900,23.5030
1.000,23.5005
1.100,23.4980
1.200,23.4956
1.300,23.4933
1.400,23.4911
1.500,23.4890
1.600,23.4871
1.700,23.4854
1.800,23.4839
1.900,23.4826
2.000,23.4815
2.100,23.4807
2.200,23.4801
2.300,23.4798
2.400,23.4798
2.500,23.4801
2.600,23.4806
2.700,23.4814
2.800,23.4826
2.900,23.4839
3.000,23.4856
3.100,23.4875
3.200,23.4897
3.300,23.4921
3.400,23.4947
3.500,23.4976
3.600,23.5006
3.700,23.5038
3.800,23.5072
3.900,23.5106
4.000,23.5142
4.100,23.5179
4.200,23.5216
4.300,23.5253
4.400,23.5291
4.500,23.5328
4.600,23.5365
4.700,23.5401
4.800,23.5436
4.900,23.5470
5.000,23.5502
5.100,23.5533
5.200,23.5562
5.300,23.5589
5.400,23.5614
5.500,23.5636
5.600,23.5656
5.700,23.5674
5.800,23.5688
5.900,23.5700
6.000,23.5709
6.100,23.5716
6.200,23.5719
6.300,23.5720
6.400,23.5718
6.500,23.5713
6.600,23.5705
6.700,23.5696
6.800,23.5683
6.900,23.5669
7.000,23.5652
7.100,23.5634
7.200,23.5613
7.300,23.5592
7.400,23.5569
7.500,23.5545
7.600,23.5520
7.700,23.5495
7.800,23.5470
7.900,23.5444
8.000,23.5419
8.100,23.5394
8.200,23.5370
8.300,23.5347
8.400,23.5325
8.500,23.5305
8.600,23.5286
8.700,23.5270
8.800,23.5255
8.900,23.5242
9.000,23.5232
9.100,23.5224
9.200,23.5219
9.300,23.5217
9.400,23.5217
9.500,23.5220
9.600,23.5226
9.700,23.5235
9.800,23.5247
9.900,23.5261
10.000,23.5278
10.100,23.5298
10.200,23.5320
10.300,23.5345
10.400,23.5371
10.500,23.5400
10.600,23.5431
10.700,23.5463
10.800,23.5497
10.900,23.5532
11.000,23.5568
11.100,23.5605
11.200,23.5642
11.300,23.5679
11.400,23.5717
11.500,23.5754
11.600,23.5791
11.700,23.5827
11.800,23.5862
11.900,23.5895
12.000,23.5928
12.100,23.5958
12.200,23.5987
12.300,23.6014
12.400,23.6039
12.500,23.6062
12.600,23.6082
12.700,23.6100
12.800,23.6115
12.900,23.6128
13.000,23.6139
13.100,23.6147
13.200,23.6154
13.300,23.6158
13.400,23.6161
13.500,23.6163
13.600,23.6165
13.700,23.6166
13.800,23.6168
13.900,23.6172
14.000,23.6178
14.100,23.6188
14.200,23.6203
14.300,23.6225
14.400,23.6257
14.500,23.6300
14.600,23.6357
14.700,23.6431
14.800,23.6526
14.900,23.6647
15.000,23.6798
15.100,23.6984
15.200,23.7213
15.300,23.7491
15.400,23.7826
15.500,23.8228
15.600,23.8707
15.700,23.9273
15.800,23.9940
