Record_ID,Time_min,Temperature_C,Mass_mg
1,0.0,25,10.0500
2,0.1,26,10.0502
3,0.2,27,10.0504
4,0.3,28,10.0505
5,0.4,29,10.0506
6,0.5,30,10.0506
7,0.6,31,10.0505
8,0.7,32,10.0504
9,0.8,33,10.0503
10,0.9,34,10.0503
11,1.0,35,10.0503
12,1.1,36,10.0503
13,1.2,37,10.0504
14,1.3,38,10.0506
15,1.4,39,10.0507
16,1.5,40,10.0508
17,1.6,41,10.0508
18,1.7,42,10.0507
19,1.8,43,10.0506
20,1.9,44,10.0504
21,2.0,45,10.0502
22,2.1,46,10.0499
23,2.2,47,10.0498
24,2.3,48,10.0496
25,2.4,49,10.0496
26,2.5,50,10.0496
27,2.6,51,10.0496
28,2.7,52,10.0497
29,2.8,53,10.0497
30,2.9,54,10.0496
31,3.0,55,10.0495
32,3.1,56,10.0494
33,3.2,57,10.0491
34,3.3,58,10.0489
35,3.4,59,10.0487
36,3.5,60,10.0485
37,3.6,61,10.0483
38,3.7,62,10.0483
39,3.8,63,10.0483
40,3.9,64,10.0483
41,4.0,65,10.0483
42,4.1,66,10.0483
43,4.2,67,10.0483
44,4.3,68,10.0481
45,4.4,69,10.0479
46,4.5,70,10.0476
47,4.6,71,10.0472
48,4.7,72,10.0468
49,4.8,73,10.0464
50,4.9,74,10.0460
51,5.0,75,10.0456
52,5.1,76,10.0453
53,5.2,77,10.0449
54,5.3,78,10.0444
55,5.4,79,10.0438
56,5.5,80,10.0431
57,5.6,81,10.0423
58,5.7,82,10.0412
59,5.8,83,10.0400
60,5.9,84,10.0386
61,6.0,85,10.0371
62,6.1,86,10.0355
63,6.2,87,10.0338
64,6.3,88,10.0320
65,6.4,89,10.0301
66,6.5,90,10.0281
67,6.6,91,10.0259
68,6.7,92,10.0236
69,6.8,93,10.0211
70,6.9,94,10.0183
71,7.0,95,10.0154
72,7.1,96,10.0123
73,7.2,97,10.0091
74,7.3,98,10.0058
75,7.4,99,10.0025
76,7.5,100,9.9993
77,7.6,101,9.9961
78,7.7,102,9.9930
79,7.8,103,9.9900
80,7.9,104,9.9871
81,8.0,105,9.9842
82,8.1,106,9.9815
83,8.2,107,9.9788
84,8.3,108,9.9762
85,8.4,109,9.9737
86,8.5,110,9.9713
87,8.6,111,9.9691
88,8.7,112,9.9670
89,8.8,113,9.9652
90,8.9,114,9.9636
91,9.0,115,9.9622
92,9.1,116,9.9610
93,9.2,117,9.9599
94,9.3,118,9.9590
95,9.4,119,9.9581
96,9.5,120,9.9573
97,9.6,121,9.9565
98,9.7,122,9.9557
99,9.8,123,9.9550
100,9.9,124,9.9543
101,10.0,125,9.9538
102,10.1,126,9.9533
103,10.2,127,9.9529
104,10.3,128,9.9527
105,10.4,129,9.9525
106,10.5,130,9.9524
107,10.6,131,9.9523
108,10.7,132,9.9522
109,10.8,133,9.9520
110,10.9,134,9.9518
111,11.0,135,9.9515
112,11.1,136,9.9512
113,11.2,137,9.9509
114,11.3,138,9.9507
115,11.4,139,9.9504
116,11.5,140,9.9503
117,11.6,141,9.9502
118,11.7,142,9.9502
119,11.8,143,9.9502
120,11.9,144,9.9502
121,12.0,145,9.9502
122,12.1,146,9.9501
123,12.2,147,9.9500
124,12.3,148,9.9498
125,12.4,149,9.9495
126,12.5,150,9.9493
127,12.6,151,9.9491
128,12.7,152,9.9489
129,12.8,153,9.9489
130,12.9,154,9.9489
131,13.0,155,9.9489
132,13.1,156,9.9490
133,13.2,157,9.9491
134,13.3,158,9.9492
135,13.4,159,9.9493
136,13.5,160,9.9493
137,13.6,161,9.9492
138,13.7,162,9.9491
139,13.8,163,9.9490
140,13.9,164,9.9489
141,14.0,165,9.9489
142,14.1,166,9.9489
143,14.2,167,9.9491
144,14.3,168,9.9492
145,14.4,169,9.9494
146,14.5,170,9.9497
147,14.6,171,9.9498
148,14.7,172,9.9500
149,14.8,173,9.9500
150,14.9,174,9.9500
151,15.0,175,9.9500
152,15.1,176,9.9499
153,15.2,177,9.9498
154,15.3,178,9.9498
155,15.4,179,9.9498
156,15.5,180,9.9498
157,15.6,181,9.9500
158,15.7,182,9.9501
159,15.8,183,9.9502
160,15.9,184,9.9503
161,16.0,185,9.9504
162,16.1,186,9.9503
163,16.2,187,9.9502
164,16.3,188,9.9500
165,16.4,189,9.9498
166,16.5,190,9.9496
167,16.6,191,9.9495
168,16.7,192,9.9494
169,16.8,193,9.9493
170,16.9,194,9.9494
171,17.0,195,9.9494
172,17.1,196,9.9495
173,17.2,197,9.9495
174,17.3,198,9.9495
175,17.4,199,9.9494
176,17.5,200,9.9493
177,17.6,201,9.9491
178,17.7,202,9.9489
179,17.8,203,9.9488
180,17.9,204,9.9487
181,18.0,205,9.9486
182,18.1,206,9.9486
183,18.2,207,9.9487
184,18.3,208,9.9489
185,18.4,209,9.9490
186,18.5,210,9.9492
187,18.6,211,9.9493
188,18.7,212,9.9493
189,18.8,213,9.9493
190,18.9,214,9.9493
191,19.0,215,9.9492
192,19.1,216,9.9491
193,19.2,217,9.9491
194,19.3,218,9.9492
195,19.4,219,9.9493
196,19.5,220,9.9494
197,19.6,221,9.9496
198,19.7,222,9.9499
199,19.8,223,9.9500
200,19.9,224,9.9502
201,20.0,225,9.9502
202,20.1,226,9.9502
203,20.2,227,9.9501
204,20.3,228,9.9500
205,20.4,229,9.9499
206,20.5,230,9.9498
207,20.6,231,9.9498
208,20.7,232,9.9498
209,20.8,233,9.9498
210,20.9,234,9.9499
211,21.0,235,9.9500
212,21.1,236,9.9501
213,21.2,237,9.9501
214,21.3,238,9.9501
215,21.4,239,9.9500
216,21.5,240,9.9498
217,21.6,241,9.9496
218,21.7,242,9.9493
219,21.8,243,9.9491
220,21.9,244,9.9490
221,22.0,245,9.9489
222,22.1,246,9.9490
223,22.2,247,9.9490
224,22.3,248,9.9491
225,22.4,249,9.9491
226,22.5,250,9.9492
227,22.6,251,9.9492
228,22.7,252,9.9491
229,22.8,253,9.9489
230,22.9,254,9.9488
231,23.0,255,9.9486
232,23.1,256,9.9485
233,23.2,257,9.9485
234,23.3,258,9.9485
235,23.4,259,9.9486
236,23.5,260,9.9488
237,23.6,261,9.9490
238,23.7,262,9.9491
239,23.8,263,9.9493
240,23.9,264,9.9494
241,24.0,265,9.9494
242,24.1,266,9.9493
243,24.2,267,9.9493
244,24.3,268,9.9492
245,24.4,269,9.9491
246,24.5,270,9.9491
247,24.6,271,9.9492
248,24.7,272,9.9493
249,24.8,273,9.9495
250,24.9,274,9.9496
251,25.0,275,9.9498
252,25.1,276,9.9499
253,25.2,277,9.9499
254,25.3,278,9.9499
255,25.4,279,9.9497
256,25.5,280,9.9496
257,25.6,281,9.9494
258,25.7,282,9.9492
259,25.8,283,9.9490
260,25.9,284,9.9490
261,26.0,285,9.9489
262,26.1,286,9.9489
263,26.2,287,9.9490
264,26.3,288,9.9490
265,26.4,289,9.9490
266,26.5,290,9.9489
267,26.6,291,9.9487
268,26.7,292,9.9485
269,26.8,293,9.9482
270,26.9,294,9.9479
271,27.0,295,9.9477
272,27.1,296,9.9475
273,27.2,297,9.9473
274,27.3,298,9.9472
275,27.4,299,9.9472
276,27.5,300,9.9472
277,27.6,301,9.9472
278,27.7,302,9.9472
279,27.8,303,9.9472
280,27.9,304,9.9470
281,28.0,305,9.9468
282,28.1,306,9.9466
283,28.2,307,9.9464
284,28.3,308,9.9461
285,28.4,309,9.9460
286,28.5,310,9.9458
287,28.6,311,9.9458
288,28.7,312,9.9458
289,28.8,313,9.9458
290,28.9,314,9.9458
291,29.0,315,9.9458
292,29.1,316,9.9457
293,29.2,317,9.9455
294,29.3,318,9.9453
295,29.4,319,9.9449
296,29.5,320,9.9446
297,29.6,321,9.9442
298,29.7,322,9.9439
299,29.8,323,9.9436
300,29.9,324,9.9433
301,30.0,325,9.9431
302,30.1,326,9.9428
303,30.2,327,9.9426
304,30.3,328,9.9422
305,30.4,329,9.9418
306,30.5,330,9.9413
307,30.6,331,9.9407
308,30.7,332,9.9400
309,30.8,333,9.9392
310,30.9,334,9.9384
311,31.0,335,9.9376
312,31.1,336,9.9368
313,31.2,337,9.9361
314,31.3,338,9.9354
315,31.4,339,9.9346
316,31.5,340,9.9339
317,31.6,341,9.9330
318,31.7,342,9.9320
319,31.8,343,9.9310
320,31.9,344,9.9298
321,32.0,345,9.9285
322,32.1,346,9.9271
323,32.2,347,9.9257
324,32.3,348,9.9243
325,32.4,349,9.9228
326,32.5,350,9.9214
327,32.6,351,9.9200
328,32.7,352,9.9185
329,32.8,353,9.9169
330,32.9,354,9.9152
331,33.0,355,9.9134
332,33.1,356,9.9114
333,33.2,357,9.9093
334,33.3,358,9.9070
335,33.4,359,9.9045
336,33.5,360,9.9019
337,33.6,361,9.8993
338,33.7,362,9.8965
339,33.8,363,9.8937
340,33.9,364,9.8907
341,34.0,365,9.8876
342,34.1,366,9.8844
343,34.2,367,9.8809
344,34.3,368,9.8772
345,34.4,369,9.8732
346,34.5,370,9.8689
347,34.6,371,9.8642
348,34.7,372,9.8594
349,34.8,373,9.8542
350,34.9,374,9.8488
351,35.0,375,9.8432
352,35.1,376,9.8373
353,35.2,377,9.8311
354,35.3,378,9.8247
355,35.4,379,9.8179
356,35.5,380,9.8107
357,35.6,381,9.8030
358,35.7,382,9.7949
359,35.8,383,9.7863
360,35.9,384,9.7772
361,36.0,385,9.7676
362,36.1,386,9.7575
363,36.2,387,9.7469
364,36.3,388,9.7358
365,36.4,389,9.7243
366,36.5,390,9.7122
367,36.6,391,9.6996
368,36.7,392,9.6864
369,36.8,393,9.6725
370,36.9,394,9.6579
371,37.0,395,9.6425
372,37.1,396,9.6263
373,37.2,397,9.6093
374,37.3,398,9.5914
375,37.4,399,9.5728
376,37.5,400,9.5533
377,37.6,401,9.5330
378,37.7,402,9.5119
379,37.8,403,9.4899
380,37.9,404,9.4671
381,38.0,405,9.4432
382,38.1,406,9.4183
383,38.2,407,9.3923
384,38.3,408,9.3652
385,38.4,409,9.3370
386,38.5,410,9.3075
387,38.6,411,9.2769
388,38.7,412,9.2452
389,38.8,413,9.2123
390,38.9,414,9.1782
391,39.0,415,9.1431
392,39.1,416,9.1068
393,39.2,417,9.0693
394,39.3,418,9.0307
395,39.4,419,8.9908
396,39.5,420,8.9498
397,39.6,421,8.9074
398,39.7,422,8.8639
399,39.8,423,8.8191
400,39.9,424,8.7732
401,40.0,425,8.7262
402,40.1,426,8.6782
403,40.2,427,8.6292
404,40.3,428,8.5793
405,40.4,429,8.5285
406,40.5,430,8.4770
407,40.6,431,8.4246
408,40.7,432,8.3716
409,40.8,433,8.3178
410,40.9,434,8.2634
411,41.0,435,8.2085
412,41.1,436,8.1530
413,41.2,437,8.0971
414,41.3,438,8.0409
415,41.4,439,7.9846
416,41.5,440,7.9283
417,41.6,441,7.8720
418,41.7,442,7.8158
419,41.8,443,7.7599
420,41.9,444,7.7042
421,42.0,445,7.6488
422,42.1,446,7.5939
423,42.2,447,7.5393
424,42.3,448,7.4853
425,42.4,449,7.4318
426,42.5,450,7.3790
427,42.6,451,7.3269
428,42.7,452,7.2757
429,42.8,453,7.2254
430,42.9,454,7.1761
431,43.0,455,7.1278
432,43.1,456,7.0806
433,43.2,457,7.0345
434,43.3,458,6.9895
435,43.4,459,6.9455
436,43.5,460,6.9025
437,43.6,461,6.8607
438,43.7,462,6.8199
439,43.8,463,6.7802
440,43.9,464,6.7417
441,44.0,465,6.7043
442,44.1,466,6.6681
443,44.2,467,6.6332
444,44.3,468,6.5994
445,44.4,469,6.5667
446,44.5,470,6.5352
447,44.6,471,6.5048
448,44.7,472,6.4754
449,44.8,473,6.4470
450,44.9,474,6.4195
451,45.0,475,6.3929
452,45.1,476,6.3672
453,45.2,477,6.3425
454,45.3,478,6.3186
455,45.4,479,6.2956
456,45.5,480,6.2736
457,45.6,481,6.2524
458,45.7,482,6.2321
459,45.8,483,6.2125
460,45.9,484,6.1936
461,46.0,485,6.1754
462,46.1,486,6.1579
463,46.2,487,6.1408
464,46.3,488,6.1243
465,46.4,489,6.1084
466,46.5,490,6.0929
467,46.6,491,6.0780
468,46.7,492,6.0635
469,46.8,493,6.0497
470,46.9,494,6.0363
471,47.0,495,6.0233
472,47.1,496,6.0108
473,47.2,497,5.9986
474,47.3,498,5.9868
475,47.4,499,5.9752
476,47.5,500,5.9638
477,47.6,501,5.9526
478,47.7,502,5.9415
479,47.8,503,5.9307
480,47.9,504,5.9200
481,48.0,505,5.9096
482,48.1,506,5.8993
483,48.2,507,5.8892
484,48.3,508,5.8793
485,48.4,509,5.8695
486,48.5,510,5.8598
487,48.6,511,5.8501
488,48.7,512,5.8403
489,48.8,513,5.8305
490,48.9,514,5.8206
491,49.0,515,5.8106
492,49.1,516,5.8006
493,49.2,517,5.7904
494,49.3,518,5.7803
495,49.4,519,5.7700
496,49.5,520,5.7598
497,49.6,521,5.7494
498,49.7,522,5.7390
499,49.8,523,5.7284
500,49.9,524,5.7176
501,50.0,525,5.7065
502,50.1,526,5.6952
503,50.2,527,5.6836
504,50.3,528,5.6718
505,50.4,529,5.6596
506,50.5,530,5.6473
507,50.6,531,5.6347
508,50.7,532,5.6218
509,50.8,533,5.6088
510,50.9,534,5.5955
511,51.0,535,5.5820
512,51.1,536,5.5681
513,51.2,537,5.5539
514,51.3,538,5.5394
515,51.4,539,5.5244
516,51.5,540,5.5090
517,51.6,541,5.4932
518,51.7,542,5.4770
519,51.8,543,5.4604
520,51.9,544,5.4434
521,52.0,545,5.4261
522,52.1,546,5.4085
523,52.2,547,5.3905
524,52.3,548,5.3721
525,52.4,549,5.3534
526,52.5,550,5.3341
527,52.6,551,5.3144
528,52.7,552,5.2942
529,52.8,553,5.2735
530,52.9,554,5.2523
531,53.0,555,5.2305
532,53.1,556,5.2083
533,53.2,557,5.1857
534,53.3,558,5.1626
535,53.4,559,5.1392
536,53.5,560,5.1153
537,53.6,561,5.0910
538,53.7,562,5.0663
539,53.8,563,5.0411
540,53.9,564,5.0154
541,54.0,565,4.9892
542,54.1,566,4.9624
543,54.2,567,4.9352
544,54.3,568,4.9075
545,54.4,569,4.8794
546,54.5,570,4.8508
547,54.6,571,4.8220
548,54.7,572,4.7928
549,54.8,573,4.7632
550,54.9,574,4.7334
551,55.0,575,4.7033
552,55.1,576,4.6728
553,55.2,577,4.6420
554,55.3,578,4.6108
555,55.4,579,4.5793
556,55.5,580,4.5475
557,55.6,581,4.5154
558,55.7,582,4.4831
559,55.8,583,4.4507
560,55.9,584,4.4181
561,56.0,585,4.3855
562,56.1,586,4.3528
563,56.2,587,4.3201
564,56.3,588,4.2873
565,56.4,589,4.2545
566,56.5,590,4.2217
567,56.6,591,4.1888
568,56.7,592,4.1559
569,56.8,593,4.1230
570,56.9,594,4.0901
571,57.0,595,4.0573
572,57.1,596,4.0247
573,57.2,597,3.9922
574,57.3,598,3.9601
575,57.4,599,3.9281
576,57.5,600,3.8965
577,57.6,601,3.8651
578,57.7,602,3.8340
579,57.8,603,3.8031
580,57.9,604,3.7725
581,58.0,605,3.7421
582,58.1,606,3.7120
583,58.2,607,3.6821
584,58.3,608,3.6527
585,58.4,609,3.6236
586,58.5,610,3.5949
587,58.6,611,3.5667
588,58.7,612,3.5389
589,58.8,613,3.5117
590,58.9,614,3.4849
591,59.0,615,3.4585
592,59.1,616,3.4325
593,59.2,617,3.4070
594,59.3,618,3.3818
595,59.4,619,3.3570
596,59.5,620,3.3327
597,59.6,621,3.3088
598,59.7,622,3.2854
599,59.8,623,3.2625
600,59.9,624,3.2401
601,60.0,625,3.2183
602,60.1,626,3.1970
603,60.2,627,3.1763
604,60.3,628,3.1560
605,60.4,629,3.1362
606,60.5,630,3.1168
607,60.6,631,3.0979
608,60.7,632,3.0793
609,60.8,633,3.0611
