Record_ID,Time_min,Temperature_C,Mass_mg
1,0.0,25,12.1050
2,0.1,26,12.1052
3,0.2,27,12.1054
4,0.3,28,12.1056
5,0.4,29,12.1056
6,0.5,30,12.1055
7,0.6,31,12.1054
8,0.7,32,12.1053
9,0.8,33,12.1052
10,0.9,34,12.1051
11,1.0,35,12.1050
12,1.1,36,12.1051
13,1.2,37,12.1051
14,1.3,38,12.1053
15,1.4,39,12.1054
16,1.5,40,12.1054
17,1.6,41,12.1054
18,1.7,42,12.1053
19,1.8,43,12.1052
20,1.9,44,12.1049
21,2.0,45,12.1046
22,2.1,46,12.1042
23,2.2,47,12.1039
24,2.3,48,12.1037
25,2.4,49,12.1035
26,2.5,50,12.1034
27,2.6,51,12.1033
28,2.7,52,12.1032
29,2.8,53,12.1031
30,2.9,54,12.1030
31,3.0,55,12.1027
32,3.1,56,12.1023
33,3.2,57,12.1019
34,3.3,58,12.1014
35,3.4,59,12.1009
36,3.5,60,12.1004
37,3.6,61,12.1000
38,3.7,62,12.0996
39,3.8,63,12.0992
40,3.9,64,12.0989
41,4.0,65,12.0986
42,4.1,66,12.0983
43,4.2,67,12.0979
44,4.3,68,12.0973
45,4.4,69,12.0967
46,4.5,70,12.0959
47,4.6,71,12.0951
48,4.7,72,12.0941
49,4.8,73,12.0932
50,4.9,74,12.0922
51,5.0,75,12.0912
52,5.1,76,12.0903
53,5.2,77,12.0893
54,5.3,78,12.0882
55,5.4,79,12.0871
56,5.5,80,12.0858
57,5.6,81,12.0843
58,5.7,82,12.0826
59,5.8,83,12.0807
60,5.9,84,12.0786
61,6.0,85,12.0763
62,6.1,86,12.0738
63,6.2,87,12.0713
64,6.3,88,12.0686
65,6.4,89,12.0658
66,6.5,90,12.0628
67,6.6,91,12.0597
68,6.7,92,12.0564
69,6.8,93,12.0528
70,6.9,94,12.0489
71,7.0,95,12.0447
72,7.1,96,12.0401
73,7.2,97,12.0353
74,7.3,98,12.0301
75,7.4,99,12.0247
76,7.5,100,12.0190
77,7.6,101,12.0132
78,7.7,102,12.0071
79,7.8,103,12.0009
80,7.9,104,11.9945
81,8.0,105,11.9879
82,8.1,106,11.9811
83,8.2,107,11.9739
84,8.3,108,11.9665
85,8.4,109,11.9589
86,8.5,110,11.9511
87,8.6,111,11.9430
88,8.7,112,11.9349
89,8.8,113,11.9267
90,8.9,114,11.9186
91,9.0,115,11.9105
92,9.1,116,11.9024
93,9.2,117,11.8945
94,9.3,118,11.8867
95,9.4,119,11.8790
96,9.5,120,11.8713
97,9.6,121,11.8637
98,9.7,122,11.8562
99,9.8,123,11.8488
100,9.9,124,11.8416
101,10.0,125,11.8345
102,10.1,126,11.8277
103,10.2,127,11.8212
104,10.3,128,11.8151
105,10.4,129,11.8092
106,10.5,130,11.8037
107,10.6,131,11.7985
108,10.7,132,11.7936
109,10.8,133,11.7888
110,10.9,134,11.7843
111,11.0,135,11.7799
112,11.1,136,11.7757
113,11.2,137,11.7717
114,11.3,138,11.7678
115,11.4,139,11.7642
116,11.5,140,11.7609
117,11.6,141,11.7578
118,11.7,142,11.7550
119,11.8,143,11.7524
120,11.9,144,11.7500
121,12.0,145,11.7479
122,12.1,146,11.7458
123,12.2,147,11.7438
124,12.3,148,11.7419
125,12.4,149,11.7400
126,12.5,150,11.7382
127,12.6,151,11.7364
128,12.7,152,11.7348
129,12.8,153,11.7333
130,12.9,154,11.7319
131,13.0,155,11.7307
132,13.1,156,11.7297
133,13.2,157,11.7288
134,13.3,158,11.7280
135,13.4,159,11.7272
136,13.5,160,11.7264
137,13.6,161,11.7256
138,13.7,162,11.7248
139,13.8,163,11.7240
140,13.9,164,11.7232
141,14.0,165,11.7224
142,14.1,166,11.7217
143,14.2,167,11.7211
144,14.3,168,11.7207
145,14.4,169,11.7203
146,14.5,170,11.7200
147,14.6,171,11.7198
148,14.7,172,11.7197
149,14.8,173,11.7195
150,14.9,174,11.7192
151,15.0,175,11.7190
152,15.1,176,11.7186
153,15.2,177,11.7183
154,15.3,178,11.7179
155,15.4,179,11.7176
156,15.5,180,11.7173
157,15.6,181,11.7171
158,15.7,182,11.7171
159,15.8,183,11.7171
160,15.9,184,11.7171
161,16.0,185,11.7171
162,16.1,186,11.7172
163,16.2,187,11.7171
164,16.3,188,11.7170
165,16.4,189,11.7168
166,16.5,190,11.7165
167,16.6,191,11.7162
168,16.7,192,11.7158
169,16.8,193,11.7156
170,16.9,194,11.7153
