Record_ID,Time_min,Temperature_C,Mass_mg
1,0.0,25,10.5220
2,0.1,26,10.5222
3,0.2,27,10.5224
4,0.3,28,10.5224
5,0.4,29,10.5225
6,0.5,30,10.5224
7,0.6,31,10.5223
8,0.7,32,10.5222
9,0.8,33,10.5220
10,0.9,34,10.5219
11,1.0,35,10.5219
12,1.1,36,10.5219
13,1.2,37,10.5220
14,1.3,38,10.5220
15,1.4,39,10.5221
16,1.5,40,10.5221
17,1.6,41,10.5221
18,1.7,42,10.5220
19,1.8,43,10.5218
20,1.9,44,10.5215
21,2.0,45,10.5212
22,2.1,46,10.5209
23,2.2,47,10.5206
24,2.3,48,10.5203
25,2.4,49,10.5201
26,2.5,50,10.5200
27,2.6,51,10.5199
28,2.7,52,10.5198
29,2.8,53,10.5197
30,2.9,54,10.5195
31,3.0,55,10.5192
32,3.1,56,10.5188
33,3.2,57,10.5184
34,3.3,58,10.5180
35,3.4,59,10.5175
36,3.5,60,10.5170
37,3.6,61,10.5166
38,3.7,62,10.5162
39,3.8,63,10.5159
40,3.9,64,10.5157
41,4.0,65,10.5154
42,4.1,66,10.5151
43,4.2,67,10.5147
44,4.3,68,10.5142
45,4.4,69,10.5136
46,4.5,70,10.5130
47,4.6,71,10.5122
48,4.7,72,10.5114
49,4.8,73,10.5106
50,4.9,74,10.5098
51,5.0,75,10.5090
52,5.1,76,10.5082
53,5.2,77,10.5074
54,5.3,78,10.5066
55,5.4,79,10.5056
56,5.5,80,10.5046
57,5.6,81,10.5034
58,5.7,82,10.5021
59,5.8,83,10.5005
60,5.9,84,10.4989
61,6.0,85,10.4971
62,6.1,86,10.4952
63,6.2,87,10.4932
64,6.3,88,10.4912
65,6.4,89,10.4891
66,6.5,90,10.4869
67,6.6,91,10.4846
68,6.7,92,10.4821
69,6.8,93,10.4795
70,6.9,94,10.4766
71,7.0,95,10.4734
72,7.1,96,10.4700
73,7.2,97,10.4664
74,7.3,98,10.4625
75,7.4,99,10.4584
76,7.5,100,10.4542
77,7.6,101,10.4498
78,7.7,102,10.4453
79,7.8,103,10.4406
80,7.9,104,10.4358
81,8.0,105,10.4307
82,8.1,106,10.4253
83,8.2,107,10.4197
84,8.3,108,10.4138
85,8.4,109,10.4076
86,8.5,110,10.4011
87,8.6,111,10.3944
88,8.7,112,10.3874
89,8.8,113,10.3803
90,8.9,114,10.3731
91,9.0,115,10.3657
92,9.1,116,10.3583
93,9.2,117,10.3507
94,9.3,118,10.3430
95,9.4,119,10.3351
96,9.5,120,10.3271
97,9.6,121,10.3189
98,9.7,122,10.3106
99,9.8,123,10.3021
100,9.9,124,10.2936
101,10.0,125,10.2850
102,10.1,126,10.2765
103,10.2,127,10.2681
104,10.3,128,10.2598
105,10.4,129,10.2516
106,10.5,130,10.2436
107,10.6,131,10.2356
108,10.7,132,10.2278
109,10.8,133,10.2201
110,10.9,134,10.2124
111,11.0,135,10.2049
112,11.1,136,10.1974
113,11.2,137,10.1901
114,11.3,138,10.1830
115,11.4,139,10.1761
116,11.5,140,10.1695
117,11.6,141,10.1631
118,11.7,142,10.1571
119,11.8,143,10.1513
120,11.9,144,10.1458
121,12.0,145,10.1405
122,12.1,146,10.1353
123,12.2,147,10.1303
