Record_ID,Time_min,Temperature_C,Mass_mg
1,0.0,25,8.6670
2,0.1,26,8.6672
3,0.2,27,8.6673
4,0.3,28,8.6674
5,0.4,29,8.6675
6,0.5,30,8.6675
7,0.6,31,8.6674
8,0.7,32,8.6673
9,0.8,33,8.6672
10,0.9,34,8.6672
11,1.0,35,8.6672
12,1.1,36,8.6672
13,1.2,37,8.6673
14,1.3,38,8.6674
15,1.4,39,8.6675
16,1.5,40,8.6676
17,1.6,41,8.6676
18,1.7,42,8.6676
19,1.8,43,8.6675
20,1.9,44,8.6674
21,2.0,45,8.6672
22,2.1,46,8.6670
23,2.2,47,8.6668
24,2.3,48,8.6667
25,2.4,49,8.6666
26,2.5,50,8.6666
27,2.6,51,8.6666
28,2.7,52,8.6666
29,2.8,53,8.6666
30,2.9,54,8.6666
31,3.0,55,8.6664
32,3.1,56,8.6663
33,3.2,57,8.6660
34,3.3,58,8.6658
35,3.4,59,8.6655
36,3.5,60,8.6652
37,3.6,61,8.6650
38,3.7,62,8.6648
39,3.8,63,8.6647
40,3.9,64,8.6646
41,4.0,65,8.6645
42,4.1,66,8.6643
43,4.2,67,8.6641
44,4.3,68,8.6638
45,4.4,69,8.6634
46,4.5,70,8.6630
47,4.6,71,8.6624
48,4.7,72,8.6618
49,4.8,73,8.6611
50,4.9,74,8.6604
51,5.0,75,8.6597
52,5.1,76,8.6589
53,5.2,77,8.6581
54,5.3,78,8.6572
55,5.4,79,8.6562
56,5.5,80,8.6550
57,5.6,81,8.6536
58,5.7,82,8.6520
59,5.8,83,8.6502
60,5.9,84,8.6482
61,6.0,85,8.6460
62,6.1,86,8.6436
63,6.2,87,8.6410
64,6.3,88,8.6383
65,6.4,89,8.6354
66,6.5,90,8.6324
67,6.6,91,8.6293
68,6.7,92,8.6259
69,6.8,93,8.6224
70,6.9,94,8.6187
71,7.0,95,8.6148
72,7.1,96,8.6107
73,7.2,97,8.6065
74,7.3,98,8.6023
75,7.4,99,8.5981
76,7.5,100,8.5939
77,7.6,101,8.5899
78,7.7,102,8.5860
