Record_ID,Time_min,Temperature_C,Mass_mg
1,0.0,25,13.4200
2,0.1,26,13.4203
3,0.2,27,13.4205
4,0.3,28,13.4207
5,0.4,29,13.4208
6,0.5,30,13.4207
7,0.6,31,13.4206
8,0.7,32,13.4205
9,0.8,33,13.4204
10,0.9,34,13.4203
11,1.0,35,13.4203
12,1.1,36,13.4204
13,1.2,37,13.4205
14,1.3,38,13.4207
15,1.4,39,13.4209
16,1.5,40,13.4210
17,1.6,41,13.4210
18,1.7,42,13.4209
19,1.8,43,13.4208
20,1.9,44,13.4205
21,2.0,45,13.4202
22,2.1,46,13.4200
23,2.2,47,13.4197
24,2.3,48,13.4195
25,2.4,49,13.4195
26,2.5,50,13.4194
27,2.6,51,13.4195
28,2.7,52,13.4195
29,2.8,53,13.4195
30,2.9,54,13.4195
31,3.0,55,13.4193
32,3.1,56,13.4191
33,3.2,57,13.4188
34,3.3,58,13.4185
35,3.4,59,13.4182
36,3.5,60,13.4179
37,3.6,61,13.4177
38,3.7,62,13.4176
39,3.8,63,13.4175
40,3.9,64,13.4175
41,4.0,65,13.4176
42,4.1,66,13.4176
43,4.2,67,13.4175
44,4.3,68,13.4173
45,4.4,69,13.4170
46,4.5,70,13.4166
47,4.6,71,13.4162
48,4.7,72,13.4157
49,4.8,73,13.4152
50,4.9,74,13.4147
51,5.0,75,13.4143
52,5.1,76,13.4139
53,5.2,77,13.4134
54,5.3,78,13.4130
55,5.4,79,13.4124
56,5.5,80,13.4116
57,5.6,81,13.4107
58,5.7,82,13.4095
59,5.8,83,13.4082
60,5.9,84,13.4066
61,6.0,85,13.4049
62,6.1,86,13.4031
63,6.2,87,13.4011
64,6.3,88,13.3990
65,6.4,89,13.3968
66,6.5,90,13.3944
67,6.6,91,13.3918
68,6.7,92,13.3889
69,6.8,93,13.3857
70,6.9,94,13.3822
71,7.0,95,13.3782
72,7.1,96,13.3738
73,7.2,97,13.3691
74,7.3,98,13.3641
75,7.4,99,13.3587
76,7.5,100,13.3531
77,7.6,101,13.3473
78,7.7,102,13.3413
79,7.8,103,13.3351
80,7.9,104,13.3286
81,8.0,105,13.3219
82,8.1,106,13.3149
83,8.2,107,13.3078
84,8.3,108,13.3003
85,8.4,109,13.2928
86,8.5,110,13.2851
87,8.6,111,13.2775
88,8.7,112,13.2699
89,8.8,113,13.2625
90,8.9,114,13.2553
91,9.0,115,13.2484
92,9.1,116,13.2418
93,9.2,117,13.2354
94,9.3,118,13.2294
95,9.4,119,13.2236
96,9.5,120,13.2180
97,9.6,121,13.2127
98,9.7,122,13.2076
99,9.8,123,13.2028
100,9.9,124,13.1982
101,10.0,125,13.1940
102,10.1,126,13.1902
103,10.2,127,13.1867
104,10.3,128,13.1836
105,10.4,129,13.1808
106,10.5,130,13.1783
107,10.6,131,13.1761
108,10.7,132,13.1740
109,10.8,133,13.1720
110,10.9,134,13.1702
111,11.0,135,13.1684
112,11.1,136,13.1667
113,11.2,137,13.1651
114,11.3,138,13.1636
115,11.4,139,13.1623
116,11.5,140,13.1612
117,11.6,141,13.1603
118,11.7,142,13.1595
119,11.8,143,13.1588
120,11.9,144,13.1583
121,12.0,145,13.1577
122,12.1,146,13.1572
123,12.2,147,13.1566
124,12.3,148,13.1560
125,12.4,149,13.1553
126,12.5,150,13.1547
127,12.6,151,13.1541
128,12.7,152,13.1535
129,12.8,153,13.1531
130,12.9,154,13.1528
131,13.0,155,13.1527
132,13.1,156,13.1526
133,13.2,157,13.1525
134,13.3,158,13.1525
135,13.4,159,13.1524
136,13.5,160,13.1523
137,13.6,161,13.1521
138,13.7,162,13.1518
139,13.8,163,13.1516
140,13.9,164,13.1513
141,14.0,165,13.1511
142,14.1,166,13.1510
143,14.2,167,13.1510
144,14.3,168,13.1512
145,14.4,169,13.1513
146,14.5,170,13.1516
147,14.6,171,13.1518
148,14.7,172,13.1520
149,14.8,173,13.1521
150,14.9,174,13.1521
151,15.0,175,13.1520
152,15.1,176,13.1519
153,15.2,177,13.1518
154,15.3,178,13.1518
155,15.4,179,13.1517
156,15.5,180,13.1518
157,15.6,181,13.1520
158,15.7,182,13.1522
159,15.8,183,13.1524
160,15.9,184,13.1526
161,16.0,185,13.1528
162,16.1,186,13.1528
163,16.2,187,13.1528
164,16.3,188,13.1526
165,16.4,189,13.1524
166,16.5,190,13.1522
167,16.6,191,13.1520
168,16.7,192,13.1518
169,16.8,193,13.1517
170,16.9,194,13.1517
171,17.0,195,13.1518
172,17.1,196,13.1519
173,17.2,197,13.1520
174,17.3,198,13.1520
175,17.4,199,13.1519
176,17.5,200,13.1518
177,17.6,201,13.1516
178,17.7,202,13.1513
179,17.8,203,13.1510
180,17.9,204,13.1507
181,18.0,205,13.1505
182,18.1,206,13.1504
183,18.2,207,13.1504
184,18.3,208,13.1504
185,18.4,209,13.1506
186,18.5,210,13.1507
187,18.6,211,13.1508
188,18.7,212,13.1508
189,18.8,213,13.1508
190,18.9,214,13.1507
191,19.0,215,13.1505
192,19.1,216,13.1503
193,19.2,217,13.1502
194,19.3,218,13.1501
195,19.4,219,13.1501
196,19.5,220,13.1502
197,19.6,221,13.1503
198,19.7,222,13.1505
199,19.8,223,13.1508
200,19.9,224,13.1510
201,20.0,225,13.1511
202,20.1,226,13.1511
203,20.2,227,13.1510
204,20.3,228,13.1509
205,20.4,229,13.1507
206,20.5,230,13.1505
207,20.6,231,13.1503
208,20.7,232,13.1503
209,20.8,233,13.1502
210,20.9,234,13.1503
211,21.0,235,13.1503
212,21.1,236,13.1504
213,21.2,237,13.1504
214,21.3,238,13.1503
215,21.4,239,13.1501
216,21.5,240,13.1498
217,21.6,241,13.1494
218,21.7,242,13.1489
219,21.8,243,13.1484
220,21.9,244,13.1480
221,22.0,245,13.1475
222,22.1,246,13.1472
223,22.2,247,13.1469
224,22.3,248,13.1466
225,22.4,249,13.1463
226,22.5,250,13.1460
227,22.6,251,13.1456
228,22.7,252,13.1450
229,22.8,253,13.1444
230,22.9,254,13.1436
231,23.0,255,13.1427
232,23.1,256,13.1419
233,23.2,257,13.1410
234,23.3,258,13.1402
235,23.4,259,13.1394
236,23.5,260,13.1386
237,23.6,261,13.1379
238,23.7,262,13.1371
239,23.8,263,13.1363
240,23.9,264,13.1353
241,24.0,265,13.1342
242,24.1,266,13.1330
243,24.2,267,13.1315
244,24.3,268,13.1300
245,24.4,269,13.1283
246,24.5,270,13.1266
247,24.6,271,13.1248
248,24.7,272,13.1230
249,24.8,273,13.1211
250,24.9,274,13.1191
251,25.0,275,13.1170
252,25.1,276,13.1148
253,25.2,277,13.1122
254,25.3,278,13.1094
255,25.4,279,13.1063
256,25.5,280,13.1029
257,25.6,281,13.0992
258,25.7,282,13.0951
259,25.8,283,13.0908
260,25.9,284,13.0863
261,26.0,285,13.0815
262,26.1,286,13.0764
263,26.2,287,13.0710
264,26.3,288,13.0653
265,26.4,289,13.0591
266,26.5,290,13.0523
267,26.6,291,13.0450
268,26.7,292,13.0371
269,26.8,293,13.0285
270,26.9,294,13.0193
271,27.0,295,13.0093
272,27.1,296,12.9987
273,27.2,297,12.9875
274,27.3,298,12.9755
275,27.4,299,12.9628
276,27.5,300,12.9493
277,27.6,301,12.9348
278,27.7,302,12.9194
279,27.8,303,12.9028
280,27.9,304,12.8851
281,28.0,305,12.8660
282,28.1,306,12.8456
283,28.2,307,12.8237
284,28.3,308,12.8004
285,28.4,309,12.7756
286,28.5,310,12.7492
287,28.6,311,12.7211
288,28.7,312,12.6914
289,28.8,313,12.6598
290,28.9,314,12.6263
291,29.0,315,12.5906
292,29.1,316,12.5527
293,29.2,317,12.5123
294,29.3,318,12.4695
295,29.4,319,12.4239
296,29.5,320,12.3757
297,29.6,321,12.3246
298,29.7,322,12.2706
299,29.8,323,12.2136
300,29.9,324,12.1537
301,30.0,325,12.0906
302,30.1,326,12.0242
303,30.2,327,11.9546
304,30.3,328,11.8815
305,30.4,329,11.8048
306,30.5,330,11.7245
307,30.6,331,11.6405
308,30.7,332,11.5528
