Record_ID,Time_min,Temperature_C,Mass_mg
1,0.0,25,6.7800
2,0.1,26,6.7801
3,0.2,27,6.7803
4,0.3,28,6.7803
5,0.4,29,6.7804
6,0.5,30,6.7803
7,0.6,31,6.7803
8,0.7,32,6.7802
9,0.8,33,6.7802
10,0.9,34,6.7801
11,1.0,35,6.7801
12,1.1,36,6.7801
13,1.2,37,6.7802
14,1.3,38,6.7802
15,1.4,39,6.7803
16,1.5,40,6.7803
17,1.6,41,6.7803
18,1.7,42,6.7803
19,1.8,43,6.7801
20,1.9,44,6.7800
21,2.0,45,6.7798
22,2.1,46,6.7796
23,2.2,47,6.7794
24,2.3,48,6.7793
25,2.4,49,6.7792
26,2.5,50,6.7791
27,2.6,51,6.7790
28,2.7,52,6.7789
29,2.8,53,6.7788
30,2.9,54,6.7787
31,3.0,55,6.7785
32,3.1,56,6.7782
33,3.2,57,6.7778
34,3.3,58,6.7775
35,3.4,59,6.7771
36,3.5,60,6.7767
37,3.6,61,6.7763
38,3.7,62,6.7759
39,3.8,63,6.7755
40,3.9,64,6.7751
41,4.0,65,6.7746
42,4.1,66,6.7740
43,4.2,67,6.7734
44,4.3,68,6.7726
45,4.4,69,6.7717
46,4.5,70,6.7707
47,4.6,71,6.7695
48,4.7,72,6.7682
49,4.8,73,6.7668
50,4.9,74,6.7653
51,5.0,75,6.7637
52,5.1,76,6.7619
53,5.2,77,6.7601
54,5.3,78,6.7580
55,5.4,79,6.7558
56,5.5,80,6.7533
57,5.6,81,6.7506
58,5.7,82,6.7477
59,5.8,83,6.7446
60,5.9,84,6.7413
61,6.0,85,6.7378
62,6.1,86,6.7342
63,6.2,87,6.7305
64,6.3,88,6.7268
65,6.4,89,6.7231
66,6.5,90,6.7193
67,6.6,91,6.7156
68,6.7,92,6.7119
69,6.8,93,6.7082
70,6.9,94,6.7045
71,7.0,95,6.7009
72,7.1,96,6.6974
73,7.2,97,6.6940
74,7.3,98,6.6908
75,7.4,99,6.6877
76,7.5,100,6.6849
77,7.6,101,6.6823
78,7.7,102,6.6799
79,7.8,103,6.6778
80,7.9,104,6.6758
81,8.0,105,6.6740
82,8.1,106,6.6724
83,8.2,107,6.6709
84,8.3,108,6.6694
85,8.4,109,6.6681
86,8.5,110,6.6669
87,8.6,111,6.6658
88,8.7,112,6.6648
89,8.8,113,6.6639
90,8.9,114,6.6632
91,9.0,115,6.6626
92,9.1,116,6.6622
93,9.2,117,6.6618
94,9.3,118,6.6614
95,9.4,119,6.6611
96,9.5,120,6.6608
97,9.6,121,6.6606
98,9.7,122,6.6603
99,9.8,123,6.6600
100,9.9,124,6.6597
101,10.0,125,6.6595
102,10.1,126,6.6593
103,10.2,127,6.6592
104,10.3,128,6.6591
105,10.4,129,6.6591
106,10.5,130,6.6591
107,10.6,131,6.6592
108,10.7,132,6.6592
109,10.8,133,6.6591
110,10.9,134,6.6591
111,11.0,135,6.6590
112,11.1,136,6.6588
113,11.2,137,6.6587
114,11.3,138,6.6585
115,11.4,139,6.6584
116,11.5,140,6.6584
117,11.6,141,6.6583
118,11.7,142,6.6584
119,11.8,143,6.6584
120,11.9,144,6.6584
121,12.0,145,6.6584
122,12.1,146,6.6584
123,12.2,147,6.6583
124,12.3,148,6.6582
125,12.4,149,6.6581
126,12.5,150,6.6579
127,12.6,151,6.6578
128,12.7,152,6.6576
129,12.8,153,6.6576
130,12.9,154,6.6576
131,13.0,155,6.6576
132,13.1,156,6.6577
133,13.2,157,6.6577
134,13.3,158,6.6578
135,13.4,159,6.6578
136,13.5,160,6.6578
137,13.6,161,6.6578
138,13.7,162,6.6577
139,13.8,163,6.6576
140,13.9,164,6.6575
141,14.0,165,6.6575
142,14.1,166,6.6575
143,14.2,167,6.6576
144,14.3,168,6.6577
145,14.4,169,6.6578
146,14.5,170,6.6579
147,14.6,171,6.6581
148,14.7,172,6.6582
149,14.8,173,6.6582
150,14.9,174,6.6582
151,15.0,175,6.6582
152,15.1,176,6.6582
153,15.2,177,6.6581
154,15.3,178,6.6581
155,15.4,179,6.6581
156,15.5,180,6.6581
157,15.6,181,6.6582
158,15.7,182,6.6583
159,15.8,183,6.6584
160,15.9,184,6.6585
161,16.0,185,6.6586
162,16.1,186,6.6586
163,16.2,187,6.6585
164,16.3,188,6.6584
165,16.4,189,6.6583
166,16.5,190,6.6582
167,16.6,191,6.6581
168,16.7,192,6.6580
169,16.8,193,6.6580
170,16.9,194,6.6580
171,17.0,195,6.6580
172,17.1,196,6.6580
173,17.2,197,6.6581
174,17.3,198,6.6581
175,17.4,199,6.6580
176,17.5,200,6.6579
177,17.6,201,6.6578
178,17.7,202,6.6577
179,17.8,203,6.6575
180,17.9,204,6.6574
181,18.0,205,6.6574
182,18.1,206,6.6573
183,18.2,207,6.6574
184,18.3,208,6.6574
185,18.4,209,6.6575
186,18.5,210,6.6576
187,18.6,211,6.6577
188,18.7,212,6.6577
189,18.8,213,6.6577
190,18.9,214,6.6576
191,19.0,215,6.6576
192,19.1,216,6.6575
193,19.2,217,6.6574
194,19.3,218,6.6574
195,19.4,219,6.6575
196,19.5,220,6.6575
197,19.6,221,6.6577
198,19.7,222,6.6578
199,19.8,223,6.6579
200,19.9,224,6.6580
201,20.0,225,6.6581
202,20.1,226,6.6581
203,20.2,227,6.6580
204,20.3,228,6.6579
205,20.4,229,6.6578
206,20.5,230,6.6578
207,20.6,231,6.6577
208,20.7,232,6.6577
209,20.8,233,6.6577
210,20.9,234,6.6577
211,21.0,235,6.6578
212,21.1,236,6.6578
213,21.2,237,6.6578
214,21.3,238,6.6578
215,21.4,239,6.6577
216,21.5,240,6.6575
217,21.6,241,6.6573
218,21.7,242,6.6571
219,21.8,243,6.6569
220,21.9,244,6.6568
221,22.0,245,6.6566
222,22.1,246,6.6565
223,22.2,247,6.6564
224,22.3,248,6.6564
225,22.4,249,6.6563
226,22.5,250,6.6563
227,22.6,251,6.6561
228,22.7,252,6.6560
229,22.8,253,6.6557
230,22.9,254,6.6555
231,23.0,255,6.6552
232,23.1,256,6.6549
233,23.2,257,6.6547
234,23.3,258,6.6545
235,23.4,259,6.6543
236,23.5,260,6.6542
237,23.6,261,6.6541
238,23.7,262,6.6539
239,23.8,263,6.6538
240,23.9,264,6.6536
241,24.0,265,6.6533
242,24.1,266,6.6530
243,24.2,267,6.6526
244,24.3,268,6.6522
245,24.4,269,6.6518
246,24.5,270,6.6513
247,24.6,271,6.6509
248,24.7,272,6.6505
249,24.8,273,6.6501
250,24.9,274,6.6497
251,25.0,275,6.6493
252,25.1,276,6.6488
253,25.2,277,6.6482
254,25.3,278,6.6475
255,25.4,279,6.6467
256,25.5,280,6.6459
257,25.6,281,6.6449
258,25.7,282,6.6439
259,25.8,283,6.6429
260,25.9,284,6.6418
261,26.0,285,6.6407
262,26.1,286,6.6395
263,26.2,287,6.6383
264,26.3,288,6.6370
265,26.4,289,6.6356
266,26.5,290,6.6340
267,26.6,291,6.6323
268,26.7,292,6.6304
269,26.8,293,6.6284
270,26.9,294,6.6262
271,27.0,295,6.6239
272,27.1,296,6.6214
273,27.2,297,6.6188
274,27.3,298,6.6161
275,27.4,299,6.6133
276,27.5,300,6.6103
277,27.6,301,6.6072
278,27.7,302,6.6038
279,27.8,303,6.6001
280,27.9,304,6.5961
281,28.0,305,6.5919
282,28.1,306,6.5873
